Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
75.8333,0.357634,0.642344,50949.5,106465,715539999,228,156,4999886,1279416612
76,0.358282,0.641698,50898.2,106377,716836322,232,156,4999884,1278123307
76.1667,0.358919,0.641055,50847.3,106287,718110850,272,182,4999864,1276838069
76.3333,0.359566,0.640411,50796.2,106195,719404576,238,164,4999881,1275549278
76.5,0.360202,0.639776,50745.8,106113,720678042,248,175,4999876,1274277583
76.6667,0.360848,0.639131,50694.6,106028,721970044,240,152,4999880,1272988185
76.8333,0.361481,0.638497,50644.4,105939,723236542,214,135,4999893,1271720204
77,0.362106,0.637872,50594.8,105850,724487380,244,157,4999878,1270469797
77.1667,0.362731,0.637252,50545.6,105767,725737402,214,124,4999893,1269228322
77.3333,0.36336,0.636616,50495.1,105681,726996372,256,180,4999872,1267956149
77.5,0.364001,0.635981,50444.7,105600,728278991,216,130,4999892,1266684724
77.6667,0.364637,0.635346,50394.4,105513,729549881,206,142,4999897,1265414504
77.8333,0.365271,0.634703,50343.4,105421,730819452,264,179,4999868,1264128055
78,0.365896,0.634086,50294.5,105337,732070407,222,136,4999889,1262894957
78.1667,0.366528,0.633454,50244.3,105250,733334298,208,135,4999896,1261628891
78.3333,0.36716,0.632822,50194.2,105162,734599043,220,138,4999890,1260365811
78.5,0.367782,0.632198,50144.7,105076,735842406,234,146,4999883,1259116447
78.6667,0.368403,0.631575,50095.3,104995,737085283,238,160,4999881,1257869784
78.8333,0.36901,0.630966,50047,104917,738300259,248,171,4999876,1256652245
79,0.369658,0.630325,49996.2,104831,739595476,218,139,4999891,1255369501
79.1667,0.370288,0.629692,49945.9,104744,740856310,242,161,4999879,1254102152
79.3333,0.370922,0.629061,49895.9,104659,742125515,214,122,4999893,1252840698
79.5,0.37155,0.628427,49845.6,104573,743381196,240,162,4999880,1251572243
79.6667,0.372171,0.627807,49796.4,104490,744624407,256,172,4999872,1250331384
79.8333,0.372797,0.627185,49747.1,104403,745877172,222,152,4999889,1249087884
80,0.373423,0.626561,49697.6,104321,747129787,210,130,4999895,1247838869
80.1667,0.374054,0.625931,49647.7,104234,748390881,232,140,4999884,1246578952
80.3333,0.374677,0.625305,49598,104147,749637896,200,137,4999900,1245324911
80.5,0.375296,0.624688,49549,104064,750875730,218,137,4999891,1244090829
80.6667,0.375909,0.624067,49499.8,103980,752103271,234,155,4999883,1242849385
80.8333,0.376518,0.623465,49452,103895,753321571,202,140,4999899,1241644035
81,0.377135,0.622846,49402.9,103812,754556276,226,152,4999887,1240405532
