Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
9.83333,0.0321043,0.96789,19214.6,37904.8,16076484,68,29,4999966,478919112
10,0.0326251,0.967368,19204.2,37888.8,16337262,78,37,4999961,478657968
10.1667,0.0331416,0.966851,19194,37873.5,16595895,78,33,4999961,478399128
10.3333,0.033681,0.966312,19183.2,37858.2,16866018,82,37,4999959,478128898
10.5,0.0342233,0.965773,19172.6,37842.7,17137550,62,22,4999969,477859319
10.6667,0.0347587,0.965235,19161.9,37825.6,17405680,64,29,4999968,477589675
10.8333,0.0353248,0.964671,19150.7,37808.8,17689158,62,25,4999969,477307416
11,0.035852,0.964142,19140.2,37793.8,17953158,66,34,4999967,477042598
11.1667,0.036396,0.963599,19129.4,37777.5,18225542,68,30,4999966,476770653
11.3333,0.0369166,0.963077,19119,37763,18486235,74,39,4999963,476508977
11.5,0.0374426,0.96255,19108.6,37748.5,18749652,70,33,4999965,476245076
11.6667,0.0379618,0.962031,19098.3,37734.2,19009661,90,39,4999955,475985263
11.8333,0.0384907,0.961502,19087.7,37717.8,19274495,80,33,4999960,475720172
12,0.0390157,0.96098,19077.4,37703.2,19537404,66,26,4999967,475459061
12.1667,0.0395445,0.960452,19066.9,37687.5,19802191,68,27,4999966,475194368
12.3333,0.0400809,0.959916,19056.3,37672.2,20070808,58,21,4999971,474926386
12.5,0.0406207,0.959374,19045.5,37656.9,20341122,70,36,4999965,474654644
12.6667,0.0411345,0.95886,19035.3,37641.5,20598411,80,37,4999960,474397306
12.8333,0.0416472,0.958341,19025,37626.6,20855161,86,50,4999957,474137384
13,0.0421851,0.95781,19014.5,37611.7,21124481,64,29,4999968,473871482
13.1667,0.0427281,0.957267,19003.7,37596.5,21396403,68,25,4999966,473599609
13.3333,0.0432704,0.956722,18992.9,37580.2,21667979,80,35,4999960,473326678
13.5,0.0437784,0.956218,18982.9,37565.3,21922352,50,25,4999975,473074359
13.6667,0.044286,0.955708,18972.7,37550.9,22176552,82,31,4999959,472819254
13.8333,0.0448234,0.95517,18962,37535.9,22445621,72,34,4999964,472549440
14,0.0453531,0.954642,18951.6,37521.3,22710897,78,34,4999961,472285000
14.1667,0.0458524,0.954139,18941.6,37506.2,22960936,82,38,4999959,472033397
14.3333,0.0463502,0.953644,18931.8,37492.4,23210219,66,30,4999967,471785462
14.5,0.0468716,0.953124,18921.4,37478.2,23471304,64,30,4999968,471525189
14.6667,0.0473761,0.952618,18911.4,37464.4,23723934,74,36,4999963,471271589
14.8333,0.0478988,0.952097,18901.1,37449,23985682,68,24,4999966,471010904
15,0.0484123,0.95158,18890.8,37434.8,24242809,88,38,4999956,470751648
15.1667,0.0489351,0.951061,18880.5,37419.5,24504584,60,19,4999970,470492092
15.3333,0.0494455,0.950549,18870.3,37404.7,24760185,60,27,4999970,470235442
15.5,0.0499747,0.95002,18859.8,37390,25025213,72,30,4999964,469970832
15.6667,0.0504862,0.949505,18849.6,37376.7,25281338,80,46,4999960,469712847
15.8333,0.0510223,0.948971,18839,37361.8,25549793,80,35,4999960,469445592
16,0.0515566,0.948437,18828.4,37345.4,25817332,66,35,4999967,469178073
16.1667,0.0520747,0.947919,18818.1,37330.7,26076765,68,30,4999966,468918856
16.3333,0.0525767,0.947419,18808.2,37316.7,26328146,58,24,4999971,468668357
16.5,0.0531159,0.946877,18797.4,37301.6,26598197,68,36,4999966,468396756
16.6667,0.0536191,0.946375,18787.5,37287.4,26850170,66,25,4999967,468145648
16.8333,0.0541372,0.945859,18777.2,37273.1,27109595,64,26,4999968,467886814
17,0.0546632,0.945329,18766.7,37257.1,27372977,56,29,4999972,467621884
17.1667,0.0551736,0.94482,18756.6,37242,27628576,74,35,4999963,467366776
17.3333,0.0556977,0.944297,18746.2,37227.8,27891047,60,28,4999970,467104792
17.5,0.0562181,0.943773,18735.8,37213.4,28151641,64,38,4999968,466842591
17.6667,0.0567282,0.943268,18725.8,37198.6,28407049,58,17,4999971,466589724
17.8333,0.0572573,0.942736,18715.2,37183.1,28672000,54,26,4999973,466323191
18,0.0577731,0.942222,18705,37167.6,28930304,68,26,4999966,466065635
18.1667,0.0583038,0.94169,18694.4,37152.5,29196073,62,21,4999969,465799234
18.3333,0.0588132,0.941182,18684.4,37137.7,29451112,64,29,4999968,465545176
18.5,0.0593321,0.940661,18674,37122.5,29710998,72,34,4999964,465284223
18.6667,0.0598339,0.940159,18664.1,37108.2,29962279,80,36,4999960,465032688
18.8333,0.0603453,0.939647,18653.9,37094.1,30218353,78,41,4999961,464776212
19,0.0608734,0.939123,18643.5,37077.8,30482797,66,29,4999967,464513771
19.1667,0.0613914,0.938603,18633.2,37061.9,30742178,70,32,4999965,464253614
19.3333,0.0619001,0.938095,18623.1,37046.7,30996922,54,22,4999973,463998966
19.5,0.0624113,0.937583,18612.9,37031.5,31252933,70,32,4999965,463742557
19.6667,0.0629189,0.937076,18602.8,37018,31507099,66,29,4999967,463488692
19.8333,0.0634468,0.936548,18592.4,37003.4,31771468,76,32,4999962,463224358
20,0.063965,0.93603,18582.1,36988.1,32030937,66,27,4999967,462965234
20.1667,0.0644705,0.935525,18572.1,36974.5,32284085,54,26,4999973,462712126
20.3333,0.0650022,0.934994,18561.5,36958.5,32550341,68,29,4999966,462446522
20.5,0.0655123,0.934481,18551.3,36944.2,32805744,70,31,4999965,462189649
20.6667,0.0660301,0.933961,18541,36928.7,33065041,74,34,4999963,461929087
20.8333,0.0665458,0.933449,18530.8,36912.6,33323282,78,35,4999961,461672445
21,0.0670603,0.932934,18520.6,36897.8,33580939,66,28,4999967,461414784
21.1667,0.0675642,0.932431,18510.6,36885.1,33833248,52,24,4999974,461163042
21.3333,0.0680709,0.931923,18500.6,36870.3,34087012,70,37,4999965,460908710
21.5,0.0685673,0.931428,18490.7,36856.7,34335595,70,29,4999965,460660696
21.6667,0.0690592,0.930931,18480.9,36843,34581881,94,52,4999953,460411562
21.8333,0.0695697,0.930421,18470.7,36827.8,34837522,76,41,4999962,460156123
22,0.0700881,0.929907,18460.5,36813.4,35097108,66,29,4999967,459898841
22.1667,0.0706095,0.929387,18450.2,36798.1,35358199,60,22,4999970,459638424
22.3333,0.0711188,0.928875,18440.1,36783,35613261,66,29,4999967,459382399
22.5,0.0716441,0.928349,18429.6,36766.5,35876280,86,43,4999957,459118955
22.6667,0.0721634,0.927831,18419.3,36751,36136348,60,29,4999970,458859157
22.8333,0.0726695,0.927326,18409.3,36736.5,36389791,56,25,4999972,458606727
23,0.0731883,0.926806,18399,36721.7,36649585,70,34,4999965,458346353
23.1667,0.0736824,0.926313,18389.2,36708.1,36897018,60,25,4999970,458099352
23.3333,0.0741839,0.925811,18379.2,36694,37148126,82,37,4999959,457847805
23.5,0.0746854,0.925311,18369.3,36678.6,37399239,58,22,4999971,457597659
23.6667,0.0751879,0.924807,18359.3,36664.5,37650880,70,25,4999965,457345046
23.8333,0.0757135,0.92428,18348.8,36649.7,37914098,76,37,4999962,457081292
24,0.076216,0.923776,18338.8,36634.4,38165713,72,35,4999964,456828619
24.1667,0.0767133,0.923282,18329,36620.4,38414748,60,24,4999970,456581300
24.3333,0.0772202,0.922774,18318.9,36605.3,38668551,76,31,4999962,456327025
24.5,0.0777237,0.922268,18308.9,36591.6,38920703,80,35,4999960,456073930
24.6667,0.0782002,0.921795,18299.5,36579.3,39159332,52,23,4999974,455836984
24.8333,0.0786871,0.921303,18289.7,36564.8,39403125,66,30,4999967,455590657
25,0.0791939,0.9208,18279.7,36550.1,39656922,68,31,4999966,455338483
25.1667,0.0797054,0.920288,18269.6,36536.6,39913050,68,27,4999966,455082205
25.3333,0.0802252,0.919769,18259.3,36520.6,40173367,78,33,4999961,454822057
25.5,0.0807156,0.919278,18249.5,36506.9,40418918,70,32,4999965,454576344
25.6667,0.0812119,0.918782,18239.7,36493.4,40667437,74,34,4999963,454327897
25.8333,0.081701,0.918292,18230,36479.2,40912357,64,31,4999968,454082731
26,0.0821976,0.917794,18220.1,36465.2,41161069,66,37,4999967,453833495
26.1667,0.082703,0.917291,18210.1,36450.6,41414124,74,30,4999963,453581367
26.3333,0.0832085,0.916786,18200.1,36435.5,41667280,78,35,4999961,453328723
26.5,0.0837314,0.916263,18189.7,36420.1,41929096,70,25,4999965,453066480
26.6667,0.084244,0.915749,18179.5,36406.6,42185795,70,33,4999965,452809237
26.8333,0.0847446,0.915251,18169.6,36391.6,42436477,78,23,4999961,452559778
27,0.0852503,0.914745,18159.5,36376.7,42689722,66,23,4999967,452306702
27.1667,0.0857553,0.91424,18149.5,36362.5,42942589,68,25,4999966,452053369
27.3333,0.0862538,0.913743,18139.6,36348.2,43192225,54,21,4999973,451804559
27.5,0.0867543,0.913239,18129.6,36334.1,43442844,66,32,4999967,451552448
27.6667,0.0872475,0.912744,18119.8,36319,43689838,72,40,4999964,451304712
27.8333,0.0877511,0.912243,18109.9,36304,43941991,70,32,4999965,451053437
28,0.0882487,0.911745,18100,36289.2,44191161,74,29,4999963,450804170
28.1667,0.0887522,0.911241,18090,36273.3,44443330,62,31,4999969,450551953
28.3333,0.0892515,0.910746,18080.1,36259.4,44693346,56,19,4999972,450303757
28.5,0.0897322,0.910264,18070.6,36245.7,44934064,76,29,4999962,450062723
28.6667,0.0902289,0.909764,18060.7,36231.4,45182774,64,28,4999968,449812373
28.8333,0.0907478,0.909245,18050.4,36216.6,45442627,78,42,4999961,449552383
29,0.0912459,0.90875,18040.5,36202.1,45692026,68,28,4999966,449304686
29.1667,0.0917229,0.90827,18031,36188.1,45930888,68,32,4999966,449063910
29.3333,0.0922281,0.907768,18021,36173.8,46183878,56,24,4999972,448812803
29.5,0.0927065,0.907288,18011.5,36159.6,46423458,70,31,4999965,448572511
29.6667,0.0932133,0.906782,18001.5,36145.1,46677241,70,31,4999965,448319004
29.8333,0.0937078,0.906285,17991.6,36129.9,46924854,70,32,4999965,448069923
30,0.0942091,0.905783,17981.6,36115.5,47175888,86,40,4999957,447818512
30.1667,0.0947062,0.905287,17971.8,36100.7,47424835,62,31,4999969,447570333
30.3333,0.0952022,0.904792,17961.9,36087.3,47673199,86,38,4999957,447322391
30.5,0.0956847,0.904309,17952.4,36072.8,47914809,60,26,4999970,447080435
30.6667,0.0961687,0.903825,17942.8,36059,48157155,72,29,4999964,446838437
30.8333,0.0966523,0.903345,17933.2,36046.1,48399364,56,16,4999972,446597933
31,0.0971481,0.902846,17923.3,36031.8,48647641,72,34,4999964,446347741
