Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
6.83333,0.0427555,0.957147,151809,298943,34210909,116,102,999942,764710816
7,0.0437758,0.956123,151647,298615,35027262,130,108,999935,763891834
7.16667,0.0447701,0.955145,151492,298386,35822913,110,93,999945,763109421
7.33333,0.0458053,0.954093,151325,298101,36651186,118,107,999941,762267353
7.5,0.0468212,0.953084,151165,297803,37464069,112,98,999944,761460157
7.66667,0.0478526,0.952055,151002,297495,38289378,112,104,999944,760637110
7.83333,0.0488693,0.95105,150842,297218,39102863,110,98,999945,759832833
8,0.0499017,0.950007,150677,296944,39928895,100,82,999950,758997776
8.16667,0.0509397,0.948981,150514,296653,40759507,96,85,999952,758177140
8.33333,0.0519979,0.9479,150343,296336,41606242,136,116,999932,757312205
8.5,0.0530188,0.946922,150188,295981,42423126,86,74,999957,756529323
8.66667,0.05403,0.94589,150024,295700,43232218,116,100,999942,755703754
8.83333,0.0550696,0.944849,149859,295393,44064000,104,89,999948,754871045
9,0.056088,0.943818,149695,295084,44878883,110,95,999945,754046027
9.16667,0.0571026,0.942816,149536,294801,45690761,100,79,999950,753244035
9.33333,0.0581065,0.941799,149375,294528,46493981,102,94,999949,752430789
9.5,0.0591274,0.940771,149212,294230,47310929,122,104,999939,751608200
9.66667,0.0601392,0.939771,149053,293957,48120497,106,89,999947,750807678
9.83333,0.061162,0.938732,148889,293718,48938902,120,103,999940,749976269
10,0.0621773,0.937756,148734,293442,49751310,98,85,999951,749195165
10.1667,0.0631801,0.936736,148572,293189,50553681,108,95,999946,748379023
10.3333,0.0641878,0.935733,148413,292919,51360008,104,91,999948,747576398
10.5,0.0652129,0.93469,148247,292607,52180217,108,95,999946,746741922
10.6667,0.066218,0.933696,148090,292344,52984484,112,96,999944,745946547
10.8333,0.0671983,0.932719,147935,292065,53768846,122,98,999939,745164677
11,0.0681856,0.931714,147775,291771,54558819,112,102,999944,744360575
11.1667,0.0691907,0.930711,147616,291503,55363044,118,99,999941,743558213
11.3333,0.0702076,0.929683,147453,291241,56176709,114,99,999943,742736061
11.5,0.0712113,0.928719,147300,290951,56979853,106,91,999947,741964336
11.6667,0.0722337,0.927674,147135,290677,57797898,126,111,999937,741128450
11.8333,0.0732536,0.926671,146976,290364,58613985,108,91,999946,740325469
12,0.0742596,0.92567,146817,290074,59418952,94,84,999953,739524762
12.1667,0.0752632,0.924655,146656,289799,60221999,110,90,999945,738712330
12.3333,0.0762727,0.923629,146493,289517,61029775,116,98,999942,737891414
12.5,0.0773219,0.922593,146329,289205,61869294,112,94,999944,737062826
12.6667,0.0783303,0.921555,146164,288878,62676146,114,99,999943,736232293
12.8333,0.0793224,0.920604,146013,288595,63469993,118,102,999941,735471322
13,0.0803177,0.919571,145850,288291,64266325,126,113,999937,734644692
13.1667,0.0813313,0.918586,145693,287997,65077408,100,80,999950,733856509
13.3333,0.0823231,0.917584,145534,287714,65870979,108,90,999946,733055036
13.5,0.0833109,0.916606,145379,287424,66661385,98,81,999951,732271943
13.6667,0.0842906,0.915619,145223,287123,67445268,116,103,999942,731482334
13.8333,0.0853022,0.914599,145061,286846,68254691,114,96,999943,730666181
14,0.0862885,0.913609,144904,286598,69043874,104,88,999948,729874036
14.1667,0.0872769,0.912649,144752,286346,69834757,110,92,999945,729106032
14.3333,0.0882576,0.911671,144597,286070,70619514,114,97,999943,728323240
14.5,0.089257,0.91066,144436,285807,71419159,120,102,999940,727514473
14.6667,0.0902391,0.909677,144280,285532,72204956,112,92,999944,726728161
14.8333,0.0912235,0.908686,144123,285238,72992630,116,99,999942,725935207
15,0.0922124,0.907689,143965,284966,73783947,106,89,999947,725137125
15.1667,0.0931938,0.906703,143809,284688,74569223,124,105,999938,724348447
15.3333,0.0941936,0.905732,143655,284442,75369167,108,93,999946,723571407
15.5,0.0952006,0.904707,143492,284164,76174888,118,98,999941,722750896
15.6667,0.0962048,0.903708,143334,283865,76978441,110,96,999945,721951465
15.8333,0.0971967,0.902718,143177,283585,77772103,112,97,999944,721159676
16,0.0981777,0.901741,143022,283334,78557071,102,88,999949,720377586
16.1667,0.0991757,0.900714,142859,283004,79355607,128,108,999936,719555825
16.3333,0.100162,0.899759,142707,282746,80144462,102,89,999949,718791966
16.5,0.101142,0.898758,142548,282458,80929105,122,103,999939,717991060
16.6667,0.102128,0.897796,142396,282158,81717912,116,95,999942,717220978
16.8333,0.103084,0.896845,142245,281894,82483137,120,98,999940,716460798
17,0.104054,0.895831,142084,281616,83258958,124,109,999938,715648879
17.1667,0.105052,0.89487,141932,281314,84057885,122,104,999939,714879867
17.3333,0.10604,0.893881,141775,281002,84848137,112,104,999944,714088657
17.5,0.107032,0.89288,141616,280699,85641660,124,106,999938,713287811
17.6667,0.108003,0.891905,141462,280461,86419063,108,91,999946,712507909
17.8333,0.108985,0.890928,141307,280183,87204663,112,94,999944,711725820
18,0.109964,0.889939,141150,279843,87987813,116,105,999942,710934776
18.1667,0.110962,0.888952,140993,279545,88786063,124,111,999938,710145074
18.3333,0.111947,0.887991,140841,279272,89574593,102,87,999949,709375536
18.5,0.112922,0.886983,140681,279003,90354891,124,102,999938,708569381
18.6667,0.113907,0.886003,140525,278749,91142873,112,94,999944,707785307
18.8333,0.114876,0.885042,140373,278470,91918106,116,98,999942,707016390
19,0.115847,0.884062,140218,278133,92694820,108,95,999946,706232331
19.1667,0.116831,0.883088,140063,277853,93482711,112,92,999944,705452879
19.3333,0.117808,0.882133,139912,277577,94264612,92,80,999954,704688879
19.5,0.118777,0.881136,139753,277260,95039624,112,94,999944,703890494
19.6667,0.119742,0.880163,139599,277008,95811973,118,106,999941,703112347
19.8333,0.120702,0.879223,139450,276767,96579849,100,82,999950,702360019
20,0.121661,0.878254,139296,276474,97347322,116,92,999942,701584997
20.1667,0.122618,0.877304,139146,276161,98112643,90,81,999955,700824297
20.3333,0.123586,0.876335,138992,275880,98887602,112,96,999944,700049044
20.5,0.124544,0.87538,138841,275610,99653762,118,89,999941,699285160
20.6667,0.125504,0.874412,138687,275330,100421867,98,84,999951,698510346
20.8333,0.126455,0.87346,138536,275066,101183174,110,89,999945,697748709
21,0.127404,0.872493,138383,274783,101942480,110,98,999945,696975228
21.1667,0.128374,0.87155,138233,274488,102718685,108,91,999946,696220877
21.3333,0.129346,0.870575,138078,274229,103496276,102,89,999949,695440449
21.5,0.13032,0.869604,137924,273938,104275844,100,88,999950,694663337
21.6667,0.131272,0.86865,137773,273686,105037408,112,92,999944,693900265
21.8333,0.132237,0.867693,137621,273430,105809430,100,81,999950,693134735
22,0.133212,0.866712,137466,273118,106589624,114,92,999943,692349298
22.1667,0.134192,0.865731,137310,272851,107373805,116,97,999942,691564795
22.3333,0.135154,0.864776,137159,272600,108143710,88,80,999956,690799960
22.5,0.13612,0.863795,137003,272260,108917026,120,106,999940,690015179
22.6667,0.137087,0.862833,136851,272008,109690689,104,86,999948,689245395
22.8333,0.138062,0.861869,136698,271703,110470172,102,91,999949,688474368
23,0.139026,0.860889,136542,271432,111241650,128,114,999936,687690455
23.1667,0.13999,0.859922,136389,271109,112013139,116,95,999942,686916705
23.3333,0.140934,0.858981,136240,270820,112768695,106,100,999947,686163454
23.5,0.141892,0.858026,136088,270540,113534806,104,91,999948,685399346
23.6667,0.142861,0.857052,135934,270281,114310560,116,99,999942,684620363
23.8333,0.143827,0.856084,135780,270024,115083298,126,111,999937,683845650
24,0.144791,0.855134,135629,269796,115855137,106,91,999947,683085148
24.1667,0.145742,0.854182,135478,269498,116615730,98,89,999951,682323325
24.3333,0.146699,0.853223,135326,269206,117381785,102,89,999949,681556417
24.5,0.147623,0.852291,135179,268956,118120586,110,96,999945,680810410
24.6667,0.148575,0.851363,135031,268680,118882696,98,83,999951,680068151
24.8333,0.1495,0.8504,134879,268410,119622839,110,94,999945,679297611
25,0.150468,0.849448,134728,268125,120397185,118,100,999941,678535352
25.1667,0.151411,0.848531,134582,267876,121151879,98,83,999951,677801788
25.3333,0.152362,0.847546,134426,267554,121913063,102,86,999949,677013767
25.5,0.153288,0.846639,134282,267286,122654025,108,86,999946,676288208
25.6667,0.154254,0.845664,134127,267029,123426543,102,83,999949,675507834
25.8333,0.15518,0.844741,133981,266778,124167728,114,97,999943,674769652
26,0.156126,0.84379,133830,266502,124924633,122,96,999939,674008284
26.1667,0.157061,0.84286,133683,266229,125672750,100,80,999950,673264464
26.3333,0.158009,0.841927,133535,265989,126430806,104,84,999948,672517403
26.5,0.158955,0.840952,133380,265704,127187773,120,105,999940,671737740
26.6667,0.159896,0.840024,133233,265453,127941137,110,95,999945,670995233
26.8333,0.160817,0.83911,133088,265215,128678174,102,85,999949,670263349
27,0.161764,0.838141,132934,264880,129435693,118,104,999941,669488673
27.1667,0.162707,0.837207,132786,264617,130190512,112,97,999944,668740762
27.3333,0.163636,0.836296,132642,264348,130933322,106,88,999947,668011738
27.5,0.164555,0.83536,132493,264107,131669136,110,96,999945,667263288
27.6667,0.165502,0.834425,132345,263832,132426592,100,91,999950,666514909
27.8333,0.16644,0.833477,132195,263575,133176920,112,97,999944,665756465
28,0.167374,0.832558,132049,263327,133924333,104,85,999948,665020754
28.1667,0.168302,0.831633,131902,263074,134667484,94,84,999953,664281144
28.3333,0.169213,0.830699,131754,262810,135395850,120,106,999940,663533878
28.5,0.170138,0.829788,131609,262500,136136182,94,80,999953,662804990
28.6667,0.171067,0.828854,131461,262235,136879397,110,96,999945,662056971
28.8333,0.171984,0.827946,131317,261975,137613053,112,93,999944,661330803
29,0.172913,0.827017,131170,261684,138356478,102,85,999949,660587293
29.1667,0.17381,0.826114,131027,261414,139074450,108,93,999946,659865095
29.3333,0.174724,0.825203,130882,261159,139805621,98,85,999951,659135732
29.5,0.175644,0.824264,130733,260903,140541534,124,108,999938,658384297
29.6667,0.176569,0.823356,130589,260643,141282256,112,93,999944,657658362
29.8333,0.177486,0.822441,130444,260421,142015995,114,98,999943,656926027
30,0.178416,0.82152,130298,260187,142760017,100,79,999950,656188638
30.1667,0.179345,0.82058,130149,259928,143503470,120,105,999940,655436874
30.3333,0.18026,0.819664,130004,259639,144235442,104,87,999948,654703940
30.5,0.181189,0.81874,129857,259379,144978515,100,86,999950,653964467
30.6667,0.182129,0.817806,129709,259110,145730950,108,90,999946,653217471
30.8333,0.18303,0.816899,129565,258860,146451450,100,84,999950,652491285
31,0.183938,0.815988,129421,258611,147178324,122,105,999939,651762882
