Time (min),Monomer Conversion,Polymer Wt Fraction,Side Product Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds,# Side Prods
5.167049,0.999547,0.000453,0.000000,548.441389,1485.499772,610171310,38,2,99981,161530,0
5.333350,0.999554,0.000446,0.000000,539.130217,1383.624987,610176044,30,0,99985,156828,0
5.500066,0.999562,0.000438,0.000000,529.608029,1282.042283,610180850,28,0,99986,152023,0
5.666675,0.999569,0.000431,0.000000,521.618259,1192.051493,610184860,38,2,99981,147998,0
5.833551,0.999574,0.000426,0.000000,515.134305,1124.923593,610188154,26,0,99987,144720,0
6.000046,0.999579,0.000421,0.000000,509.486894,1073.008758,610190988,40,0,99980,141879,0
6.166680,0.999583,0.000417,0.000000,503.997704,1017.210315,610193768,30,0,99985,139104,0
6.333823,0.999588,0.000412,0.000000,498.777669,972.483477,610196395,36,0,99982,136474,0
6.500008,0.999591,0.000409,0.000000,494.457074,935.441031,610198579,32,0,99984,134292,0
6.666935,0.999594,0.000405,0.000000,490.666506,898.698609,610200487,36,0,99982,132382,0
6.833426,0.999597,0.000403,0.000000,487.308783,870.129193,610202196,22,0,99989,130680,0
7.000266,0.999601,0.000399,0.000000,483.222566,831.097301,610204251,28,0,99986,128622,0
7.166771,0.999603,0.000397,0.000000,480.186137,803.710350,610205785,26,0,99987,127089,0
7.333723,0.999606,0.000394,0.000000,477.075163,777.299900,610207348,32,0,99984,125523,0
7.500063,0.999608,0.000392,0.000000,474.018610,747.544888,610208890,32,0,99984,123981,0
7.666817,0.999610,0.000390,0.000000,472.149095,733.427563,610209831,34,0,99983,123039,0
7.833726,0.999612,0.000388,0.000000,469.411977,711.525113,610211203,32,2,99984,121657,0
8.000181,0.999614,0.000386,0.000000,467.286581,694.606089,610212297,22,0,99989,120579,0
8.167436,0.999615,0.000384,0.000000,465.206952,677.441427,610213338,24,2,99988,119531,0
8.333709,0.999617,0.000383,0.000000,463.230275,662.159952,610214324,40,0,99980,118543,0
8.500821,0.999618,0.000382,0.000000,461.673168,649.395455,610215116,34,0,99983,117754,0
8.666787,0.999620,0.000380,0.000000,459.906125,634.995753,610216001,40,0,99980,116866,0
8.833568,0.999621,0.000379,0.000000,458.395211,622.846029,610216774,30,0,99985,116098,0
9.000313,0.999622,0.000378,0.000000,457.175857,611.347900,610217386,32,1,99984,115484,0
9.166832,0.999623,0.000377,0.000000,455.786335,598.706990,610218088,32,0,99984,114783,0
9.333388,0.999624,0.000376,0.000000,454.418617,587.425657,610218744,32,2,99984,114093,0
9.500015,0.999625,0.000375,0.000000,453.280533,578.902469,610219350,34,0,99983,113520,0
9.667363,0.999626,0.000374,0.000000,452.231772,572.186854,610219892,22,0,99989,112984,0
9.833343,0.999627,0.000373,0.000000,450.957395,563.497419,610220522,34,0,99983,112348,0
10.000055,0.999628,0.000372,0.000000,449.800391,552.807337,610221110,30,0,99985,111762,0
10.166800,0.999629,0.000371,0.000000,449.252224,549.779717,610221393,24,0,99988,111482,0
10.333391,0.999630,0.000370,0.000000,448.082603,541.286904,610221968,38,0,99981,110900,0
10.500143,0.999630,0.000370,0.000000,447.295970,535.767136,610222367,36,0,99982,110502,0
10.666843,0.999631,0.000369,0.000000,446.580697,531.330010,610222730,34,0,99983,110140,0
10.833434,0.999631,0.000368,0.000000,445.871671,526.132742,610223092,30,0,99985,109780,0
11.000019,0.999632,0.000368,0.000000,445.106843,521.072039,610223480,28,0,99986,109393,0
11.166711,0.999633,0.000367,0.000000,444.430311,516.949280,610223817,32,0,99984,109054,0
11.333406,0.999633,0.000367,0.000000,443.697977,512.550334,610224180,38,0,99981,108688,0
11.500214,0.999634,0.000366,0.000000,443.120077,509.022458,610224478,32,0,99984,108393,0
11.666741,0.999634,0.000366,0.000000,442.524514,505.689721,610224772,38,0,99981,108096,0
11.833452,0.999635,0.000365,0.000000,442.121649,503.235766,610224978,28,2,99986,107887,0
12.000013,0.999635,0.000365,0.000000,441.445719,497.428349,610225327,28,0,99986,107546,0
12.166707,0.999636,0.000364,0.000000,440.893164,493.912720,610225587,38,1,99981,107273,0
12.333569,0.999636,0.000364,0.000000,440.659387,492.634917,610225728,24,0,99988,107147,0
12.500258,0.999636,0.000364,0.000000,440.127255,489.044191,610225990,30,0,99985,106882,0
12.666682,0.999637,0.000363,0.000000,439.627440,486.199958,610226240,32,0,99984,106631,0
12.833379,0.999637,0.000363,0.000000,439.174419,483.918709,610226475,26,0,99987,106399,0
13.000940,0.999637,0.000363,0.000000,438.686497,481.217639,610226719,28,0,99986,106154,0
13.166812,0.999638,0.000362,0.000000,438.298587,478.474197,610226919,24,0,99988,105956,0
13.333377,0.999638,0.000362,0.000000,437.946535,476.335263,610227088,32,0,99984,105783,0
13.500027,0.999638,0.000362,0.000000,437.614127,474.600657,610227260,28,0,99986,105613,0
13.666761,0.999639,0.000361,0.000000,437.224235,471.919272,610227456,24,1,99988,105414,0
13.833684,0.999639,0.000361,0.000000,436.844131,470.337578,610227642,34,0,99983,105228,0
14.000143,0.999639,0.000361,0.000000,436.661591,469.219497,610227747,22,0,99989,105129,0
14.166717,0.999639,0.000361,0.000000,436.339572,467.185620,610227903,28,0,99986,104970,0
14.333474,0.999640,0.000360,0.000000,436.032331,465.501702,610228058,28,0,99986,104815,0
14.500177,0.999640,0.000360,0.000000,435.737886,463.790869,610228213,22,0,99989,104663,0
14.666863,0.999640,0.000360,0.000000,435.355198,461.759584,610228391,36,0,99982,104478,0
14.833690,0.999640,0.000360,0.000000,435.172959,460.866726,610228498,22,0,99989,104378,0
15.000043,0.999641,0.000359,0.000000,434.933891,459.621777,610228610,30,0,99985,104262,0
15.166712,0.999641,0.000359,0.000000,434.744981,458.981096,610228701,34,0,99983,104169,0
15.333349,0.999641,0.000359,0.000000,434.548442,458.050255,610228798,36,0,99982,104071,0
15.500187,0.999641,0.000359,0.000000,434.466393,457.685797,610228848,28,0,99986,104025,0
15.666787,0.999641,0.000359,0.000000,434.188584,456.056097,610228986,30,0,99985,103886,0
15.833428,0.999641,0.000359,0.000000,434.026345,455.327760,610229070,28,0,99986,103803,0
16.000161,0.999641,0.000359,0.000000,433.853292,454.560773,610229153,32,0,99984,103718,0
16.167129,0.999641,0.000358,0.000000,433.748837,453.912007,610229210,28,0,99986,103663,0
16.333379,0.999642,0.000358,0.000000,433.589659,453.144981,610229286,32,0,99984,103585,0
16.500127,0.999642,0.000358,0.000000,433.404713,452.394366,610229375,36,0,99982,103494,0
16.666911,0.999642,0.000358,0.000000,433.294612,451.861024,610229437,30,0,99985,103435,0
16.833414,0.999642,0.000358,0.000000,433.165468,451.205909,610229500,32,0,99984,103371,0
17.000062,0.999642,0.000358,0.000000,433.040289,450.633934,610229561,34,0,99983,103309,0
17.166778,0.999642,0.000358,0.000000,432.746021,449.079988,610229703,40,0,99980,103164,0
17.334335,0.999642,0.000358,0.000000,432.672024,448.645906,610229764,18,0,99991,103114,0
17.500025,0.999643,0.000357,0.000000,432.467734,447.804740,610229852,32,0,99984,103019,0
17.666685,0.999643,0.000357,0.000000,432.391330,447.514239,610229897,26,0,99987,102977,0
17.833516,0.999643,0.000357,0.000000,432.317989,447.290030,610229934,26,0,99987,102940,0
18.000012,0.999643,0.000357,0.000000,432.215092,446.899606,610229973,38,0,99981,102895,0
18.166896,0.999643,0.000357,0.000000,432.096762,446.394414,610230037,34,0,99983,102833,0
18.333411,0.999643,0.000357,0.000000,431.977529,445.897091,610230095,36,0,99982,102774,0
18.500030,0.999643,0.000357,0.000000,431.784176,444.712082,610230199,30,0,99985,102673,0
18.666674,0.999643,0.000357,0.000000,431.627582,443.896690,610230278,30,0,99985,102594,0
18.833402,0.999643,0.000357,0.000000,431.546011,443.544053,610230317,32,0,99984,102554,0
19.000156,0.999643,0.000357,0.000000,431.427858,443.147324,610230368,40,0,99980,102499,0
19.166860,0.999643,0.000356,0.000000,431.359807,442.620914,610230426,18,0,99991,102452,0
19.333524,0.999644,0.000356,0.000000,431.214505,442.029091,610230495,22,0,99989,102381,0
19.500174,0.999644,0.000356,0.000000,431.124404,441.800008,610230534,28,0,99986,102339,0
19.666984,0.999644,0.000356,0.000000,431.055328,441.559435,610230571,26,0,99987,102303,0
19.833869,0.999644,0.000356,0.000000,430.949669,441.199854,610230620,30,0,99985,102252,0
20.000052,0.999644,0.000356,0.000000,430.821127,440.508221,610230687,28,0,99986,102186,0
20.166849,0.999644,0.000356,0.000000,430.775837,440.364855,610230712,26,0,99987,102162,0
20.333516,0.999644,0.000356,0.000000,430.712106,440.105500,610230742,28,0,99986,102131,0
20.501102,0.999644,0.000356,0.000000,430.577016,439.565884,610230808,30,0,99985,102064,0
20.667334,0.999644,0.000356,0.000000,430.539655,439.424479,610230829,28,0,99986,102044,0
20.833357,0.999644,0.000356,0.000000,430.407326,439.024498,610230885,38,0,99981,101983,0
21.000727,0.999644,0.000356,0.000000,430.324675,438.448951,610230931,34,0,99983,101939,0
21.167791,0.999644,0.000356,0.000000,430.289898,438.300489,610230955,28,0,99986,101918,0
21.333684,0.999644,0.000355,0.000000,430.158471,437.851576,610231017,32,0,99984,101854,0
21.500168,0.999645,0.000355,0.000000,430.084829,437.621186,610231052,34,0,99983,101818,0
21.666672,0.999645,0.000355,0.000000,430.043503,437.464656,610231075,32,0,99984,101796,0
21.833351,0.999645,0.000355,0.000000,429.931119,437.034096,610231136,28,0,99986,101737,0
22.000608,0.999645,0.000355,0.000000,429.875919,436.731489,610231166,26,0,99987,101708,0
22.167462,0.999645,0.000355,0.000000,429.811586,436.568521,610231192,32,0,99984,101679,0
22.333705,0.999645,0.000355,0.000000,429.745394,436.214983,610231234,24,0,99988,101641,0
22.500101,0.999645,0.000355,0.000000,429.705449,436.110976,610231252,26,0,99987,101622,0
22.667013,0.999645,0.000355,0.000000,429.614268,435.663976,610231298,26,0,99987,101576,0
22.833479,0.999645,0.000355,0.000000,429.501884,435.228856,610231359,22,0,99989,101517,0
23.000305,0.999645,0.000355,0.000000,429.441215,435.087961,610231381,30,0,99985,101491,0
23.167956,0.999645,0.000355,0.000000,429.392262,434.869877,610231410,26,0,99987,101464,0
23.334433,0.999645,0.000355,0.000000,429.361927,434.816778,610231421,30,0,99985,101451,0
23.500642,0.999645,0.000355,0.000000,429.326248,434.685012,610231439,30,0,99985,101433,0
23.666735,0.999645,0.000355,0.000000,429.301081,434.555912,610231456,26,0,99987,101418,0
23.833415,0.999645,0.000355,0.000000,429.221492,434.330595,610231494,28,0,99986,101379,0
24.000073,0.999645,0.000355,0.000000,429.202873,434.196609,610231512,20,0,99990,101365,0
24.166887,0.999645,0.000355,0.000000,429.092649,433.854164,610231559,28,0,99986,101314,0
24.334191,0.999645,0.000355,0.000000,429.049642,433.669963,610231585,24,0,99988,101290,0
24.500092,0.999645,0.000354,0.000000,428.952692,433.448572,610231621,36,0,99982,101248,0
24.666670,0.999645,0.000354,0.000000,428.948550,433.372359,610231636,24,0,99988,101239,0
24.833334,0.999645,0.000354,0.000000,428.916534,433.292143,610231650,26,0,99987,101224,0
25.000064,0.999646,0.000354,0.000000,428.875208,433.158590,610231673,24,0,99988,101202,0
25.166685,0.999646,0.000354,0.000000,428.800664,432.934882,610231702,32,0,99984,101169,0
25.333350,0.999646,0.000354,0.000000,428.789071,432.897290,610231710,30,0,99985,101162,0
25.500206,0.999646,0.000354,0.000000,428.731588,432.724568,610231739,30,0,99985,101133,0
25.666984,0.999646,0.000354,0.000000,428.722278,432.685876,610231748,26,0,99987,101126,0
25.834562,0.999646,0.000354,0.000000,428.631876,432.330947,610231785,34,0,99983,101085,0
26.000245,0.999646,0.000354,0.000000,428.612656,432.204588,610231799,30,0,99985,101073,0
26.166669,0.999646,0.000354,0.000000,428.589170,432.142446,610231813,28,0,99986,101060,0
26.333883,0.999646,0.000354,0.000000,428.539013,432.034743,610231834,32,0,99984,101037,0
26.500082,0.999646,0.000354,0.000000,428.520271,432.024481,610231837,38,0,99981,101031,0
26.666859,0.999646,0.000354,0.000000,428.490662,431.795113,610231867,24,0,99988,101008,0
26.833335,0.999646,0.000354,0.000000,428.447531,431.751011,610231878,34,0,99983,100992,0
27.000369,0.999646,0.000354,0.000000,428.430116,431.606373,610231904,18,0,99991,100974,0
27.166673,0.999646,0.000354,0.000000,428.378455,431.556843,610231915,32,0,99984,100956,0
27.333433,0.999646,0.000354,0.000000,428.359536,431.468617,610231931,26,0,99987,100943,0
27.500009,0.999646,0.000354,0.000000,428.352208,431.436402,610231939,22,0,99989,100937,0
27.666733,0.999646,0.000354,0.000000,428.352810,431.422996,610231943,18,0,99991,100935,0
27.833450,0.999646,0.000354,0.000000,428.317609,431.392153,610231950,28,0,99986,100923,0
28.000001,0.999646,0.000354,0.000000,428.264567,431.289609,610231966,38,0,99981,100902,0
28.167487,0.999646,0.000354,0.000000,428.269257,431.207372,610231983,20,0,99990,100894,0
28.333405,0.999646,0.000354,0.000000,428.204322,431.080229,610232005,30,0,99985,100867,0
28.500047,0.999646,0.000354,0.000000,428.190447,431.050956,610232012,30,0,99985,100860,0
28.666765,0.999646,0.000354,0.000000,428.153688,430.889104,610232037,24,0,99988,100838,0
28.833728,0.999646,0.000354,0.000000,428.132963,430.866732,610232041,30,0,99985,100831,0
29.000032,0.999646,0.000354,0.000000,428.117106,430.829069,610232049,30,0,99985,100823,0
29.167440,0.999646,0.000354,0.000000,428.095903,430.730823,610232064,26,0,99987,100810,0
29.333503,0.999646,0.000354,0.000000,428.050312,430.598642,610232087,26,0,99987,100787,0
29.500044,0.999646,0.000354,0.000000,428.023942,430.561839,610232096,30,0,99985,100776,0
29.666759,0.999646,0.000354,0.000000,428.000757,430.425798,610232112,26,0,99987,100762,0
29.833987,0.999646,0.000354,0.000000,427.983218,430.361080,610232123,24,0,99988,100752,0
30.000067,0.999646,0.000354,0.000000,427.912037,430.221702,610232146,36,0,99982,100723,0
30.167284,0.999646,0.000354,0.000000,427.866145,430.091528,610232167,38,0,99981,100701,0
30.333362,0.999646,0.000354,0.000000,427.862782,430.066844,610232173,34,0,99983,100697,0
30.500069,0.999646,0.000354,0.000000,427.880746,430.030964,610232179,20,0,99990,100698,0
30.666683,0.999646,0.000354,0.000000,427.840677,430.017100,610232182,36,0,99982,100687,0
30.833459,0.999646,0.000354,0.000000,427.807157,429.994774,610232183,48,2,99976,100677,0
31.000157,0.999646,0.000354,0.000000,427.827704,429.955699,610232195,30,0,99985,100677,0
31.166757,0.999646,0.000354,0.000000,427.812448,429.895370,610232207,26,0,99987,100667,0
31.333855,0.999646,0.000354,0.000000,427.768238,429.759107,610232225,30,0,99985,100647,0
31.500375,0.999646,0.000354,0.000000,427.779353,429.744827,610232228,22,0,99989,100648,0
31.666803,0.999646,0.000353,0.000000,427.730877,429.623266,610232246,28,0,99986,100627,0
31.833382,0.999646,0.000353,0.000000,427.703127,429.542511,610232260,28,0,99986,100613,0
32.000005,0.999646,0.000353,0.000000,427.696879,429.539660,610232261,30,0,99985,100611,0
32.167140,0.999646,0.000353,0.000000,427.693516,429.518636,610232267,26,0,99987,100607,0
32.333582,0.999647,0.000353,0.000000,427.681322,429.496115,610232271,28,0,99986,100602,0
32.500198,0.999647,0.000353,0.000000,427.639395,429.384422,610232290,30,0,99985,100582,0
32.667424,0.999647,0.000353,0.000000,427.637714,429.375745,610232293,28,0,99986,100580,0
32.833627,0.999647,0.000353,0.000000,427.645465,429.333094,610232302,16,0,99992,100577,0
33.000055,0.999647,0.000353,0.000000,427.578425,429.293825,610232309,40,1,99980,100557,0
33.166908,0.999647,0.000353,0.000000,427.574762,429.271236,610232314,38,0,99981,100554,0
33.333464,0.999647,0.000353,0.000000,427.548214,429.108435,610232336,30,0,99985,100536,0
33.500942,0.999647,0.000353,0.000000,427.559028,429.105473,610232337,24,0,99988,100538,0
33.666906,0.999647,0.000353,0.000000,427.542869,429.077164,610232343,26,0,99987,100531,0
33.833430,0.999647,0.000353,0.000000,427.516499,429.021842,610232352,30,0,99985,100520,0
34.000179,0.999647,0.000353,0.000000,427.487244,429.004912,610232356,40,0,99980,100511,0
34.166762,0.999647,0.000353,0.000000,427.486164,428.957066,610232363,34,0,99983,100507,0
34.333334,0.999647,0.000353,0.000000,427.493314,428.931512,610232368,26,0,99987,100506,0
34.500176,0.999647,0.000353,0.000000,427.463759,428.924047,610232370,38,0,99981,100498,0
34.666706,0.999647,0.000353,0.000000,427.472289,428.923999,610232370,34,0,99983,100500,0
34.833551,0.999647,0.000353,0.000000,427.464661,428.888276,610232376,32,0,99984,100495,0
35.000126,0.999647,0.000353,0.000000,427.477757,428.880572,610232378,24,0,99988,100497,0
35.167719,0.999647,0.000353,0.000000,427.465563,428.867213,610232382,26,0,99987,100492,0
35.333429,0.999647,0.000353,0.000000,427.457033,428.867260,610232382,30,0,99985,100490,0
35.500348,0.999647,0.000353,0.000000,427.426698,428.769371,610232393,34,0,99983,100477,0
35.666708,0.999647,0.000353,0.000000,427.415407,428.709202,610232403,30,0,99985,100469,0
35.833460,0.999647,0.000353,0.000000,427.359304,428.570070,610232427,34,0,99983,100443,0
36.000299,0.999647,0.000353,0.000000,427.327288,428.500230,610232441,36,0,99982,100428,0
36.166677,0.999647,0.000353,0.000000,427.319660,428.475522,610232447,34,0,99983,100423,0
36.333604,0.999647,0.000353,0.000000,427.327110,428.444169,610232454,24,0,99988,100421,0
36.500469,0.999647,0.000353,0.000000,427.321164,428.433663,610232457,24,0,99988,100418,0
36.666995,0.999647,0.000353,0.000000,427.314916,428.430793,610232458,26,0,99987,100416,0
36.833825,0.999647,0.000353,0.000000,427.310651,428.430812,610232458,28,0,99986,100415,0
37.000271,0.999647,0.000353,0.000000,427.300740,428.405331,610232463,28,0,99986,100410,0
37.166779,0.999647,0.000353,0.000000,427.273467,428.396757,610232466,38,0,99981,100402,0
37.333894,0.999647,0.000353,0.000000,427.264760,428.296584,610232479,30,0,99985,100393,0
37.500789,0.999647,0.000353,0.000000,427.260494,428.296602,610232479,32,0,99984,100392,0
37.666739,0.999647,0.000353,0.000000,427.250283,428.286109,610232482,34,0,99983,100388,0
37.833395,0.999647,0.000353,0.000000,427.245238,428.236133,610232491,28,0,99986,100382,0
38.000229,0.999647,0.000353,0.000000,427.235027,428.225639,610232494,30,0,99985,100378,0
38.166828,0.999647,0.000353,0.000000,427.212621,428.188883,610232501,34,0,99983,100369,0
38.334665,0.999647,0.000353,0.000000,427.228000,428.174609,610232504,24,0,99988,100371,0
38.500334,0.999647,0.000353,0.000000,427.211541,428.159399,610232508,28,0,99986,100365,0
38.667064,0.999647,0.000353,0.000000,427.205594,428.148887,610232511,28,0,99986,100362,0
38.834454,0.999647,0.000353,0.000000,427.203913,428.140197,610232514,26,0,99987,100360,0
39.000300,0.999647,0.000353,0.000000,427.176941,428.107409,610232519,34,0,99983,100351,0
39.167046,0.999647,0.000353,0.000000,427.181206,428.107393,610232519,32,0,99984,100352,0
39.334017,0.999647,0.000353,0.000000,427.184091,428.087369,610232524,26,0,99987,100350,0
39.500685,0.999647,0.000353,0.000000,427.156039,428.028767,610232536,28,0,99986,100337,0
39.666934,0.999647,0.000353,0.000000,427.130448,428.028858,610232536,40,0,99980,100331,0
39.833570,0.999647,0.000353,0.000000,427.139279,428.021188,610232538,34,0,99983,100332,0
40.000712,0.999647,0.000353,0.000000,427.158924,428.012422,610232541,22,0,99989,100335,0
40.166682,0.999647,0.000353,0.000000,427.144146,428.009575,610232542,28,0,99986,100331,0
40.333382,0.999647,0.000353,0.000000,427.137899,428.006697,610232543,30,0,99985,100329,0
40.500186,0.999647,0.000353,0.000000,427.138500,427.989579,610232547,26,0,99987,100327,0
40.666789,0.999647,0.000353,0.000000,427.124023,427.979091,610232550,30,0,99985,100322,0
40.833435,0.999647,0.000353,0.000000,427.104502,427.920446,610232562,28,0,99986,100311,0
41.000005,0.999647,0.000353,0.000000,427.073265,427.895010,610232567,38,0,99981,100301,0
41.166811,0.999647,0.000353,0.000000,427.078132,427.877876,610232571,32,0,99984,100300,0
41.333508,0.999647,0.000353,0.000000,427.078132,427.877876,610232571,32,0,99984,100300,0
41.500248,0.999647,0.000353,0.000000,427.065637,427.870277,610232573,36,0,99982,100296,0
41.666669,0.999647,0.000353,0.000000,427.070203,427.864463,610232575,32,0,99984,100296,0
41.833461,0.999647,0.000353,0.000000,427.068522,427.853929,610232578,30,0,99985,100294,0
42.000319,0.999647,0.000353,0.000000,427.055726,427.853969,610232578,36,0,99982,100291,0
42.166716,0.999647,0.000353,0.000000,427.051461,427.853982,610232578,38,0,99981,100290,0
42.333400,0.999647,0.000353,0.000000,427.075070,427.851009,610232579,26,0,99987,100295,0
42.500728,0.999647,0.000353,0.000000,427.073389,427.836795,610232582,24,0,99988,100293,0
42.667015,0.999647,0.000353,0.000000,427.065159,427.831021,610232584,26,0,99987,100290,0
42.834403,0.999647,0.000353,0.000000,427.063177,427.828128,610232585,26,0,99987,100289,0
43.000157,0.999647,0.000353,0.000000,427.075972,427.828088,610232585,20,0,99990,100292,0
43.166842,0.999647,0.000353,0.000000,427.039869,427.825299,610232586,36,0,99982,100283,0
43.333525,0.999647,0.000353,0.000000,427.043054,427.788429,610232593,28,0,99986,100280,0
43.500264,0.999647,0.000353,0.000000,427.028577,427.777932,610232596,32,0,99984,100275,0
43.666776,0.999647,0.000353,0.000000,427.043656,427.774988,610232597,24,0,99988,100278,0
43.833530,0.999647,0.000353,0.000000,427.024913,427.766343,610232600,30,0,99985,100272,0
44.000093,0.999647,0.000353,0.000000,427.020648,427.766355,610232600,32,0,99984,100271,0
44.166748,0.999647,0.000353,0.000000,427.012118,427.766380,610232600,36,0,99982,100269,0
44.333472,0.999647,0.000353,0.000000,427.004490,427.736120,610232606,34,0,99983,100264,0
44.500381,0.999647,0.000353,0.000000,427.002808,427.721903,610232609,32,0,99984,100262,0
44.667610,0.999647,0.000353,0.000000,426.990314,427.714297,610232611,36,0,99982,100258,0
44.833596,0.999647,0.000353,0.000000,427.007374,427.714250,610232611,28,0,99986,100262,0
45.000472,0.999647,0.000353,0.000000,427.022453,427.711308,610232612,20,0,99990,100265,0
45.166749,0.999647,0.000353,0.000000,426.988154,427.624010,610232625,24,0,99988,100250,0
45.333437,0.999647,0.000353,0.000000,427.000950,427.623977,610232625,18,0,99991,100253,0
45.500268,0.999647,0.000353,0.000000,426.962864,427.616434,610232627,34,0,99983,100243,0
45.667216,0.999647,0.000353,0.000000,426.984190,427.616379,610232627,24,0,99988,100248,0
45.833371,0.999647,0.000353,0.000000,426.984190,427.616379,610232627,24,0,99988,100248,0
46.000033,0.999647,0.000353,0.000000,426.954935,427.601172,610232631,34,0,99983,100239,0
46.167379,0.999647,0.000353,0.000000,426.959501,427.593519,610232633,30,0,99985,100239,0
46.333836,0.999647,0.000353,0.000000,426.949590,427.571679,610232638,30,0,99985,100234,0
46.500016,0.999647,0.000353,0.000000,426.928565,427.565930,610232640,38,0,99981,100228,0
46.666745,0.999647,0.000353,0.000000,426.901292,427.551772,610232643,48,0,99976,100220,0
46.833431,0.999647,0.000353,0.000000,426.925503,427.526166,610232648,32,0,99984,100223,0
47.000713,0.999647,0.000353,0.000000,426.940581,427.523230,610232649,24,0,99988,100226,0
47.166851,0.999647,0.000353,0.000000,426.919255,427.523280,610232649,34,0,99983,100221,0
47.333611,0.999647,0.000353,0.000000,426.932051,427.523250,610232649,28,0,99986,100224,0
47.500306,0.999647,0.000353,0.000000,426.911326,427.500651,610232653,34,0,99983,100217,0
47.667586,0.999647,0.000353,0.000000,426.919857,427.500632,610232653,30,0,99985,100219,0
47.833956,0.999647,0.000353,0.000000,426.930670,427.497706,610232654,24,0,99988,100221,0
48.000333,0.999647,0.000353,0.000000,426.922441,427.491924,610232656,26,0,99987,100218,0
48.166721,0.999647,0.000353,0.000000,426.899433,427.481433,610232659,34,0,99983,100211,0
48.333989,0.999647,0.000353,0.000000,426.921361,427.467940,610232663,20,0,99990,100214,0
48.500135,0.999647,0.000353,0.000000,426.904902,427.452692,610232667,24,0,99988,100208,0
48.666928,0.999647,0.000353,0.000000,426.896672,427.445068,610232669,26,0,99987,100205,0
48.833518,0.999647,0.000353,0.000000,426.890425,427.442180,610232670,28,0,99986,100203,0
49.000580,0.999647,0.000353,0.000000,426.898955,427.442162,610232670,24,0,99988,100205,0
49.166847,0.999647,0.000353,0.000000,426.867417,427.433527,610232673,36,0,99982,100196,0
49.333615,0.999647,0.000353,0.000000,426.882496,427.430594,610232674,28,0,99986,100199,0
49.500459,0.999647,0.000353,0.000000,426.880514,427.427697,610232675,28,0,99986,100198,0
