Time (min),Monomer Conversion,Polymer Wt Fraction,Side Product Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds,# Side Prods
53.166668,0.980008,0.019989,0.000000,24187.194160,76820.619267,598244173,32,7,99984,12087040,0
53.333334,0.980263,0.019734,0.000000,23879.145325,76106.641607,598399662,26,7,99987,11931629,0
53.500000,0.980514,0.019481,0.000000,23572.268625,75407.179143,598552619,42,15,99979,11776822,0
53.666667,0.980781,0.019216,0.000000,23252.290610,74790.827420,598715912,38,11,99981,11615394,0
53.833335,0.981014,0.018984,0.000000,22971.730323,74197.698860,598857900,36,10,99982,11473853,0
54.000006,0.981266,0.018732,0.000000,22666.559943,73552.500631,599011937,28,7,99986,11319893,0
54.166667,0.981504,0.018493,0.000000,22377.519202,73012.827135,599157267,30,7,99985,11174076,0
54.333334,0.981727,0.018272,0.000000,22109.195938,72521.120617,599293358,22,6,99989,11038705,0
54.500005,0.981948,0.018051,0.000000,21842.720740,71945.607074,599428462,36,3,99982,10904279,0
54.666667,0.982177,0.017819,0.000000,21561.932199,71436.176936,599568234,36,11,99982,10762624,0
54.833335,0.982431,0.017566,0.000000,21254.799618,70719.215952,599723281,40,11,99980,10607681,0
55.000000,0.982643,0.017352,0.000000,20996.744150,70144.567344,599852433,32,13,99984,10477490,0
55.166671,0.982858,0.017140,0.000000,20739.982333,69671.855323,599983950,42,9,99979,10347962,0
55.333335,0.983056,0.016939,0.000000,20497.200796,69090.955225,600104627,40,10,99980,10225480,0
55.500001,0.983261,0.016733,0.000000,20246.936153,68581.315538,600229880,40,17,99980,10099224,0
55.666667,0.983458,0.016540,0.000000,20013.327759,68052.010715,600349980,28,11,99986,9981364,0
55.833333,0.983669,0.016330,0.000000,19759.378206,67518.131630,600478539,28,7,99986,9853249,0
56.000000,0.983868,0.016128,0.000000,19515.777418,66979.309548,600600568,30,11,99985,9730356,0
56.166667,0.984047,0.015950,0.000000,19299.940704,66566.428795,600709552,36,12,99982,9621472,0
56.333336,0.984240,0.015758,0.000000,19067.295837,66082.406480,600827643,36,7,99982,9504105,0
56.500003,0.984445,0.015554,0.000000,18820.344530,65531.314860,600952685,42,7,99979,9379524,0
56.666670,0.984641,0.015358,0.000000,18583.155380,64965.094415,601071990,36,8,99982,9259861,0
56.833342,0.984832,0.015167,0.000000,18352.926938,64321.437802,601188883,22,3,99989,9143705,0
57.000001,0.985019,0.014980,0.000000,18125.865504,63800.809640,601302988,38,7,99981,9029164,0
57.166670,0.985192,0.014806,0.000000,17916.181662,63424.159133,601408447,30,5,99985,8923376,0
57.333336,0.985369,0.014628,0.000000,17700.482800,62884.019307,601516513,42,13,99979,8814565,0
57.500007,0.985553,0.014446,0.000000,17479.749697,62347.155670,601628970,24,2,99988,8703197,0
57.666668,0.985723,0.014275,0.000000,17273.765119,61773.254520,601732765,26,9,99987,8599281,0
57.833334,0.985888,0.014111,0.000000,17074.672650,61281.473512,601833211,28,9,99986,8498842,0
58.000001,0.986069,0.013927,0.000000,16852.599635,60641.286372,601943919,36,9,99982,8386813,0
58.166668,0.986241,0.013758,0.000000,16648.193790,60136.940724,602048969,32,3,99984,8283690,0
58.333335,0.986398,0.013600,0.000000,16456.204145,59773.272931,602144583,30,6,99985,8186832,0
58.500007,0.986547,0.013452,0.000000,16277.006540,59452.002911,602235692,22,3,99989,8096424,0
58.666668,0.986699,0.013297,0.000000,16090.370092,58972.153476,602328479,38,9,99981,8002277,0
58.833333,0.986851,0.013148,0.000000,15909.155687,58609.111984,602421330,36,7,99982,7910855,0
59.000001,0.987000,0.012997,0.000000,15726.972287,58207.664574,602512443,32,9,99984,7818943,0
59.166672,0.987162,0.012837,0.000000,15533.186468,57798.099270,602611232,32,5,99984,7721180,0
59.333335,0.987322,0.012677,0.000000,15339.400950,57274.444738,602708732,30,6,99985,7623416,0
59.500001,0.987476,0.012523,0.000000,15153.484165,56881.387561,602802937,32,3,99984,7529624,0
59.666737,0.987598,0.012401,0.000000,15005.361208,56509.320573,602877067,26,2,99987,7454894,0
59.833337,0.987723,0.012275,0.000000,14853.343706,56232.426462,602953865,30,5,99985,7378205,0
60.000019,0.987861,0.012139,0.000000,14688.715872,55852.929361,603037735,18,1,99991,7295145,0
60.166668,0.987989,0.012009,0.000000,14531.786178,55533.970636,603116087,24,4,99988,7215979,0
60.333333,0.988123,0.011875,0.000000,14369.369754,55075.910165,603197987,30,5,99985,7134045,0
60.500002,0.988252,0.011747,0.000000,14214.505211,54717.927860,603276253,38,8,99981,7055922,0
60.666667,0.988373,0.011625,0.000000,14066.071350,54382.095989,603350399,30,9,99985,6981034,0
60.833334,0.988491,0.011508,0.000000,13925.099145,54107.063089,603422237,44,8,99978,6909923,0
61.000008,0.988606,0.011394,0.000000,13786.750840,53752.199983,603492737,22,1,99989,6840115,0
