chain_weight_g_mol
844844
693404
612530
1.11046e+06
109051
406381
182392
429969
506284
59496.1
143145
42449.2
372684
652570
7166
848610
362376
721154
43242
339184
94779.2
58901.4
1.32672e+06
4985.58
116385
257320
360790
48792.2
203998
281899
481506
187546
307271
163562
340968
410147
102708
266041
81696.7
17473.4
67821.3
242255
408165
110637
730471
504104
428185
412328
226992
195079
322534
89229.1
69605.3
743553
331652
2.09323e+06
80705.6
64848
588347
49585.1
681907
143343
426.52
734832
1.14297e+06
13509
579824
773485
234723
404002
1.24307e+06
73173.3
241066
202413
377045
496769
331057
108258
1.38559e+06
540576
426.52
722740
208756
243246
447809
367728
256923
619071
25996.9
175455
1.14059e+06
1.02146e+06
504302
201025
369909
1.03038e+06
1.06229e+06
213117
420851
558019
9346.42
143541
1.0831e+06
246418
1.01789e+06
177833
426.52
920762
163165
294981
85859.3
343744
71785.7
74759
1.1834e+06
357024
116980
8949.98
25005.8
391515
242057
166733
195277
65442.7
337202
1.97708e+06
80903.8
876162
150876
257121
777647
204197
34520.4
775070
265447
251769
1.4516e+06
264059
608565
83282.5
102906
77335.9
229767
832554
904310
282295
2.59017e+06
844447
465649
238291
194087
1.22562e+06
1.3289e+06
548505
259500
118566
144532
88436.2
381009
139973
13509
242651
1.70294e+06
336013
820066
375657
549099
763772
565155
727101
1.06725e+06
20050.3
513222
405390
1.92594e+06
300532
310046
1.28331e+06
508861
102113
515204
79318.1
44827.8
599844
843258
206377
600438
1.03672e+06
131648
455341
307271
808569
322930
1.42206e+06
61280.1
564164
119953
597663
253950
1.1061e+06
1.53346e+06
796676
121341
639091
484876
281899
645236
205981
171292
878145
584383
276943
442457
1.78778e+06
145920
183978
115592
305487
59892.5
58703.2
1.81156e+06
371098
828391
1.01016e+06
1.13583e+06
1.02542e+06
680519
816895
79714.5
879136
14896.6
646029
360592
821256
976264
697764
428384
185564
2.02941e+06
569714
1.05753e+06
383784
751482
606187
1.0722e+06
756438
256527
251968
191907
467036
450981
206179
102113
406579
749302
67226.7
707675
146316
426.52
162174
85859.3
269411
83877.1
167328
875370
110637
795289
576454
65442.7
329670
1.01393e+06
242057
810948
42845.6
324714
8553.54
264059
297558
1.48926e+06
422239
546324
131450
840879
107664
677150
115592
384973
75750.1
193096
546721
1.42404e+06
181401
20843.2
721353
146713
224613
1.15268e+06
489633
248003
266834
177437
1.59947e+06
168914
44827.8
680718
1.41988e+06
1.18558e+06
1.2508e+06
9346.42
594888
119755
817093
513420
351871
61081.8
1.08707e+06
2.88255e+06
257716
319164
43440.3
917987
426.52
54738.8
304100
285467
526701
149884
272384
369512
696179
61676.5
201620
807777
78327
521547
542558
17671.7
67028.4
84471.8
356628
579229
1.14634e+06
99933
1.19113e+06
426.52
633739
2.78284e+06
262275
536612
147308
331652
49981.5
203404
107664
1.55764e+06
339184
307866
572688
173274
142154
486066
89823.7
308857
350087
304298
426.52
325507
480714
192700
484678
1.12513e+06
628189
38881.2
131846
222036
109448
4192.7
294585
393695
801037
269609
66433.8
27979.1
78723.4
144334
23420
166535
591519
71389.3
106078
393497
68019.5
853169
188339
668230
1.34079e+06
259104
44034.9
113214
674771
311632
270402
92202.4
120944
1.40382e+06
1.04425e+06
556037
1.73446e+06
1.94774e+06
519366
12914.4
2.18659e+06
49585.1
160390
1.02562e+06
11923.3
514213
1.61176e+06
76741.2
90814.8
323525
161381
613125
716199
46413.6
43043.8
539188
568525
94779.2
402218
125107
1.02126e+06
258509
1.2064e+06
573084
1.33484e+06
99536.5
2.95291e+06
287053
117971
87643.3
749500
204990
6174.9
1.59094e+06
426.52
450981
258905
196070
2.52099e+06
165346
193691
1.66409e+06
96563.2
707279
447413
345726
147902
29168.4
181401
142154
185168
625811
715802
1.04544e+06
57910.3
124116
489435
147308
551280
889443
1.18895e+06
618080
483290
676951
327688
14698.4
419464
469217
95770.3
276151
294387
240867
1.07954e+06
482101
162570
173473
23023.6
713226
1.09024e+06
156029
50179.7
77137.7
400038
61081.8
37295.4
103501
84670
573877
133829
110637
723335
862485
443052
595285
602222
1.00441e+06
502518
337401
1.2617e+06
426.52
550685
156227
501328
76543
59694.3
230362
893606
341761
810948
186952
212522
31547.1
426203
1615.84
197655
378036
2.50117e+06
96563.2
57513.9
142947
72776.8
96959.7
527097
1.27102e+06
194682
231947
971705
544342
945143
104294
117971
924132
213513
338193
110240
400434
822643
928493
848808
426005
102708
71587.5
78525.2
135018
1.45199e+06
483687
119160
1.00937e+06
1.60224e+06
383586
187943
253157
82489.6
858917
903913
235317
593897
3.06015e+06
99536.5
559605
754852
833347
464856
112619
162570
631955
908076
700143
130855
288440
630766
1.35585e+06
625612
322336
824229
581608
399245
222829
426.52
352267
218270
1.05654e+06
87048.7
202611
47801.1
252364
1.28747e+06
234723
780422
901336
82886
111430
179617
231353
1.75804e+06
821850
70992.8
179023
1.73009e+06
1.15347e+06
74759
375062
309055
47008.2
1.7743e+06
462676
551082
447413
196863
145920
603214
70794.6
1.31363e+06
490823
221838
336409
1.35447e+06
37691.9
639290
123918
24411.1
70398.2
101320
2.36598e+06
521547
1.7067e+06
287053
10734
113412
574472
206575
92598.8
222631
37691.9
1.30987e+06
83084.3
44233.1
282097
121935
23618.3
358214
208756
1.5178e+06
64253.4
215297
100924
541369
92004.2
1.27399e+06
220649
53153
256527
1.13068e+06
400434
289233
310046
21636.1
533044
41854.5
172085
524520
404002
700143
79318.1
625811
487057
611341
557226
275556
664067
276349
270402
184771
263266
95968.6
250382
566939
108853
461288
94779.2
30556
144334
68019.5
426.52
261879
9148.2
248202
172680
251571
170301
432943
160985
223820
98149
426.52
510843
210342
687655
703513
68812.4
231155
36502.6
47602.9
373278
448404
333436
576256
276547
21239.6
21041.4
63856.9
314011
260689
890038
724128
607574
231353
406976
142748
474767
612728
24807.6
161381
1.02978e+06
1.27558e+06
132837
375855
277340
1.23474e+06
16680.6
216685
606583
135018
255932
318371
114601
28573.8
341563
419860
426.52
286062
525115
134820
478335
435123
727696
296964
707279
812137
301721
975471
308262
17671.7
1.20917e+06
310046
528683
35709.7
286854
787558
195079
1.18658e+06
1.15843e+06
683294
109249
585176
532845
626207
351871
70992.8
724921
1.70016e+06
158408
65046.2
53747.7
1.00699e+06
248003
242453
480317
1.16933e+06
463865
68614.2
8553.54
334625
684286
315398
489237
628982
676753
464063
848412
1.29738e+06
1.24386e+06
332445
365548
673780
257716
418274
552271
67028.4
256130
150281
73767.9
52756.6
95572.1
69208.9
363566
137595
278926
644245
456927
537404
293197
452170
790531
165742
2.83676e+06
896777
875964
666842
259302
2408.72
661688
587158
1.00996e+06
1.18182e+06
554650
808768
16680.6
477740
418869
1.21532e+06
1.06844e+06
319164
169706
225208
125702
726903
542955
449395
1.49461e+06
228578
105483
311235
1.6288e+06
580418
1.10808e+06
89229.1
27780.9
53153
484480
164751
534828
690629
384180
392109
22230.7
135811
305091
106276
520556
691818
529476
823040
175851
412526
482696
296171
506482
514411
440277
37691.9
67028.4
519763
80111
151867
129071
364358
1.90988e+06
604601
2.01494e+06
505888
231353
164751
92202.4
310641
361385
403011
95968.6
857133
95968.6
1.99412e+06
476551
437700
86652.2
9941.08
41259.8
184375
558614
338986
190123
49585.1
111628
585968
666049
62469.4
56919.2
771701
102906
193096
170698
808569
629973
81498.5
711243
442457
448007
259302
157219
53747.7
184375
1.01155e+06
1.89184e+06
5183.8
356430
90418.4
870018
698161
93986.4
594492
442457
486660
301523
493598
1.75011e+06
1.28549e+06
349294
200232
131450
13707.3
411337
103897
146515
68416
426.52
800442
135613
66037.3
627595
129864
591717
829581
691223
552271
756438
681312
51963.7
1.59193e+06
630568
218865
499544
1.07775e+06
124314
201223
42250.9
56919.2
426005
881514
2805.16
194880
421644
391911
1.19688e+06
1.49223e+06
547514
1.44664e+06
142154
434330
153056
512825
355637
67623.1
324120
325309
3.39613e+06
642461
16085.9
214901
1.69441e+06
70200
143740
552469
327688
124512
366737
80111
1.68094e+06
99338.3
1.61433e+06
924528
1.39728e+06
291215
170698
228181
52954.8
501527
385964
1.4734e+06
393299
683493
56126.3
139181
42845.6
455540
9544.64
245030
141559
207765
39079.4
44034.9
328679
66235.6
991527
1.10451e+06
582400
243841
738598
1.38777e+06
1.82088e+06
360592
525908
76146.6
712433
2.11087e+06
149686
807380
371296
79912.7
237101
1.18202e+06
773088
222631
692016
1.68649e+06
243048
304100
452765
1.25674e+06
147308
84075.4
268618
228776
548703
915410
647615
328282
500536
3994.48
259698
161381
689439
247210
271591
330265
143740
4390.92
298351
103303
481308
70398.2
64848
284674
237894
144136
121737
422635
215297
544739
83282.5
50179.7
352069
1.66369e+06
82687.8
118962
883100
692611
390127
1.67975e+06
675366
556830
193889
172481
32736.4
208161
153254
368918
68812.4
619864
887857
818282
779828
910256
527890
62865.8
68217.8
462874
332247
37493.7
220252
146118
401426
1.12731e+06
604998
1.32196e+06
253553
739589
138586
286260
90220.2
201223
137397
240074
198448
1.15565e+06
993905
204395
647020
722542
376053
544342
47206.4
438493
159399
626009
354249
290621
1.12493e+06
290621
406778
731065
524322
1.27895e+06
184375
884488
113808
164156
663869
271790
548703
482696
77137.7
898760
342356
229965
153651
93193.5
234921
420058
1.10174e+06
636713
277142
25005.8
265843
236903
1.29718e+06
158606
211134
210143
240471
147308
238885
2.13407e+06
652174
151668
34916.8
193493
175851
1.12374e+06
143343
326498
388541
475560
122530
229172
468424
914022
354249
99536.5
426.52
207963
272979
182789
199043
745932
269411
62271.2
489435
547712
565354
299540
383784
43043.8
709856
1.42999e+06
440277
168319
285863
163958
236308
700936
147506
105483
582995
903913
279718
