chain_weight_g_mol
108060
49188.6
1.05397e+06
660103
96761.4
2.17252e+06
581806
789937
206972
396668
580815
626009
41458.1
1.37746e+06
495778
393695
355835
403011
2.49284e+06
445034
71785.7
140766
344338
312425
2.7317e+06
141559
387947
476353
175257
827202
184771
755248
196466
491219
693007
1.13643e+06
426.52
181798
661887
86057.6
220649
769124
143938
755050
26988
371891
1.65358e+06
327291
128477
628982
359601
808569
910058
63262.3
142550
4390.92
2.25003e+06
240471
310244
124710
146316
1.06189e+06
693602
912239
390325
830374
456134
75155.5
1.53326e+06
431951
633343
25996.9
44431.4
78525.2
792514
883893
657922
307469
4.49229e+06
1.21651e+06
55531.7
256725
4985.58
42250.9
432744
219063
6967.78
61676.5
804010
477740
129270
191907
556037
2.23754e+06
508068
848015
351078
462874
601826
1.3951e+06
148695
884290
49981.5
599646
15689.5
647417
318173
1.36299e+06
125305
86652.2
608962
335220
796676
1.23415e+06
23023.6
1.42682e+06
183185
523727
887857
888254
280908
1.00164e+06
626604
580418
454152
2.09918e+06
211927
382793
1.84209e+06
1.18241e+06
233137
1.25674e+06
6967.78
211333
615107
326697
235515
1.51245e+06
160192
969128
215892
146316
561191
482696
1.41512e+06
407967
198250
829383
453557
667833
188736
793703
109844
75155.5
180608
712433
260095
490426
361980
259500
25402.2
1.04227e+06
403408
669221
175058
138982
461090
147902
300532
2.79374e+06
115989
559407
471794
2.35984e+06
570507
843060
164354
1.53782e+06
743355
10535.7
135216
196466
375261
344140
867837
1.07815e+06
1.48827e+06
183582
1.27875e+06
894795
351078
515006
113214
731660
369314
913230
479722
194286
1.51304e+06
336409
1.29659e+06
89625.5
236507
152659
117376
24212.9
450782
293197
452963
1.23276e+06
38484.8
279124
128278
712631
211134
32736.4
180608
459306
193295
289233
415697
914022
830968
271393
642263
924528
384180
365350
110042
1.57984e+06
54738.8
2.01831e+06
1.74992e+06
58306.8
412328
252166
365151
342752
305685
362178
1.12394e+06
136207
351474
406381
267825
773683
14500.1
696773
726308
570507
955649
13509
1.58401e+06
197457
230164
