Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
29,0.0893956,0.910602,18077.3,36270.3,8953085,14,5,999993,90046274
29.1667,0.0898941,0.910103,18067.4,36253.3,9003017,10,3,999995,89996347
29.3333,0.0904042,0.909592,18057.2,36237.3,9054099,12,5,999994,89945144
29.5,0.090931,0.909058,18046.6,36217.8,9106860,18,8,999991,89891682
29.6667,0.0914372,0.908558,18036.7,36204.7,9157560,10,6,999995,89841566
29.8333,0.0919371,0.908059,18026.8,36189.8,9207629,10,6,999995,89791623
30,0.0924326,0.907564,18017,36175.3,9257253,14,4,999993,89741982
30.1667,0.0929559,0.90704,18006.6,36157.1,9309659,18,9,999991,89689497
30.3333,0.0934593,0.906534,17996.5,36140.9,9360071,12,4,999994,89638887
30.5,0.0939486,0.906044,17986.8,36126.9,9409076,12,6,999994,89589747
30.6667,0.0944234,0.90557,17977.4,36115.1,9456628,14,6,999993,89542270
30.8333,0.0949278,0.905069,17967.4,36104.8,9507149,20,8,999990,89492130
31,0.0954113,0.904576,17957.6,36085.1,9555575,18,14,999991,89442753
