Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
27.1667,0.176944,0.822891,326252,647932,353913768,210,192,999895,1644755310
27.3333,0.177956,0.821866,325845,647188,355938488,264,247,999868,1642705449
27.5,0.178976,0.820849,325442,646385,357978552,238,221,999881,1640670271
27.6667,0.179997,0.819779,325018,645640,360020421,284,267,999858,1638531357
27.8333,0.181024,0.818761,324614,644856,362075799,270,251,999865,1636494100
28,0.182036,0.817744,324211,644181,364100107,280,267,999860,1634459864
28.1667,0.183071,0.816717,323804,643455,366169494,276,251,999862,1632405346
28.3333,0.1841,0.815705,323402,642712,368226927,266,248,999867,1630381034
28.5,0.185112,0.814662,322989,641931,370251708,262,247,999869,1628294737
28.6667,0.186122,0.813674,322597,641080,372272905,260,229,999870,1626320140
28.8333,0.187152,0.812638,322186,640434,374332273,270,253,999865,1624246657
29,0.188167,0.811594,321773,639631,376363341,298,282,999851,1622159152
29.1667,0.189174,0.810609,321382,638849,378376940,270,255,999865,1620188044
29.3333,0.190188,0.80957,320970,638194,380405213,284,267,999858,1618110771
29.5,0.191201,0.808596,320584,637385,382431074,288,266,999856,1616162769
29.6667,0.192234,0.807558,320172,636637,384497872,260,247,999870,1614085602
29.8333,0.193247,0.806562,319778,636017,386523301,244,229,999878,1612094557
30,0.194255,0.805572,319385,635143,388540149,230,216,999885,1610113306
30.1667,0.195261,0.804533,318973,634292,390551625,264,249,999868,1608035730
30.3333,0.196263,0.80351,318567,633549,392554861,274,252,999863,1605989097
30.5,0.197284,0.802517,318174,632824,394597908,278,257,999861,1604003237
30.6667,0.198283,0.801495,317769,631909,396596136,266,252,999867,1601959873
30.8333,0.199293,0.800533,317387,631228,398616652,260,238,999870,1600034856
31,0.20029,0.799533,316991,630566,400610006,270,243,999865,1598035408
