Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
18.3333,0.124145,0.875508,520656,1.03068e+06,372455297,400,386,999800,2625503926
18.5,0.125236,0.874437,520019,1.02928e+06,375726092,398,383,999801,2622292322
18.6667,0.126329,0.873332,519362,1.02801e+06,379005543,424,406,999788,2618975510
18.8333,0.12741,0.872285,518739,1.02683e+06,382249306,354,341,999823,2615836451
19,0.128504,0.871182,518083,1.02541e+06,385532363,392,370,999804,2612525658
19.1667,0.129588,0.870122,517453,1.02433e+06,388782889,396,378,999802,2609346671
19.3333,0.130673,0.86901,516792,1.02292e+06,392038034,398,381,999801,2606010123
19.5,0.131746,0.867928,516148,1.02173e+06,395258095,390,364,999805,2602763986
19.6667,0.13283,0.866861,515514,1.02018e+06,398511110,396,377,999802,2599563946
19.8333,0.133912,0.86571,514829,1.01902e+06,401755588,446,423,999777,2596109842
20,0.135002,0.86464,514193,1.01807e+06,405026015,450,425,999775,2592900720
20.1667,0.136088,0.86359,513568,1.01695e+06,408284404,404,375,999798,2589749764
20.3333,0.137167,0.862543,512946,1.0158e+06,411522443,396,381,999802,2586608656
20.5,0.138238,0.861411,512272,1.01419e+06,414735312,436,414,999782,2583210950
20.6667,0.139322,0.860366,511651,1.01321e+06,417986636,388,382,999806,2580077448
20.8333,0.140399,0.859284,511008,1.01221e+06,421216810,414,403,999793,2576831093
21,0.141479,0.858191,510358,1.01091e+06,424459935,426,411,999787,2573552530
21.1667,0.14255,0.857147,509737,1.00979e+06,427672317,394,379,999803,2570420190
21.3333,0.143639,0.855996,509053,1.00824e+06,430938950,412,394,999794,2566967344
21.5,0.144727,0.854942,508425,1.00696e+06,434201651,410,388,999795,2563803376
21.6667,0.145804,0.853907,507810,1.00544e+06,437435390,370,352,999815,2560698791
21.8333,0.146896,0.852774,507136,1.00437e+06,440711431,416,398,999792,2557300936
22,0.147972,0.851726,506513,1.00308e+06,443938836,352,339,999824,2554155439
22.1667,0.149049,0.850617,505854,1.00195e+06,447171052,394,376,999803,2550829678
22.3333,0.150116,0.849518,505200,1.00076e+06,450371131,430,411,999785,2547531212
22.5,0.151199,0.848474,504579,999414,453619362,424,398,999788,2544398768
22.6667,0.152266,0.847399,503940,998304,456820838,434,416,999783,2541173752
22.8333,0.15333,0.846396,503343,997498,460011811,376,364,999812,2538163807
23,0.15439,0.8453,502691,996257,463192733,392,377,999804,2534876192
23.1667,0.155449,0.844256,502071,995468,466369562,374,355,999813,2531744246
23.3333,0.156525,0.843126,501399,994240,469597444,426,408,999787,2528354434
23.5,0.157586,0.842082,500778,992794,472783037,400,381,999800,2525222714
23.6667,0.158654,0.841054,500166,991794,475986821,374,355,999813,2522138165
23.8333,0.159717,0.840017,499550,990839,479174094,366,352,999817,2519028331
24,0.160774,0.838925,498900,989682,482345867,388,370,999806,2515749319
24.1667,0.161834,0.837844,498257,988473,485526802,402,382,999799,2512506653
24.3333,0.162886,0.836773,497621,987371,488683074,412,392,999794,2509294288
24.5,0.163943,0.83572,496995,986548,491852995,422,401,999789,2506136413
24.6667,0.164989,0.83471,496394,984913,494991802,400,380,999800,2503104820
24.8333,0.166042,0.83362,495746,983766,498151213,402,380,999799,2499835287
25,0.167092,0.832589,495132,982574,501301642,386,374,999807,2496740345
25.1667,0.168146,0.831512,494492,981482,504463877,420,406,999790,2493509571
25.3333,0.169212,0.830472,493873,980729,507660359,396,384,999802,2490389673
25.5,0.170254,0.829472,493279,979732,510787404,380,364,999810,2487391634
25.6667,0.171305,0.82837,492624,978523,513940943,412,395,999794,2484085553
25.8333,0.172357,0.827341,492012,977373,517097751,390,371,999805,2480997471
26,0.173409,0.826282,491382,976435,520253859,398,373,999801,2477818982
26.1667,0.174464,0.82524,490762,975086,523417915,386,362,999807,2474693496
26.3333,0.175519,0.824168,490124,973843,526584912,406,393,999797,2471476090
26.5,0.176565,0.823076,489475,972579,529720407,426,403,999787,2468200193
26.6667,0.177618,0.822034,488856,971317,532881241,412,392,999794,2465075817
26.8333,0.178664,0.821031,488259,970140,536018301,380,362,999810,2462066208
27,0.179712,0.819976,487631,969040,539162944,420,397,999790,2458900107
27.1667,0.180775,0.818933,487011,967598,542352973,400,377,999800,2455771466
27.3333,0.181815,0.817845,486364,966289,545471913,422,400,999789,2452508257
27.5,0.182862,0.816818,485753,965218,548613488,412,392,999794,2449425017
27.6667,0.183916,0.815802,485149,964257,551774965,404,380,999798,2446378198
27.8333,0.184965,0.814747,484522,962580,554923184,400,378,999800,2443212062
28,0.186011,0.813673,483883,961307,558061864,406,388,999797,2439991875
28.1667,0.187059,0.812656,483279,960121,561204005,382,362,999809,2436940603
28.3333,0.188099,0.811588,482643,958827,564324903,376,360,999812,2433735774
28.5,0.189135,0.810539,482020,957542,567434849,400,384,999800,2430588874
28.6667,0.190185,0.809518,481413,956375,570582916,392,373,999804,2427526465
28.8333,0.191219,0.808496,480804,955085,573685602,390,377,999805,2424458642
29,0.192246,0.807399,480152,953535,576767731,424,404,999788,2421167104
29.1667,0.193295,0.806382,479547,952402,579913571,416,402,999792,2418116046
29.3333,0.194351,0.805339,478927,951431,583082888,382,360,999809,2414987893
29.5,0.195393,0.804301,478310,950238,586207399,424,402,999788,2411872181
29.6667,0.196426,0.803249,477684,948933,589307279,382,364,999809,2408717313
29.8333,0.197457,0.80225,477090,948145,592399516,394,376,999803,2405721005
30,0.198501,0.801213,476473,947078,595533674,390,367,999805,2402608630
30.1667,0.199542,0.800159,475846,945769,598654821,376,358,999812,2399446216
30.3333,0.200586,0.799122,475230,944224,601789184,380,363,999810,2396335645
30.5,0.201625,0.798058,474597,942990,604905257,420,398,999790,2393144712
30.6667,0.202673,0.797054,474000,942098,608048683,368,350,999816,2390130963
30.8333,0.203699,0.796049,473402,941047,611127071,366,353,999817,2387116202
31,0.204738,0.794949,472748,939662,614245239,390,371,999805,2383816663
