Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
11.1667,0.071097,0.928769,184129,362462,71107757,162,151,999919,927758208
11.3333,0.0721317,0.927731,183923,362128,72142619,150,131,999925,926720174
11.5,0.0731674,0.926732,183725,361743,73178548,114,100,999943,925720734
11.6667,0.0741962,0.925679,183516,361465,74207437,148,133,999926,924667478
11.8333,0.0752249,0.924652,183312,361051,75236338,124,115,999938,923640389
12,0.0762426,0.923645,183113,360722,76254171,144,126,999928,922633341
12.1667,0.0772636,0.922608,182907,360387,77275373,140,121,999930,921596213
12.3333,0.078287,0.921618,182711,360101,78298880,128,111,999936,920606174
12.5,0.079318,0.92057,182503,359753,79330062,150,136,999925,919558315
12.6667,0.080357,0.919529,182297,359402,80369237,156,142,999922,918516713
12.8333,0.0813953,0.9185,182093,359048,81407637,128,112,999936,917487931
13,0.0824355,0.91746,181887,358747,82447983,142,123,999929,916447674
13.1667,0.0834697,0.916422,181681,358414,83482416,146,129,999927,915409024
13.3333,0.0844998,0.91538,181474,358009,84512584,146,122,999927,914367199
13.5,0.0855265,0.914383,181277,357699,85539507,142,123,999929,913370168
13.6667,0.0865379,0.913347,181071,357362,86551024,136,120,999932,912333771
13.8333,0.0875823,0.912284,180860,356941,87595597,148,130,999926,911270791
14,0.0886042,0.911291,180664,356609,88617676,144,119,999928,910277966
14.1667,0.0896452,0.910236,180454,356205,89658775,142,123,999929,909222962
14.3333,0.0906693,0.909208,180250,355805,90683032,152,133,999924,908193966
14.5,0.0917043,0.908181,180047,355398,91718230,144,131,999928,907166863
14.6667,0.0927255,0.907191,179851,355031,92739590,122,108,999939,906176698
14.8333,0.0937446,0.906141,179643,354624,93758872,150,131,999925,905126870
15,0.0947607,0.905138,179444,354258,94775080,126,110,999937,904124102
15.1667,0.0957695,0.904121,179242,353905,95784006,136,123,999932,903106067
15.3333,0.0968005,0.903104,179041,353620,96815235,118,101,999941,902089751
15.5,0.0978248,0.902068,178835,353225,97839618,124,110,999938,901053008
15.6667,0.0988378,0.901029,178629,352865,98852828,138,130,999931,900013626
15.8333,0.099858,0.900044,178434,352482,99873137,130,113,999935,899028867
16,0.100864,0.899036,178234,352152,100878901,132,116,999934,898020474
16.1667,0.101869,0.898021,178033,351779,101884528,138,125,999931,897005671
16.3333,0.102874,0.897021,177834,351373,102889287,134,124,999933,896005398
16.5,0.103894,0.895977,177627,350990,103909333,146,132,999927,894960853
16.6667,0.10491,0.894981,177430,350665,104925845,142,127,999929,893965135
16.8333,0.105932,0.893958,177227,350312,105948386,132,121,999934,892941515
17,0.106945,0.89295,177027,349965,106961042,128,112,999936,891934216
17.1667,0.107952,0.891931,176825,349581,107968346,140,124,999930,890914768
17.3333,0.108962,0.890968,176635,349223,108978352,106,91,999947,889951673
17.5,0.109964,0.889944,176431,348847,109980724,114,99,999943,888927044
17.6667,0.110962,0.888927,176230,348473,110979300,134,118,999933,887910506
17.8333,0.111943,0.88799,176044,348120,111960332,112,92,999944,886973262
18,0.112946,0.886933,175834,347746,112962723,148,135,999926,885915637
18.1667,0.113943,0.885961,175642,347393,113960517,134,117,999933,884943519
18.3333,0.114944,0.884968,175445,347028,114961195,124,111,999938,883950927
18.5,0.115951,0.883936,175240,346711,115968188,134,114,999933,882918804
18.6667,0.116959,0.882952,175045,346298,116976642,130,116,999935,881934824
18.8333,0.117963,0.881948,174846,345966,117980938,120,102,999940,880930541
19,0.118965,0.880937,174646,345615,118982889,132,117,999934,879919461
19.1667,0.119966,0.879938,174448,345259,119984105,138,125,999931,878920333
19.3333,0.120974,0.878913,174245,344882,120992038,138,123,999931,877894558
19.5,0.121978,0.877907,174045,344632,121996951,142,123,999929,876888447
19.6667,0.122988,0.876917,173849,344360,123006173,140,125,999930,875898393
19.8333,0.123991,0.875908,173649,343970,124009582,140,125,999930,874889072
20,0.125009,0.874864,173442,343575,125027774,168,148,999916,873844653
20.1667,0.125983,0.87393,173257,343208,126002376,126,107,999937,872911249
20.3333,0.126988,0.872916,173056,342863,127007707,136,119,999932,871896363
20.5,0.127974,0.871942,172863,342481,127993369,130,114,999935,870922791
20.6667,0.128953,0.870946,172665,342141,128972228,124,113,999938,869926051
20.8333,0.129936,0.869978,172473,341828,129955850,134,113,999933,868958656
21,0.130948,0.868962,172272,341490,130967381,134,118,999933,867942025
21.1667,0.131943,0.867978,172077,341200,131962992,120,104,999940,866957832
21.3333,0.132919,0.866964,171876,340833,132939350,152,133,999924,865944003
21.5,0.133899,0.865982,171681,340455,133919613,132,121,999934,864961632
21.6667,0.134897,0.864985,171483,340063,134917450,144,126,999928,863964140
21.8333,0.135875,0.864032,171294,339765,135895539,114,94,999943,863011405
22,0.136851,0.863046,171099,339391,136872116,122,106,999939,862025705
22.1667,0.137838,0.862047,170901,339005,137859208,146,130,999927,861025701
22.3333,0.138813,0.86106,170705,338682,138834073,158,139,999921,860038761
22.5,0.139803,0.860096,170514,338356,139824339,144,121,999928,859075060
22.6667,0.140768,0.859139,170324,337976,140789801,146,126,999927,858117351
22.8333,0.141758,0.858143,170127,337663,141779909,142,124,999929,857121738
23,0.142742,0.857155,169931,337351,142763460,138,123,999931,856133499
23.1667,0.143708,0.856192,169740,336989,143729756,134,118,999933,855169880
23.3333,0.144696,0.855212,169546,336619,144718098,122,105,999939,854189936
23.5,0.14568,0.85421,169347,336244,145701623,136,116,999932,853187789
23.6667,0.146655,0.853269,169161,335893,146677750,108,97,999946,852247054
23.8333,0.147625,0.852295,168968,335541,147647626,124,100,999938,851272931
24,0.148611,0.851293,168769,335197,148633117,136,117,999932,850270803
24.1667,0.149569,0.850338,168580,334860,149591540,124,110,999938,849315048
24.3333,0.150547,0.849349,168384,334488,150569685,144,120,999928,848326572
24.5,0.151531,0.848378,168191,334138,151553874,134,113,999933,847354645
24.6667,0.152488,0.847411,167999,333731,152511305,130,117,999935,846387973
24.8333,0.153479,0.846416,167802,333337,153502677,134,109,999933,845392547
25,0.154463,0.845427,167606,332975,154486124,144,122,999928,844403763
25.1667,0.155433,0.844475,167417,332668,155456090,142,125,999929,843451950
25.3333,0.156409,0.843495,167223,332286,156433074,140,118,999930,842471818
25.5,0.157386,0.842531,167032,331945,157409755,122,108,999939,841506943
25.6667,0.158363,0.84151,166829,331592,158387347,148,137,999926,840486398
25.8333,0.159328,0.840599,166649,331275,159352498,132,111,999934,839575261
26,0.160289,0.839612,166453,330974,160313340,132,116,999934,838588028
26.1667,0.161263,0.838646,166262,330629,161287806,122,99,999939,837621296
26.3333,0.162238,0.837642,166063,330231,162262519,144,120,999928,836617371
26.5,0.163228,0.836681,165872,329919,163252525,144,120,999928,835656069
26.6667,0.164188,0.83571,165680,329575,164212942,140,122,999930,834685491
26.8333,0.165152,0.834747,165489,329253,165176856,134,118,999933,833721898
27,0.166104,0.8338,165301,328900,166129426,118,106,999941,832774847
27.1667,0.167064,0.832828,165108,328541,167089079,146,131,999927,831802880
27.3333,0.168045,0.831854,164915,328225,168070027,146,126,999927,830828148
27.5,0.169018,0.8309,164726,327877,169043656,118,92,999941,829874811
27.6667,0.169975,0.829931,164534,327486,170001289,122,106,999939,828905243
27.8333,0.170933,0.828969,164343,327113,170958709,140,123,999930,827942794
28,0.171895,0.828015,164154,326753,171920754,124,103,999938,826988623
28.1667,0.172826,0.827032,163959,326366,172852134,158,137,999921,826005900
28.3333,0.17378,0.826124,163779,326052,173806591,130,120,999935,825097384
28.5,0.174746,0.825173,163591,325742,174772707,140,123,999930,824146392
28.6667,0.175733,0.824179,163394,325338,175759548,126,100,999937,823152345
28.8333,0.176702,0.823208,163201,324995,176728818,126,114,999937,822181497
29,0.177639,0.822272,163015,324662,177665775,136,117,999932,821244728
29.1667,0.178606,0.821293,162821,324332,178633440,144,117,999928,820266194
29.3333,0.179562,0.820341,162633,323931,179589483,152,122,999924,819313651
29.5,0.180525,0.819374,162441,323538,180552134,136,114,999932,818346206
29.6667,0.181492,0.818402,162248,323207,181519521,136,119,999932,817374163
29.8333,0.182462,0.817434,162056,322849,182489340,136,119,999932,816406477
30,0.183412,0.816477,161867,322456,183440252,140,119,999930,815449683
30.1667,0.184392,0.815512,161675,322097,184420400,140,123,999930,814484067
30.3333,0.18534,0.814551,161485,321723,185368363,138,118,999931,813523354
30.5,0.186283,0.813632,161303,321412,186311482,126,110,999937,812603711
30.6667,0.187228,0.812676,161113,321089,187256129,140,120,999930,811647664
30.8333,0.188187,0.811717,160923,320754,188215113,120,110,999940,810688996
31,0.189148,0.81077,160735,320380,189176412,120,103,999940,809741520
