Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
2.5304e-05,2.49905e-09,0.999998,79318,155086,1,2,2,999999,398999482
0.166667,0.000926733,0.999046,79242.4,154962,370834,52,38,999974,398618285
0.333334,0.0018449,0.99811,79168.2,154822,738241,56,44,999972,398243949
0.5,0.00278602,0.997182,79094.6,154692,1114832,52,41,999974,397872582
0.666667,0.00372898,0.996218,79018.1,154563,1492159,56,42,999972,397486915
0.833333,0.00466109,0.995291,78944.6,154451,1865144,60,50,999970,397115921
1,0.00561191,0.994345,78869.6,154325,2245618,62,50,999969,396737261
1.16667,0.0065307,0.99344,78797.8,154221,2613273,50,39,999975,396375371
1.33333,0.00746176,0.992508,78723.8,154081,2985837,44,31,999978,396002120
1.5,0.00841976,0.991536,78646.7,153953,3369182,60,43,999970,395613187
1.66667,0.00931352,0.99064,78575.7,153848,3726821,54,44,999973,395254658
1.83333,0.0102475,0.989717,78502.5,153728,4100557,48,35,999976,394885569
2,0.0111518,0.988799,78429.7,153599,4462427,56,37,999972,394518229
2.16667,0.0120997,0.987859,78355.1,153465,4841738,62,45,999969,394141809
2.33333,0.0130268,0.986936,78281.9,153321,5212718,52,41,999974,393772467
2.5,0.0139486,0.986013,78208.7,153194,5581569,62,46,999969,393403460
2.66667,0.0149118,0.985049,78132.3,153055,5966997,66,56,999967,393017719
2.83333,0.0158484,0.984097,78056.8,152903,6341763,60,48,999970,392636756
3,0.0167726,0.983173,77983.4,152788,6711568,62,47,999969,392266796
3.16667,0.0176917,0.982287,77913.1,152660,7079364,52,35,999974,391912120
3.33333,0.0185951,0.981365,77840,152536,7440858,54,43,999973,391543179
3.5,0.0195186,0.980435,77766.2,152410,7810418,56,47,999972,391171026
3.66667,0.0204707,0.979501,77692.2,152290,8191373,48,32,999976,390797416
3.83333,0.0213798,0.978571,77618.4,152150,8555149,66,50,999967,390425512
4,0.0222895,0.977676,77547.4,152014,8919166,54,44,999973,390067077
4.16667,0.0232412,0.976736,77472.9,151876,9300002,48,34,999976,389691072
4.33333,0.0241568,0.975796,77398.3,151739,9666405,60,47,999970,389314988
4.5,0.0250769,0.974869,77324.7,151622,10034583,62,48,999969,388943837
4.66667,0.0259889,0.973981,77254.4,151510,10399514,48,34,999976,388588730
4.83333,0.0269164,0.973051,77180.6,151371,10770638,50,35,999975,388216433
5,0.0278436,0.972109,77105.8,151254,11141670,52,46,999974,387839532
5.16667,0.0287602,0.9712,77033.8,151122,11508451,52,43,999974,387475964
5.33333,0.0296944,0.970269,76959.9,151007,11882282,54,45,999973,387103092
5.5,0.0305973,0.969362,76888,150880,12243586,58,43,999971,386740503
5.66667,0.0315045,0.968444,76815.1,150748,12606570,60,48,999970,386372867
5.83333,0.0324308,0.967512,76741.2,150640,12977230,58,45,999971,385999872
6,0.0333371,0.966622,76670.6,150516,13339913,46,36,999977,385643945
6.16667,0.0342419,0.96571,76598.3,150397,13701978,58,48,999971,385279065
6.33333,0.0351454,0.964806,76526.6,150282,14063491,58,40,999971,384917210
6.5,0.0360669,0.963894,76454.3,150159,14432239,54,41,999973,384552416
6.66667,0.0369905,0.962977,76381.5,150046,14801817,54,36,999973,384185250
6.83333,0.037915,0.962041,76307.3,149908,15171778,54,42,999973,383811005
7,0.0388125,0.961144,76236.1,149800,15530893,62,49,999969,383451697
7.16667,0.0397546,0.960211,76162.1,149671,15907893,58,40,999971,383078443
7.33333,0.0406486,0.959311,76090.7,149565,16265607,60,50,999970,382718255
7.5,0.0415762,0.958383,76017.1,149448,16636808,60,45,999970,382346978
7.66667,0.0424814,0.957481,75945.6,149332,16999001,54,42,999973,381986247
7.83333,0.0433681,0.956577,75873.9,149208,17353825,60,42,999970,381624336
8,0.0442747,0.955684,75803.1,149083,17716624,58,39,999971,381267120
8.16667,0.0451781,0.954785,75731.7,148967,18078103,54,33,999973,380907325
8.33333,0.046084,0.953875,75659.5,148857,18440605,64,49,999968,380543019
8.5,0.0469653,0.952987,75589.1,148715,18793248,54,41,999973,380187802
8.66667,0.0478258,0.952143,75522.2,148589,19137586,50,33,999975,379850278
8.83333,0.0487029,0.951249,75451.3,148447,19488569,60,47,999970,379492555
9,0.0495904,0.950377,75382.1,148331,19843698,50,36,999975,379143398
9.16667,0.0505006,0.949448,75308.4,148220,20207921,56,45,999972,378771564
9.33333,0.0513869,0.948578,75239.4,148092,20562549,52,36,999974,378423483
9.5,0.0522761,0.947671,75167.5,147968,20918399,62,51,999969,378060708
9.66667,0.0531646,0.94681,75099.2,147851,21273916,44,33,999978,377716289
9.83333,0.0540741,0.945883,75025.7,147741,21637839,56,49,999972,377345203
10,0.0549528,0.945017,74957,147623,21989479,50,41,999975,376998677
10.1667,0.0558413,0.944105,74884.6,147477,22344996,62,52,999969,376633588
10.3333,0.0567609,0.943207,74813.4,147350,22712975,44,33,999978,376274429
10.5,0.0576653,0.942301,74741.6,147236,23074872,58,42,999971,375911929
10.6667,0.0585435,0.941415,74671.2,147127,23426312,64,52,999968,375557122
10.8333,0.0594443,0.940513,74599.7,147015,23786741,58,50,999971,375196182
11,0.0602975,0.939678,74533.5,146925,24128169,50,41,999975,374862134
11.1667,0.0611886,0.938775,74461.9,146785,24484728,58,42,999971,374500934
11.3333,0.0620624,0.937905,74392.9,146682,24834369,52,45,999974,374152946
11.5,0.0629456,0.937029,74323.4,146574,25187818,48,32,999976,373802197
11.6667,0.063844,0.936123,74251.5,146450,25547290,54,39,999973,373439662
11.8333,0.064718,0.935255,74182.6,146337,25897017,50,39,999975,373092260
12,0.0656277,0.934336,74109.8,146217,26261034,60,47,999970,372724584
12.1667,0.0664873,0.933472,74041.3,146099,26605020,58,46,999971,372378986
12.3333,0.0673502,0.932619,73973.6,145999,26950311,70,49,999965,372037455
12.5,0.0682383,0.93172,73902.2,145882,27305704,58,44,999971,371677666
12.6667,0.0691103,0.930856,73833.8,145749,27654634,50,36,999975,371332139
12.8333,0.0699521,0.930002,73766,145635,27991486,54,39,999973,370990354
13,0.0708367,0.929123,73696.3,145506,28345427,58,43,999971,370638787
13.1667,0.0717217,0.928241,73626.3,145368,28699569,54,37,999973,370285488
13.3333,0.07258,0.927387,73558.6,145264,29043017,50,38,999975,369944004
13.5,0.0734459,0.926499,73488.1,145141,29389502,54,45,999973,369588576
13.6667,0.0743152,0.925657,73421.4,145020,29737350,46,32,999977,369251695
13.8333,0.0751795,0.924791,73352.7,144923,30083239,44,33,999978,368905167
14,0.0760426,0.923919,73283.5,144824,30428586,54,37,999973,368556385
14.1667,0.0769067,0.923054,73214.9,144722,30774372,76,54,999962,368210149
14.3333,0.0777806,0.922198,73147,144608,31124048,44,30,999978,367867416
14.5,0.0786559,0.921303,73076,144490,31474293,62,47,999969,367509358
14.6667,0.079554,0.920417,73005.7,144375,31833672,50,36,999975,367154906
14.8333,0.0804463,0.919507,72933.6,144248,32190747,62,42,999969,366790727
15,0.0813242,0.918621,72863.3,144127,32542045,62,53,999969,366436163
15.1667,0.0821871,0.91779,72797.4,144003,32887335,44,31,999978,366103868
15.3333,0.0830659,0.916884,72725.5,143864,33238980,58,51,999971,365741309
15.5,0.0839475,0.916025,72657.4,143760,33591769,44,25,999978,365397421
15.6667,0.0848133,0.915161,72588.9,143643,33938216,52,42,999974,365051823
15.8333,0.0856649,0.914304,72520.9,143520,34278965,52,40,999974,364708841
16,0.086533,0.913425,72451.2,143404,34626341,68,49,999966,364357117
16.1667,0.0873981,0.91256,72382.6,143288,34972523,58,47,999971,364011049
16.3333,0.0882852,0.911691,72313.6,143169,35327500,46,38,999977,363662980
16.5,0.0891472,0.91081,72243.7,143041,35672410,60,38,999970,363310666
16.6667,0.0900106,0.909943,72175,142949,36017905,50,37,999975,362963855
16.8333,0.0908813,0.909094,72107.6,142821,36366341,62,39,999969,362623990
17,0.0917582,0.90821,72037.5,142700,36717201,60,42,999970,362270263
17.1667,0.0926339,0.907322,71967.1,142574,37067650,66,45,999967,361915017
17.3333,0.0935034,0.906461,71898.8,142456,37415569,52,43,999974,361570389
17.5,0.0943321,0.905641,71833.7,142333,37747156,44,33,999978,361242169
17.6667,0.0951594,0.904807,71767.6,142219,38078217,52,35,999974,360908676
17.8333,0.0960191,0.903946,71699.3,142089,38422243,56,42,999972,360563995
18,0.0969023,0.90306,71629,141961,38775650,54,43,999973,360209397
18.1667,0.0977554,0.902217,71562.1,141834,39117002,48,38,999976,359872107
18.3333,0.0986139,0.901344,71492.9,141709,39460549,60,42,999970,359522620
18.5,0.099478,0.900493,71425.4,141589,39806299,42,34,999979,359182347
18.6667,0.100332,0.89963,71357,141459,40148213,50,41,999975,358836929
18.8333,0.101196,0.898741,71286.5,141330,40493665,68,54,999966,358481310
19,0.102052,0.897899,71219.7,141227,40836346,60,51,999970,358144312
19.1667,0.102883,0.897078,71154.5,141118,41168679,58,44,999971,357815622
19.3333,0.103737,0.896228,71087.1,141004,41510369,44,33,999978,357475590
19.5,0.104607,0.895348,71017.3,140873,41858798,62,49,999969,357123517
19.6667,0.105481,0.894469,70947.6,140748,42208397,66,52,999967,356771915
19.8333,0.106368,0.893608,70879.3,140632,42563358,48,36,999976,356427233
20,0.107226,0.892747,70811,140514,42906504,50,37,999975,356082691
20.1667,0.108064,0.891899,70743.7,140411,43242157,50,35,999975,355743295
20.3333,0.108914,0.891066,70677.7,140306,43582155,38,28,999981,355410025
20.5,0.109765,0.890204,70609.3,140194,43922781,54,37,999973,355065201
20.6667,0.110588,0.889377,70543.7,140095,44251817,56,48,999972,354734077
20.8333,0.111456,0.888494,70473.7,139973,44599452,54,39,999973,354381027
21,0.11228,0.887688,70409.7,139872,44929167,58,43,999971,354058345
21.1667,0.113143,0.886822,70341,139747,45274201,62,45,999969,353711740
21.3333,0.113957,0.886015,70277,139651,45600014,58,47,999971,353388913
21.5,0.114823,0.885123,70206.3,139522,45946544,64,49,999968,353031969
21.6667,0.115702,0.884258,70137.7,139416,46298377,62,40,999969,352685820
21.8333,0.116562,0.883408,70070.3,139302,46642641,50,39,999975,352345801
22,0.117391,0.882583,70004.8,139190,46974103,44,30,999978,352015392
22.1667,0.118266,0.881702,69934.9,139072,47324266,42,34,999979,351662890
22.3333,0.119106,0.880869,69868.9,138947,47660673,48,34,999976,351329848
22.5,0.119949,0.880014,69801,138824,47997818,60,42,999970,350987403
22.6667,0.120771,0.879183,69735.1,138732,48326699,56,44,999972,350654986
22.8333,0.121615,0.878364,69670.2,138630,48664456,44,32,999978,350327381
23,0.122467,0.877499,69601.6,138514,49005288,50,38,999975,349981154
23.1667,0.123328,0.876645,69533.8,138392,49349819,56,37,999972,349639495
23.3333,0.124146,0.875819,69468.3,138288,49677227,58,46,999971,349308816
23.5,0.125005,0.874959,69400.1,138177,50021182,60,44,999970,348964824
23.6667,0.125838,0.874121,69333.6,138051,50354366,60,45,999970,348629466
23.8333,0.126681,0.873276,69266.6,137953,50691736,58,42,999971,348291414
24,0.127541,0.872415,69198.3,137860,51035855,64,50,999968,347946953
24.1667,0.128385,0.871572,69131.4,137746,51373331,72,58,999964,347609456
24.3333,0.129245,0.87072,69063.9,137628,51717685,44,37,999978,347268675
24.5,0.130095,0.869864,68995.9,137492,52057907,56,43,999972,346925900
24.6667,0.130959,0.869001,68927.5,137377,52403609,56,42,999972,346580627
24.8333,0.131796,0.868169,68861.6,137268,52738526,58,39,999971,346247926
25,0.132615,0.867355,68797,137160,53066120,60,38,999970,345922187
25.1667,0.133466,0.866501,68729.2,137032,53406548,56,41,999972,345580152
25.3333,0.134275,0.86569,68664.9,136912,53730202,56,44,999972,345255955
25.5,0.135099,0.864858,68598.9,136806,54060279,64,47,999968,344922679
25.6667,0.13593,0.864052,68535,136697,54392472,28,19,999986,344600225
25.8333,0.136756,0.863216,68468.7,136589,54723030,46,35,999977,344265972
26,0.137578,0.862386,68402.8,136487,55052147,54,41,999973,343933583
26.1667,0.138371,0.861599,68340.4,136381,55369268,48,33,999976,343618590
26.3333,0.139213,0.860751,68273.1,136259,55706360,54,40,999973,343279311
26.5,0.140068,0.859906,68206.2,136151,56048330,44,32,999978,342941458
26.6667,0.140877,0.859081,68140.7,136039,56372218,54,40,999973,342611301
26.8333,0.141693,0.858258,68075.4,135917,56698711,56,46,999972,342281735
27,0.142537,0.857429,68009.7,135808,57036397,58,43,999971,341950244
27.1667,0.143347,0.856619,67945.4,135696,57360566,48,39,999976,341626044
27.3333,0.144185,0.855787,67879.4,135602,57695760,60,41,999970,341292914
27.5,0.145017,0.85495,67813,135501,58028713,50,35,999975,340958204
27.6667,0.145848,0.854111,67746.5,135402,58361347,60,46,999970,340622407
27.8333,0.146675,0.853286,67681,135292,58692427,68,50,999966,340292271
28,0.147489,0.852466,67616,135163,59017996,60,44,999970,339964098
28.1667,0.148304,0.851661,67552.1,135060,59344292,58,44,999971,339642063
28.3333,0.149145,0.850822,67485.6,134953,59680809,46,35,999977,339306400
28.5,0.149956,0.850015,67421.6,134851,60005069,54,36,999973,338983299
28.6667,0.150771,0.849189,67356.1,134728,60331205,60,48,999970,338653018
28.8333,0.151601,0.848368,67290.9,134606,60663500,56,40,999972,338324360
29,0.152432,0.847536,67224.9,134497,60995830,56,42,999972,337991287
29.1667,0.153265,0.846712,67159.6,134395,61329108,50,38,999975,337661753
29.3333,0.154086,0.845873,67093,134278,61657714,50,35,999975,337325845
29.5,0.154915,0.845059,67028.5,134174,61989685,46,31,999977,337000200
29.6667,0.155713,0.844259,66965.1,134073,62308773,48,35,999976,336680232
29.8333,0.156513,0.843464,66902,133967,62628984,46,29,999977,336362060
30,0.157344,0.842624,66835.4,133840,62961534,58,45,999971,336025922
30.1667,0.158177,0.841786,66768.9,133714,63294641,62,43,999969,335690671
30.3333,0.159002,0.840977,66704.7,133594,63625136,42,25,999979,335366780
30.5,0.159777,0.840186,66642,133481,63934976,60,42,999970,335050394
30.6667,0.160593,0.839378,66577.9,133376,64261703,52,42,999974,334726913
30.8333,0.161392,0.838574,66514.1,133262,64581364,44,34,999978,334405280
31,0.162188,0.837779,66451.1,133154,64899691,60,43,999970,334087275
31.1667,0.162978,0.836992,66388.7,133044,65215992,52,36,999974,333772385
31.3333,0.163785,0.836186,66324.7,132940,65538987,62,45,999969,333449602
31.5,0.164594,0.83537,66259.9,132829,65862542,54,36,999973,333122985
31.6667,0.165415,0.834556,66195.4,132700,66191236,56,36,999972,332797543
31.8333,0.166232,0.833734,66130.2,132591,66518220,58,46,999971,332468556
32,0.167003,0.832961,66068.9,132487,66826597,58,45,999971,332159020
32.1667,0.167829,0.832143,66004,132376,67156985,48,36,999976,331831947
32.3333,0.168634,0.831338,65940.1,132268,67479027,58,40,999971,331509622
32.5,0.169442,0.830515,65874.9,132165,67802439,56,41,999972,331180609
32.6667,0.17023,0.829728,65812.5,132058,68118032,58,40,999971,330865678
32.8333,0.171035,0.828938,65749.8,131974,68440048,46,37,999977,330549483
33,0.17182,0.828158,65687.9,131872,68754212,50,35,999975,330237177
33.1667,0.172646,0.827313,65620.9,131769,69084513,62,50,999969,329899271
33.3333,0.173475,0.826482,65555,131655,69416192,60,42,999970,329566762
33.5,0.174279,0.825687,65491.9,131561,69738221,60,44,999970,329248524
33.6667,0.175055,0.824911,65430.4,131464,70048719,56,44,999972,328937944
33.8333,0.175847,0.824126,65368.1,131355,70365647,50,38,999975,328623760
34,0.176663,0.823303,65302.8,131243,70692090,56,36,999972,328294580
34.1667,0.17744,0.822529,65241.5,131139,71002797,52,40,999974,327985016
34.3333,0.17821,0.82177,65181.3,131036,71311161,36,23,999982,327681289
34.5,0.179003,0.820964,65117.3,130926,71628424,64,43,999968,327358539
34.6667,0.179808,0.820157,65053.3,130808,71950596,54,38,999973,327035656
34.8333,0.180603,0.819373,64991.1,130702,72268738,48,34,999976,326722028
35,0.181392,0.818571,64927.5,130586,72584487,58,47,999971,326401178
35.1667,0.182201,0.817766,64863.6,130472,72908003,54,40,999973,326078769
35.3333,0.182975,0.817001,64803,130376,73217737,44,37,999978,325772805
35.5,0.183718,0.816249,64743.3,130269,73515292,48,40,999976,325471811
35.6667,0.184487,0.815483,64682.6,130151,73822825,58,42,999971,325165528
35.8333,0.185266,0.814699,64620.4,130039,74134424,50,35,999975,324851497
36,0.186084,0.81389,64556.2,129946,74461912,52,37,999974,324527915
36.1667,0.186876,0.81307,64491.2,129825,74778761,62,48,999969,324199723
36.3333,0.187699,0.81228,64428.5,129701,75108262,48,36,999976,323883619
36.5,0.188472,0.811515,64367.9,129605,75417356,36,18,999982,323577719
36.6667,0.189249,0.810718,64304.6,129483,75728303,52,34,999974,323258606
36.8333,0.190001,0.809965,64244.9,129380,76029262,54,40,999973,322957449
37,0.190802,0.809169,64181.7,129273,76349688,56,38,999972,322638653
37.1667,0.191574,0.808413,64121.8,129178,76658873,44,27,999978,322336358
37.3333,0.192328,0.807649,64061.2,129072,76960463,48,29,999976,322030552
37.5,0.193095,0.806861,63998.7,128957,77267174,66,45,999967,321715437
37.6667,0.193865,0.806103,63938.5,128859,77575557,52,32,999974,321411737
37.8333,0.194652,0.805319,63876.4,128744,77890204,54,39,999973,321098378
38,0.195438,0.804546,63815.1,128639,78204846,44,29,999978,320788830
38.1667,0.196185,0.803795,63755.5,128549,78503979,42,25,999979,320488392
38.3333,0.196967,0.803013,63693.5,128448,78816641,42,27,999979,320175550
38.5,0.197737,0.802215,63630.2,128347,79124722,66,45,999967,319856272
38.6667,0.198517,0.801449,63569.4,128238,79437009,54,34,999973,319549438
38.8333,0.199315,0.80065,63506.1,128116,79756261,58,41,999971,319230004
39,0.200109,0.799858,63443.2,127993,80074120,56,46,999972,318913070
39.1667,0.200889,0.799084,63381.8,127882,80385993,52,36,999974,318603162
39.3333,0.201666,0.798303,63319.9,127768,80696916,48,35,999976,318290783
39.5,0.202394,0.797565,63261.3,127663,80988295,62,46,999969,317995287
39.6667,0.203159,0.796808,63201.3,127556,81294377,60,38,999970,317692685
39.8333,0.203943,0.796026,63139.3,127450,81608078,54,35,999973,317379652
40,0.204694,0.795284,63080.4,127351,81908519,50,34,999975,317082510
40.1667,0.205471,0.794494,63017.8,127253,82219802,58,42,999971,316766680
40.3333,0.206232,0.793735,62957.6,127157,82524105,66,46,999967,316462827
40.5,0.207001,0.792971,62897,127033,82831693,58,44,999971,316157335
40.6667,0.207789,0.792179,62834.1,126926,83147267,54,39,999973,315840040
40.8333,0.208552,0.791423,62774.2,126831,83452360,44,30,999978,315537637
41,0.209308,0.790671,62714.5,126730,83755040,42,25,999979,315236850
41.1667,0.210074,0.789914,62654.5,126619,84061446,40,26,999980,314933849
41.3333,0.210818,0.789162,62594.9,126512,84359248,42,29,999979,314633108
41.5,0.211589,0.788376,62532.5,126410,84667706,60,49,999970,314318404
41.6667,0.212353,0.787616,62472.2,126296,84973507,60,43,999970,314014459
41.8333,0.213152,0.786827,62409.6,126198,85293285,48,37,999976,313698556
42,0.213924,0.786037,62347,126091,85602040,54,39,999973,313382572
42.1667,0.214684,0.785296,62288.2,125989,85906040,42,32,999979,313085903
42.3333,0.21547,0.784498,62224.9,125878,86220865,50,37,999975,312766632
42.5,0.216241,0.783739,62164.7,125770,86529161,48,32,999976,312462995
42.6667,0.216972,0.782991,62105.4,125677,86821624,54,43,999973,312163796
42.8333,0.21771,0.782267,62048,125573,87116876,42,25,999979,311874006
43,0.218475,0.781498,61986.9,125479,87423098,48,33,999976,311566081
43.1667,0.219236,0.780742,61927,125372,87727789,48,32,999976,311263820
43.3333,0.219995,0.779976,61866.2,125265,88031561,56,41,999972,310957126
43.5,0.220753,0.779217,61806,125173,88334672,52,40,999974,310653402
43.6667,0.221511,0.778468,61746.6,125077,88638000,52,35,999974,310353812
43.8333,0.22228,0.777696,61685.4,124964,88945838,46,31,999977,310044705
44,0.223006,0.776971,61627.9,124858,89236082,50,34,999975,309754788
44.1667,0.223759,0.776217,61568.1,124745,89537789,34,27,999983,309453136
44.3333,0.224512,0.775459,61507.9,124633,89838771,50,36,999975,309149567
44.5,0.225285,0.774691,61447,124514,90148179,42,33,999979,308842417
44.6667,0.226038,0.773933,61386.9,124403,90449586,52,36,999974,308539122
44.8333,0.226785,0.773198,61328.6,124317,90748355,46,26,999977,308244896
45,0.227522,0.77246,61270,124223,91043419,46,28,999977,307949420
45.1667,0.228292,0.771678,61208,124125,91351652,46,33,999977,307636737
45.3333,0.229067,0.770898,61146.2,124018,91661449,54,43,999973,307324671
45.5,0.229804,0.770171,61088.5,123923,91956366,48,30,999976,307033770
45.6667,0.230547,0.769431,61029.8,123820,92253916,40,28,999980,306737671
45.8333,0.231296,0.768658,60968.5,123719,92553410,60,50,999970,306428270
46,0.23205,0.767913,60909.4,123620,92855218,54,42,999973,306129939
46.1667,0.232767,0.767199,60852.8,123532,93142288,48,40,999976,305844294
46.3333,0.233524,0.766452,60793.5,123439,93445054,44,29,999978,305545366
46.5,0.234249,0.765729,60736.2,123343,93735195,48,35,999976,305256201
46.6667,0.234974,0.765001,60678.4,123238,94025258,50,37,999975,304964779
46.8333,0.235708,0.764253,60619.1,123142,94319068,56,38,999972,304665631
47,0.236423,0.763552,60563.5,123051,94605100,42,33,999979,304384963
47.1667,0.237141,0.762835,60506.7,122959,94892384,54,34,999973,304098304
47.3333,0.23787,0.762094,60447.9,122853,95184168,60,43,999970,303801760
47.5,0.238606,0.761362,60389.8,122743,95478674,52,38,999974,303508844
47.6667,0.239353,0.760605,60329.8,122629,95777453,62,46,999969,303206003
47.8333,0.240077,0.759893,60273.3,122539,96067381,50,35,999975,302920913
48,0.240806,0.759165,60215.5,122423,96359038,42,31,999979,302629504
48.1667,0.241557,0.758413,60155.9,122337,96659533,48,32,999976,302328677
48.3333,0.242315,0.757658,60096,122244,96962937,46,32,999977,302026764
48.5,0.24307,0.7569,60035.9,122147,97264800,56,40,999972,301723416
48.6667,0.243806,0.756177,59978.5,122051,97559424,48,31,999976,301433835
48.8333,0.244564,0.755406,59917.4,121931,97862826,60,41,999970,301125307
49,0.245288,0.754684,59860.1,121844,98152458,40,30,999980,300836669
49.1667,0.246037,0.75394,59801.1,121742,98452290,44,32,999978,300538800
49.3333,0.246767,0.753187,59741.4,121620,98744168,60,40,999970,300237402
49.5,0.247487,0.752487,59685.8,121536,99032529,56,41,999972,299957347
49.6667,0.24824,0.751731,59625.9,121425,99333752,50,40,999975,299655057
49.8333,0.248952,0.751025,59569.9,121330,99618591,58,37,999971,299372216
50,0.249711,0.750274,59510.3,121225,99922179,40,25,999980,299071736
50.1667,0.25044,0.749537,59451.8,121116,100214144,44,30,999978,298776811
50.3333,0.251151,0.748826,59395.4,121016,100498703,56,36,999972,298492321
50.5,0.251874,0.748105,59338.3,120902,100787676,44,27,999978,298203867
50.6667,0.252576,0.747405,59282.7,120810,101068623,36,29,999982,297923721
50.8333,0.25329,0.746687,59225.8,120717,101354382,44,29,999978,297636677
51,0.25399,0.745994,59170.8,120628,101634460,38,27,999981,297359052
51.1667,0.25473,0.745233,59110.4,120529,101930861,64,46,999968,297054520
51.3333,0.255469,0.7445,59052.4,120421,102226488,54,40,999973,296761489
51.5,0.256186,0.743794,58996.3,120316,102513460,46,29,999977,296478693
51.6667,0.256898,0.743065,58938.5,120214,102798037,62,50,999969,296187047
51.8333,0.257637,0.74233,58880.2,120113,103093846,60,41,999970,295892987
52,0.258371,0.741605,58822.7,120007,103387618,50,31,999975,295602745
52.1667,0.259058,0.740916,58768.1,119901,103662594,52,37,999974,295327385
52.3333,0.259811,0.740167,58708.7,119798,103963901,44,36,999978,295027663
52.5,0.260539,0.739436,58650.6,119704,104255239,54,42,999973,294734910
52.6667,0.261244,0.73872,58593.9,119610,104537445,66,50,999967,294448618
52.8333,0.261974,0.737994,58536.3,119510,104829373,46,38,999977,294157994
53,0.262718,0.737257,58477.8,119401,105127075,48,38,999976,293863003
53.1667,0.263428,0.736545,58421.3,119305,105411128,62,43,999969,293578051
53.3333,0.264141,0.735828,58364.5,119201,105696380,56,45,999972,293291426
53.5,0.264863,0.735108,58307.4,119093,105985459,50,37,999975,293003116
53.6667,0.265589,0.734389,58250.4,118995,106276117,48,31,999976,292715531
53.8333,0.266308,0.733669,58193.3,118902,106563839,50,35,999975,292427405
54,0.266999,0.732984,58138.9,118804,106840085,48,28,999976,292153073
54.1667,0.267717,0.732258,58081.3,118706,107127366,56,34,999972,291862721
54.3333,0.268443,0.731521,58022.9,118610,107418121,54,33,999973,291567897
54.5,0.269157,0.730824,57967.6,118521,107703640,50,30,999975,291289033
54.6667,0.269858,0.730116,57911.4,118418,107984389,52,37,999974,291005511
54.8333,0.270573,0.729395,57854.2,118316,108270500,60,47,999970,290716978
55,0.27129,0.728689,57798.2,118213,108557215,40,32,999980,290434551
55.1667,0.272013,0.727963,57740.7,118112,108846645,48,36,999976,290144217
55.3333,0.272684,0.727291,57687.3,118028,109114880,44,31,999978,289875089
55.5,0.273418,0.72656,57629.4,117917,109408729,44,31,999978,289582566
55.6667,0.274157,0.725803,57569.3,117813,109704359,54,42,999973,289279714
55.8333,0.274902,0.725079,57511.9,117711,110002372,46,32,999977,288990106
56,0.275611,0.724358,57454.7,117601,110286306,56,40,999972,288701351
56.1667,0.276313,0.723671,57400.2,117507,110567162,46,27,999977,288426494
56.3333,0.277049,0.722919,57340.5,117394,110861796,58,46,999971,288125599
56.5,0.277766,0.72221,57284.3,117296,111148537,42,32,999979,287841824
56.6667,0.278442,0.721541,57231.3,117214,111419196,40,21,999980,287574234
56.8333,0.279177,0.720796,57172.2,117119,111713196,44,32,999978,287276232
57,0.279888,0.720093,57116.4,117023,111997620,42,30,999979,286994905
57.1667,0.280564,0.719416,57062.7,116937,112268182,50,31,999975,286724081
57.3333,0.281268,0.718723,57007.7,116845,112549942,38,22,999981,286446497
57.5,0.28196,0.718017,56951.8,116756,112827023,46,29,999977,286164227
57.6667,0.282658,0.717321,56896.6,116666,113106068,40,27,999980,285885765
57.8333,0.283335,0.71665,56843.3,116571,113377166,46,29,999977,285617165
58,0.284033,0.715945,56787.4,116479,113656266,50,35,999975,285335144
58.1667,0.284745,0.715233,56730.9,116391,113941149,46,33,999977,285050093
58.3333,0.285468,0.714507,56673.4,116292,114230657,60,40,999970,284759811
58.5,0.286169,0.713799,56617.2,116196,114510930,62,47,999969,284476465
58.6667,0.286879,0.713097,56561.5,116098,114795302,54,39,999973,284195360
58.8333,0.287582,0.712401,56506.3,116001,115076552,46,30,999977,283916764
59,0.288286,0.711692,56450,115903,115358020,54,37,999973,283633035
59.1667,0.288995,0.710979,56393.5,115799,115641839,46,28,999977,283347836
59.3333,0.289704,0.710272,56337.4,115705,115925759,44,29,999978,283064850
59.5,0.290375,0.709602,56284.3,115605,116194234,36,21,999982,282796858
59.6667,0.291088,0.708891,56227.9,115501,116479305,38,28,999981,282512375
59.8333,0.291781,0.708199,56173,115414,116756806,48,31,999976,282235358
60,0.292443,0.707531,56120,115322,117021685,42,29,999979,281968157
60.1667,0.293146,0.706831,56064.5,115235,117302858,36,25,999982,281688233
60.3333,0.29382,0.706145,56010.1,115152,117572515,64,46,999968,281413531
60.5,0.294492,0.705481,55957.4,115059,117841693,54,35,999973,281147829
60.6667,0.295163,0.704816,55904.6,114970,118110135,44,28,999978,280881567
60.8333,0.295857,0.704114,55849,114876,118387610,56,34,999972,280600713
61,0.29654,0.703435,55795.1,114782,118661049,58,45,999971,280329040
61.1667,0.297248,0.702726,55738.9,114679,118944196,48,32,999976,280045432
61.3333,0.297924,0.702065,55686.5,114584,119214771,44,27,999978,279780964
61.5,0.298591,0.701383,55632.4,114502,119481614,44,29,999978,279508004
61.6667,0.299289,0.700692,55577.6,114409,119761258,52,35,999974,279231653
