chain_weight_g_mol
538594
312227
1.09004e+06
1.16992e+06
76741.2
23618.3
1.11204e+06
435123
934637
783396
980624
421049
530269
739391
945738
651183
260888
256923
647020
1.28826e+06
161183
582400
448007
880523
710054
1.34099e+06
107465
374864
555839
1.1388e+06
242057
272781
298153
1.99056e+06
154245
643056
231749
316191
264257
996086
682303
556235
73767.9
439682
1.71126e+06
40467
1.38182e+06
307668
845042
33132.8
607773
451575
677546
995491
852178
202809
228578
1.13504e+06
31943.5
269015
43836.7
532251
682303
681709
73966.1
641272
1.5176e+06
410544
376053
935430
846826
99338.3
591122
516393
439286
244634
258707
361187
1.59451e+06
122134
261680
250778
738400
42845.6
2.24467e+06
882704
144929
970317
422833
301126
381207
6769.56
16085.9
148695
348303
143343
456729
261482
458909
218667
43242
1814.06
948513
96959.7
874577
573877
903319
76543
673185
1.64545e+06
253752
400236
530269
5183.8
292206
55531.7
810552
1.14178e+06
553262
1.48331e+06
1.34912e+06
238885
203800
114205
727894
908472
48990.4
121737
490426
306082
1.27776e+06
612926
85264.7
120350
367332
1.79412e+06
552667
426.52
616494
381604
600637
727696
186555
1.05436e+06
781017
1.70849e+06
1.74595e+06
159597
305289
1.04326e+06
16878.8
471397
52756.6
863675
1.71067e+06
340374
1.72871e+06
1.80403e+06
717983
162174
1.24307e+06
37097.2
82886
32736.4
1.12414e+06
667833
523133
320354
1.01293e+06
2.94221e+06
1.67063e+06
568525
1.0395e+06
1.04485e+06
1.07716e+06
154642
1.09401e+06
1.21611e+06
750689
1.22919e+06
168319
113412
595681
11130.4
326102
711640
153849
1.53465e+06
721749
1.75289e+06
230164
72776.8
681907
47999.3
682303
1.28985e+06
3.09068e+06
46413.6
193493
60289
899354
184969
703513
186555
92004.2
661887
104294
1.55982e+06
823040
523331
445034
593104
344140
463072
228181
163165
1.12354e+06
227587
839492
455540
37691.9
102113
793703
2.20662e+06
3.52121e+06
290422
426.52
1.50531e+06
393695
658913
357421
251175
1.28192e+06
1.23335e+06
1.28033e+06
283286
150479
650588
2.19234e+06
659112
1.46805e+06
467235
441664
48395.8
1.02265e+06
312821
699548
3.455e+06
720362
1.50056e+06
744346
834338
743355
363367
92797
218865
76543
39872.3
393299
283881
634731
68019.5
516393
351078
633938
248796
318371
1.42464e+06
732453
1.3959e+06
99734.7
1.19312e+06
269808
75155.5
272384
333040
284079
229767
405588
327093
891425
710847
317380
123521
204791
742166
175851
642461
870414
1.12592e+06
1.46012e+06
178032
350087
450386
363566
257914
631559
1.97133e+06
1.34951e+06
500932
150083
1.03791e+06
580220
226794
426.52
127486
480912
818282
334625
134027
9148.2
678339
187150
402417
985382
106276
147109
289431
1.03791e+06
2.13704e+06
73569.7
580418
885281
150281
121539
218865
919176
752473
91211.3
1.87123e+06
221442
209549
368323
657724
666842
409949
455936
961001
41259.8
52756.6
146118
36106.1
1.43871e+06
789144
133432
955054
225604
251373
539585
496769
905697
129270
119755
285863
361385
773683
411931
163562
652372
659706
748905
556037
115592
1.30352e+06
1.47201e+06
680718
1.54912e+06
200232
578832
184771
585374
334824
996680
64649.8
2.04982e+06
559605
152065
282097
35907.9
80111
175653
316786
216090
1.12096e+06
340968
874973
2.6316e+06
469613
1.89997e+06
223226
437700
2.43397e+06
807578
330265
430960
718974
15689.5
695980
306082
928493
94779.2
568327
583590
510645
71587.5
177833
462279
98545.4
357817
343545
1.15208e+06
171094
700936
1.50729e+06
1.69124e+06
1.16913e+06
2.17153e+06
1.10491e+06
75353.7
838302
341167
1.62662e+06
217477
241264
293396
108060
721947
255139
1.00917e+06
291810
641470
662481
990139
319362
766745
926709
859314
1.98223e+06
157219
3.6778e+06
2.85142e+06
44034.9
1.91761e+06
153452
452963
1.10213e+06
288638
436312
227785
481506
315398
270600
429375
235119
220451
138982
115592
1.4284e+06
124116
1.26467e+06
902129
512825
238092
2.86629e+06
152461
570111
765556
161381
3.45124e+06
380811
367728
818084
548703
1.08469e+06
94382.8
1.68847e+06
499743
404201
460495
816696
324913
189132
175257
268816
630766
504698
1.00996e+06
1.88451e+06
673780
265248
407967
475956
55333.5
16482.3
1.72375e+06
1.77152e+06
170103
710649
77732.3
496373
136405
426.52
101717
14500.1
157813
492607
106672
711442
288837
1.05674e+06
152065
1.27677e+06
752671
493201
1.68331e+06
198052
14698.4
316389
1.53366e+06
1.29837e+06
2.6316e+06
90616.6
281899
83084.3
860503
175257
999455
274565
249391
1.24584e+06
406976
72578.6
569516
347312
921357
190123
206575
300135
878343
373477
268222
795487
123918
2.02068e+06
29763.1
142947
1.28985e+06
265248
114403
668230
653958
528683
26988
739985
665455
32538.2
2.59453e+06
385568
863675
1.58916e+06
505491
426.52
292405
220451
1.07993e+06
72380.4
1.56954e+06
1.04227e+06
300333
261482
784783
98347.2
1.317e+06
554055
1.16398e+06
94581
443845
151272
386559
767340
894597
976264
376846
947522
768925
125503
250977
1.58539e+06
1.81691e+06
290819
971705
190718
193096
921158
2.03892e+06
156426
1.14297e+06
961992
224019
818084
1.51522e+06
460099
308262
733444
343942
272186
48990.4
271988
1.01769e+06
124909
1.25397e+06
452170
466442
189330
1.98164e+06
773088
1.86568e+06
385766
457522
249193
795487
782801
1.05555e+06
349690
1.24921e+06
183582
129666
549298
1.12869e+06
431555
1.40283e+06
63856.9
564561
386361
125503
1.95805e+06
425410
709063
1.8298e+06
1.41155e+06
1.38499e+06
130855
686070
231749
426.52
433339
1.48985e+06
1.09024e+06
92598.8
68812.4
2.62407e+06
650985
144532
967740
214504
99734.7
963379
37295.4
58901.4
283881
610349
458116
3796.26
913824
676753
133829
417680
235317
1.80086e+06
1.65418e+06
1.17151e+06
135018
255932
183978
73173.3
2.71148e+06
501130
1.30947e+06
681510
711838
1.91602e+06
56324.6
160985
135414
657724
1.41849e+06
135613
812137
1.29242e+06
1.12651e+06
883695
147109
989346
378234
327093
650192
226794
718776
745734
49783.3
663076
865855
246616
979237
443052
84471.8
2.81515e+06
143541
82489.6
204593
1.32018e+06
599051
406778
1.45378e+06
527692
1.29619e+06
447016
144532
1.38737e+06
664662
271988
37691.9
6769.56
397461
96761.4
303307
167724
143938
322732
195277
17077
1.84546e+06
278331
950495
230956
265248
388541
239282
1.34337e+06
44629.6
266636
839888
157813
1.23018e+06
675366
1.02285e+06
354249
161381
33727.5
205584
1.46349e+06
21041.4
2.76956e+06
146911
479524
5.4261e+06
1.98877e+06
949702
1.37112e+06
759213
523133
278133
192898
387154
1.2506e+06
729876
636713
2.00245e+06
16284.1
199836
130062
842465
614710
63856.9
