Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
12.6667,0.0607258,0.939248,46572.6,92164.7,15190633,36,32,999982,233802400
12.8333,0.0614658,0.938503,46535.7,92092,15375749,36,24,999982,233616119
13,0.0622506,0.937731,46497.4,92020.9,15572067,36,23,999982,233422922
13.1667,0.0630203,0.936966,46459.4,91941.4,15764619,34,18,999983,233231492
13.3333,0.0638049,0.936172,46420.1,91874.1,15960871,34,23,999983,233032959
13.5,0.0646052,0.935373,46380.5,91810.3,16161087,36,26,999982,232833091
13.6667,0.0654,0.934585,46341.4,91750,16359910,32,18,999984,232636016
13.8333,0.0661925,0.933788,46301.9,91680,16558133,34,21,999983,232436633
14,0.0669525,0.933035,46264.6,91618.7,16748272,32,18,999984,232248350
14.1667,0.0676947,0.932286,46227.4,91557.3,16933925,32,21,999984,232060961
14.3333,0.0684454,0.931532,46190,91486.7,17121712,34,24,999983,231872364
14.5,0.0692078,0.930775,46152.5,91423.4,17312420,30,24,999985,231682885
14.6667,0.0699468,0.930041,46116.1,91371.3,17497282,26,19,999987,231499233
14.8333,0.07068,0.929287,46078.7,91314.3,17680708,36,22,999982,231310651
15,0.0714176,0.928563,46042.8,91265.2,17865212,34,21,999983,231129491
15.1667,0.0721678,0.927813,46005.6,91210.3,18052862,36,23,999982,230942034
15.3333,0.0729662,0.927015,45966,91141.5,18252591,34,22,999983,230742324
15.5,0.0737591,0.92622,45926.6,91077.1,18450947,34,25,999983,230543588
15.6667,0.0745295,0.925451,45888.5,91014.4,18643663,38,26,999981,230351139
15.8333,0.0753031,0.924663,45849.4,90950.1,18837178,38,28,999981,230154088
16,0.0760598,0.923924,45812.8,90889.4,19026468,34,22,999983,229969064
16.1667,0.0768437,0.923139,45773.8,90824.7,19222562,32,20,999984,229772652
16.3333,0.0775987,0.922377,45736.1,90765.5,19411428,34,25,999983,229582203
16.5,0.0783939,0.921582,45696.6,90707.8,19610343,38,24,999981,229383150
16.6667,0.0791544,0.920824,45659.1,90649.9,19800584,30,22,999985,229193734
16.8333,0.0799004,0.92008,45622.2,90586.2,19987201,32,22,999984,229007495
17,0.0806555,0.919324,45584.7,90530.3,20176082,30,19,999985,228818479
17.1667,0.0814204,0.918554,45546.5,90472.4,20367422,38,27,999981,228625846
17.3333,0.0822029,0.91777,45507.6,90412.2,20563159,42,29,999979,228429610
17.5,0.0829656,0.917026,45470.7,90347.8,20753963,30,16,999985,228243609
17.6667,0.0837005,0.916287,45434.1,90292.1,20937785,34,17,999983,228058614
17.8333,0.0844726,0.915508,45395.5,90229,21130933,28,22,999986,227863807
18,0.0852541,0.914731,45356.9,90167.6,21326428,32,19,999984,227669435
18.1667,0.0860069,0.913967,45319.1,90105.7,21514752,38,25,999981,227478458
18.3333,0.0867563,0.91322,45282,90042.2,21702219,42,28,999979,227291537
18.5,0.0874745,0.912506,45246.6,89994.4,21881854,42,23,999979,227112906
18.6667,0.0882372,0.911737,45208.5,89929.3,22072647,42,22,999979,226920449
18.8333,0.0889922,0.910991,45171.5,89858.7,22261518,28,17,999986,226733845
19,0.0897486,0.910225,45133.5,89796.7,22450725,34,21,999983,226542195
19.1667,0.0904965,0.909478,45096.5,89733.9,22637829,36,24,999982,226355373
19.3333,0.0912583,0.908721,45059,89671.6,22828388,38,26,999981,226166201
19.5,0.0920389,0.907944,45020.4,89617.8,23023666,26,18,999987,225971747
19.6667,0.0927665,0.907222,44984.6,89560.9,23205669,30,17,999985,225790993
19.8333,0.0935418,0.906431,44945.4,89500.6,23399612,32,24,999984,225593182
20,0.0942795,0.905701,44909.2,89432.6,23584155,24,19,999988,225410590
20.1667,0.0950325,0.904922,44870.6,89368.5,23772513,44,32,999978,225215872
20.3333,0.0957936,0.904178,44833.7,89318.5,23962900,38,30,999981,225029751
20.5,0.0965607,0.903418,44796,89254.1,24154794,36,23,999982,224839454
20.6667,0.0972839,0.902702,44760.5,89203.9,24335691,28,12,999986,224660447
20.8333,0.0980561,0.901926,44722,89141.6,24528862,34,21,999983,224466356
21,0.0987744,0.901204,44686.2,89086.2,24708552,38,26,999981,224285596
21.1667,0.0995006,0.900482,44650.4,89015.3,24890223,30,23,999985,224105111
21.3333,0.100247,0.899736,44613.4,88959.2,25076905,38,24,999981,223918408
21.5,0.100971,0.899009,44577.3,88903.8,25257912,34,21,999983,223736503
21.6667,0.101717,0.898266,44540.5,88849.1,25444566,30,21,999985,223550641
21.8333,0.102436,0.897557,44505.4,88792.1,25624610,26,13,999987,223373424
22,0.103162,0.896818,44468.7,88732.1,25806233,34,22,999983,223188508
22.1667,0.103932,0.89605,44430.6,88675.7,25998644,28,19,999986,222996366
22.3333,0.104656,0.895332,44395.1,88621.8,26179882,28,16,999986,222816882
22.5,0.105418,0.894561,44356.8,88551.6,26370406,34,21,999983,222623988
22.6667,0.106179,0.893806,44319.4,88490.4,26560785,32,18,999984,222435066
22.8333,0.106907,0.893084,44283.6,88424.4,26742990,30,14,999985,222254546
23,0.107637,0.892344,44246.9,88365.1,26925423,30,23,999985,222069293
23.1667,0.108344,0.89163,44211.5,88310.1,27102440,32,30,999984,221890801
23.3333,0.109045,0.890931,44176.8,88245.1,27277843,36,23,999982,221715985
23.5,0.109823,0.890158,44138.5,88183.7,27472431,40,25,999980,221522472
23.6667,0.110545,0.88944,44102.9,88121.7,27652946,32,17,999984,221342941
23.8333,0.111275,0.88871,44066.7,88063.1,27835502,34,18,999983,221160187
24,0.112021,0.887947,44028.8,88005.1,28022098,44,34,999978,220969399
24.1667,0.112783,0.8872,43991.8,87933.2,28212780,30,19,999985,220782554
24.3333,0.113493,0.886484,43956.3,87874.3,28390544,32,23,999984,220603345
24.5,0.114234,0.885743,43919.6,87818.9,28575843,36,24,999982,220418143
24.6667,0.114981,0.885012,43883.3,87754.5,28762769,26,14,999987,220235185
24.8333,0.115672,0.884316,43848.8,87715.9,28935523,30,20,999985,220061033
25,0.116409,0.883581,43812.4,87661,29119952,30,20,999985,219877217
25.1667,0.117122,0.882861,43776.7,87610.2,29298109,24,16,999988,219697170
25.3333,0.117857,0.882121,43740,87549.7,29482023,24,17,999988,219512078
25.5,0.118589,0.881392,43703.8,87489.2,29665318,32,19,999984,219329711
25.6667,0.119287,0.880696,43669.3,87434.4,29839912,36,22,999982,219155618
25.8333,0.120027,0.879956,43632.6,87371.5,30024991,30,20,999985,218970404
26,0.120748,0.879237,43597,87317.6,30205311,26,17,999987,218790681
26.1667,0.121456,0.878531,43562,87264.2,30382489,32,23,999984,218613983
26.3333,0.122174,0.877818,43526.6,87202.4,30562116,24,13,999988,218435751
26.5,0.12288,0.877098,43490.9,87141,30738525,40,28,999980,218255608
26.6667,0.123631,0.876353,43454,87076.8,30926547,30,20,999985,218069116
26.8333,0.124362,0.875629,43418.1,87014.1,31109227,28,15,999986,217888141
27,0.125067,0.874914,43382.6,86963.6,31285608,34,20,999983,217709234
27.1667,0.125807,0.874176,43346,86903.7,31470691,26,17,999987,217524677
27.3333,0.126519,0.873461,43310.6,86840.7,31649014,28,19,999986,217345653
27.5,0.127264,0.872722,43273.9,86775.6,31835227,32,17,999984,217160813
27.6667,0.12796,0.872024,43239.3,86714.4,32009246,36,24,999982,216986211
27.8333,0.12868,0.871298,43203.3,86648.6,32189537,36,27,999982,216804550
28,0.129398,0.870577,43167.5,86589.1,32368993,44,33,999978,216624215
28.1667,0.130137,0.869849,43131.5,86531,32553989,30,17,999985,216442137
28.3333,0.13087,0.869104,43094.5,86466.9,32737215,42,30,999979,216255810
28.5,0.131607,0.86838,43058.6,86402.9,32921613,30,12,999985,216074678
28.6667,0.132317,0.867671,43023.5,86351.6,33099363,28,19,999986,215897452
28.8333,0.133018,0.866965,42988.5,86296.1,33274702,36,21,999982,215720693
29,0.13375,0.866234,42952.2,86234.5,33457861,30,18,999985,215537932
29.1667,0.134475,0.865501,42915.9,86173.4,33639015,36,24,999982,215354534
29.3333,0.135162,0.864826,42882.4,86115.7,33810854,32,12,999984,215185638
29.5,0.13588,0.864103,42846.6,86059.7,33990675,30,19,999985,215004862
29.6667,0.136615,0.863367,42810,85998.2,34174542,34,25,999983,214820653
29.8333,0.137345,0.862642,42774.1,85936.2,34356978,38,20,999981,214639257
30,0.138072,0.861905,42737.6,85877.8,34538897,30,23,999985,214455070
30.1667,0.138785,0.861193,42702.3,85825.8,34717339,34,24,999983,214276962
30.3333,0.139474,0.860506,42668.2,85769.4,34889633,36,23,999982,214105073
30.5,0.140223,0.859755,42630.9,85707.7,35076952,40,32,999980,213917067
30.6667,0.140939,0.85904,42595.5,85649.5,35256153,38,24,999981,213738428
30.8333,0.141666,0.858307,42559.2,85579.9,35438062,32,18,999984,213555033
31,0.142365,0.857618,42525,85518.9,35612905,34,27,999983,213382664
