Time (min),Monomer Conversion,Polymer Wt Fraction,Side Product Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds,# Side Prods
6.166667,0.976906,0.000418,0.022661,505.611515,1031.310885,596350571,28,0,99986,139917,6921238
6.333335,0.976255,0.000414,0.023316,501.162556,986.033650,595952809,34,0,99983,137676,7121238
6.500000,0.975602,0.000411,0.023971,497.088834,951.588894,595554680,36,0,99982,135622,7321329
6.666668,0.974953,0.000407,0.024623,492.820680,911.653086,595158366,26,0,99987,133463,7520568
6.833334,0.974304,0.000405,0.025275,489.490460,881.805825,594762081,40,0,99980,131791,7719543
7.000003,0.973657,0.000402,0.025924,486.520168,854.085226,594367265,20,0,99990,130281,7917711
7.166668,0.973009,0.000400,0.026574,483.511667,827.881578,593971374,30,0,99985,128769,8116410
7.333334,0.972361,0.000397,0.027224,480.211782,792.823012,593575940,40,0,99980,127110,8314954
7.500000,0.971714,0.000395,0.027873,477.383784,768.060937,593181227,36,0,99982,125681,8513026
7.666668,0.971067,0.000393,0.028522,474.984119,748.597939,592786121,44,0,99978,124475,8711180
7.833334,0.970422,0.000390,0.029169,472.397171,725.567528,592392021,32,0,99984,123163,8908889
8.000000,0.969778,0.000388,0.029814,469.742704,701.946825,591999424,34,0,99983,121825,9105856
8.166667,0.969133,0.000387,0.030460,468.368739,691.087574,591605397,36,0,99982,121133,9303215
8.333334,0.968487,0.000385,0.031107,466.421316,674.439453,591211209,42,0,99979,120154,9500797
8.500000,0.967846,0.000384,0.031749,464.244683,654.238709,590819864,30,0,99985,119049,9697025
8.666667,0.967204,0.000382,0.032393,462.748122,643.232710,590427677,30,0,99985,118294,9893496
8.833334,0.966561,0.000381,0.033036,461.516875,635.884013,590035570,32,0,99984,117674,10089859
9.000000,0.965922,0.000380,0.033676,459.518516,619.444951,589645452,34,0,99983,116667,10285421
9.166667,0.965284,0.000379,0.034315,458.158426,610.761025,589255880,36,0,99982,115982,10480549
9.333333,0.964645,0.000378,0.034955,457.152070,603.414385,588865566,32,0,99984,115472,10675962
9.500001,0.964006,0.000377,0.035594,455.943707,595.301670,588475593,40,0,99980,114867,10871249
9.666667,0.963369,0.000376,0.036231,454.943298,588.813502,588086858,36,0,99982,114360,11065871
9.833335,0.962732,0.000375,0.036869,453.977188,582.124828,587697830,28,0,99986,113868,11260633
10.000001,0.962095,0.000374,0.037506,452.671697,572.066958,587309218,36,0,99982,113214,11455264
10.166667,0.961462,0.000373,0.038139,451.682579,563.834090,586923005,36,0,99982,112715,11648620
10.333334,0.960828,0.000372,0.038774,450.375106,554.851011,586535822,44,0,99978,112060,11842537
10.500001,0.960194,0.000371,0.039409,449.366768,547.954430,586148619,40,0,99980,111549,12036395
10.666667,0.959562,0.000371,0.040041,448.635159,543.149954,585762805,28,0,99986,111173,12229493
10.833338,0.958932,0.000370,0.040671,448.034853,540.016471,585378550,26,0,99987,110869,12421773
11.000000,0.958297,0.000369,0.041306,447.032939,532.066255,584990773,32,0,99984,110367,12615911
11.166667,0.957668,0.000369,0.041936,445.998833,524.664315,584606431,28,0,99986,109843,12808345
11.333337,0.957039,0.000368,0.042565,445.358582,521.151169,584222410,28,0,99986,109520,13000517
11.500000,0.956410,0.000368,0.043194,444.707819,516.552908,583838646,32,0,99984,109194,13192561
11.666667,0.955782,0.000367,0.043822,444.246869,513.664627,583455099,26,0,99987,108958,13384454
11.833336,0.955154,0.000367,0.044450,443.511951,508.875724,583071839,36,0,99982,108593,13576264
12.000001,0.954525,0.000366,0.045080,442.897947,504.600005,582687874,46,0,99977,108289,13768396
12.166668,0.953901,0.000365,0.045704,442.259200,500.219564,582306841,36,0,99982,107961,13959079
12.333334,0.953275,0.000365,0.046329,441.633126,495.558694,581925125,34,0,99983,107644,14150096
12.500005,0.952652,0.000365,0.046952,441.113913,492.916975,581544868,20,0,99990,107374,14340363
12.666668,0.952032,0.000364,0.047573,440.719632,490.545883,581166104,32,0,99984,107182,14529838
12.833333,0.951410,0.000364,0.048195,440.371066,488.684505,580786276,30,0,99985,107005,14719841
13.000000,0.950789,0.000364,0.048815,440.079683,487.285273,580407231,30,0,99985,106858,14909437
13.166667,0.950168,0.000363,0.049436,439.671951,485.070091,580028273,26,0,99987,106650,15099021
13.333334,0.949548,0.000363,0.050056,439.091166,481.375414,579650120,26,0,99987,106357,15288244
13.500001,0.948929,0.000363,0.050675,438.722655,479.498452,579272165,38,0,99981,106178,15477308
13.666668,0.948314,0.000362,0.051290,438.374389,477.637429,578896265,34,0,99983,106000,15665348
13.833334,0.947695,0.000362,0.051909,437.927314,474.767225,578518625,28,0,99986,105771,15854284
14.000000,0.947078,0.000362,0.052526,437.703025,473.808244,578142128,30,0,99985,105659,16042588
14.166669,0.946461,0.000361,0.053143,437.302320,471.721839,577765240,32,0,99984,105458,16231132
14.333334,0.945847,0.000361,0.053757,437.021449,470.112650,577390298,28,0,99986,105314,16418676
14.500001,0.945233,0.000361,0.054370,436.737393,468.813032,577016011,32,0,99984,105173,16605889
14.666667,0.944619,0.000361,0.054984,436.467034,467.507817,576640810,24,0,99988,105032,16793562
14.833335,0.944007,0.000361,0.055596,436.242143,466.612748,576267435,30,0,99985,104922,16980303
15.000000,0.943399,0.000360,0.056204,436.040561,465.638205,575895919,26,0,99987,104818,17166114
15.166668,0.942788,0.000360,0.056815,435.780291,464.348553,575523150,30,0,99985,104689,17352562
15.333337,0.942178,0.000360,0.057425,435.471068,463.004262,575150692,30,0,99985,104533,17538869
15.500001,0.941571,0.000360,0.058032,435.330933,462.392896,574780003,26,0,99987,104460,17724251
15.666667,0.940961,0.000360,0.058640,435.147969,461.529101,574408199,30,0,99985,104370,17910197
15.833334,0.940354,0.000359,0.059248,434.882354,459.969075,574037175,30,0,99985,104236,18095776
16.000001,0.939745,0.000359,0.059856,434.659145,458.986676,573665589,38,0,99981,104128,18281621
16.166669,0.939136,0.000359,0.060466,434.431014,457.580676,573293631,26,0,99987,104006,18467664
16.333334,0.938531,0.000359,0.061070,434.272137,457.005903,572924489,28,0,99986,103927,18652274
16.500001,0.937922,0.000359,0.061679,433.920085,455.077809,572552484,36,0,99982,103754,18838361
16.666667,0.937318,0.000358,0.062283,433.732979,454.062286,572183759,28,0,99986,103655,19022775
16.833334,0.936712,0.000358,0.062888,433.441472,452.447280,571814083,42,0,99979,103516,19207679
17.000001,0.936108,0.000358,0.063492,433.263198,451.241901,571445698,28,0,99986,103418,19391924
17.166668,0.935506,0.000358,0.064094,433.082817,450.590990,571078083,28,0,99986,103327,19575777
17.333334,0.934906,0.000358,0.064694,432.895110,449.548547,570711618,24,0,99988,103230,19759059
17.500000,0.934304,0.000358,0.065296,432.750587,449.097633,570344080,36,0,99982,103164,19942858
17.666667,0.933704,0.000358,0.065896,432.618080,448.600059,569977635,34,0,99983,103096,20126115
17.833335,0.933104,0.000357,0.066495,432.456141,447.846001,569611559,30,0,99985,103012,20309196
18.000000,0.932505,0.000357,0.067094,432.307777,447.329188,569245984,28,0,99986,102936,20492022
18.166667,0.931908,0.000357,0.067690,432.183500,446.746812,568881505,24,0,99988,102871,20674295
18.333334,0.931308,0.000357,0.068290,432.068533,446.296778,568515209,24,0,99988,102813,20857472
18.500002,0.930712,0.000357,0.068886,431.916806,445.565423,568151504,18,0,99991,102733,21039366
18.666667,0.930115,0.000357,0.069482,431.808564,445.250833,567787042,26,0,99987,102683,21221620
18.833334,0.929521,0.000357,0.070076,431.701702,444.954009,567424595,38,0,99981,102636,21402864
19.000002,0.928930,0.000357,0.070667,431.601512,444.543484,567063670,32,0,99984,102582,21583355
19.166667,0.928336,0.000357,0.071261,431.511712,444.274779,566700693,36,0,99982,102539,21764864
19.333334,0.927745,0.000357,0.071852,431.405575,443.769931,566340029,30,0,99985,102482,21945226
19.500000,0.927154,0.000356,0.072442,431.272467,443.211438,565979482,32,0,99984,102416,22125532
19.666667,0.926565,0.000356,0.073031,431.176543,442.825453,565619883,24,0,99988,102363,22305360
19.833334,0.925976,0.000356,0.073620,431.155039,442.757944,565260148,22,0,99989,102351,22485234
20.000000,0.925388,0.000356,0.074207,431.002888,442.207572,564901524,32,0,99984,102280,22664579
20.166667,0.924802,0.000356,0.074792,430.931830,441.871193,564543954,30,0,99985,102243,22843383
20.333335,0.924214,0.000356,0.075380,430.852842,441.552664,564184786,28,0,99986,102202,23022988
20.500000,0.923627,0.000356,0.075967,430.770793,441.083429,563826550,20,0,99990,102156,23202131
20.666667,0.923040,0.000356,0.076554,430.676427,440.828510,563468149,28,0,99986,102113,23381351
20.833333,0.922455,0.000356,0.077138,430.566503,440.512374,563111042,34,0,99983,102061,23559929
21.000001,0.921870,0.000356,0.077723,430.535390,440.370073,562753846,30,0,99985,102043,23738537
21.166668,0.921286,0.000356,0.078307,430.456881,440.113640,562397163,38,0,99981,102008,23916894
21.333334,0.920703,0.000356,0.078889,430.390388,439.796155,562041591,32,0,99984,101971,24094700
21.500001,0.920123,0.000356,0.079469,430.363239,439.666682,561687441,28,0,99986,101955,24271784
21.666669,0.919540,0.000356,0.080052,430.336691,439.538446,561331301,20,0,99990,101937,24449865
21.833337,0.918958,0.000356,0.080633,430.245865,439.403265,560976253,44,0,99978,101905,24627399
22.000002,0.918378,0.000356,0.081213,430.266412,439.363962,560622270,26,0,99987,101905,24804395
22.166671,0.917799,0.000356,0.081791,430.194752,438.974135,560268920,28,0,99986,101870,24981087
22.333334,0.917221,0.000355,0.082369,430.133003,438.782816,559916143,30,0,99985,101840,25157490
22.500001,0.916643,0.000355,0.082947,429.980073,437.730487,559562942,32,0,99984,101764,25334128
22.666667,0.916065,0.000355,0.083525,429.950641,437.629287,559209985,30,0,99985,101748,25510615
22.833335,0.915490,0.000355,0.084100,429.910518,437.444151,558859126,20,0,99990,101722,25686060
23.000002,0.914913,0.000355,0.084676,429.821798,437.191218,558506874,30,0,99985,101683,25862203
23.166667,0.914339,0.000355,0.085250,429.787198,437.140271,558156393,36,0,99982,101669,26037449
23.333334,0.913764,0.000355,0.085824,429.734280,436.926071,557805534,32,0,99984,101640,26212894
23.500001,0.913190,0.000355,0.086398,429.674814,436.676449,557455132,32,0,99984,101610,26388110
23.666667,0.912615,0.000355,0.086973,429.656797,436.560427,557104074,20,0,99990,101594,26563650
23.833336,0.912044,0.000355,0.087544,429.580147,436.460441,556755331,42,0,99979,101568,26738029
24.000000,0.911471,0.000355,0.088116,429.598411,436.422324,556405851,26,0,99987,101568,26912773
24.166667,0.910899,0.000355,0.088688,429.532096,436.228923,556056728,32,0,99984,101538,27087348
24.333334,0.910328,0.000355,0.089258,429.500681,436.133824,555708318,30,0,99985,101521,27261562
24.500000,0.909760,0.000355,0.089826,429.448666,435.808714,555361397,20,0,99990,101489,27435041
24.666667,0.909191,0.000355,0.090395,429.398208,435.674488,555013858,26,0,99987,101467,27608820
24.833335,0.908624,0.000355,0.090962,429.321682,435.315028,554667714,34,0,99983,101433,27781907
25.000001,0.908055,0.000355,0.091530,429.317540,435.216934,554320691,22,0,99989,101424,27955426
25.166667,0.907491,0.000355,0.092093,429.251526,434.894789,553976476,26,0,99987,101393,28127548
25.333335,0.906925,0.000355,0.092660,429.171034,434.675853,553630510,34,0,99983,101357,28300547
25.500002,0.906362,0.000355,0.093222,429.171636,434.662469,553286762,30,0,99985,101355,28472423
25.666667,0.905798,0.000355,0.093786,429.148752,434.482783,552942742,24,0,99988,101340,28644442
25.833334,0.905233,0.000355,0.094351,429.015644,433.847035,552597593,26,0,99987,101274,28817049
26.000001,0.904667,0.000355,0.094916,428.958461,433.604635,552252422,24,0,99988,101244,28989650
26.166667,0.904105,0.000354,0.095477,428.926746,433.542477,551909464,24,0,99988,101228,29161137
26.333334,0.903546,0.000354,0.096036,428.871421,433.454263,551568039,36,0,99982,101207,29331857
26.500000,0.902987,0.000354,0.096596,428.832981,433.265912,551226507,28,0,99986,101183,29502637
26.666669,0.902427,0.000354,0.097155,428.793337,433.062164,550884633,28,0,99986,101163,29673584
26.833336,0.901867,0.000354,0.097714,428.738614,432.852326,550543216,36,0,99982,101140,29844302
27.000005,0.901312,0.000354,0.098269,428.745463,432.843560,550204335,30,0,99985,101140,30013744
27.166668,0.900754,0.000354,0.098826,428.703536,432.721472,549863834,32,0,99984,101120,30184004
27.333335,0.900198,0.000354,0.099382,428.607789,432.450889,549524376,36,0,99982,101074,30353755
27.500001,0.899642,0.000354,0.099938,428.544659,432.182979,549184800,34,0,99983,101041,30523560
27.666667,0.899087,0.000354,0.100493,428.475884,431.904279,548845871,30,0,99985,101004,30693044
27.833335,0.898532,0.000354,0.101047,428.456062,431.824271,548507417,30,0,99985,100994,30862276
28.000001,0.897976,0.000354,0.101603,428.410471,431.703323,548168042,30,0,99985,100971,31031975
28.166668,0.897423,0.000354,0.102156,428.405728,431.649572,547829993,22,0,99989,100964,31201005
28.333339,0.896868,0.000354,0.102710,428.393534,431.632652,547491481,24,0,99988,100959,31370263
28.500000,0.896314,0.000354,0.103264,428.319290,431.433831,547153102,30,0,99985,100925,31539468
28.666667,0.895762,0.000354,0.103816,428.283009,431.369914,546815974,34,0,99983,100909,31708039
28.833336,0.895212,0.000354,0.104366,428.301273,431.333734,546480282,18,0,99991,100909,31875889
29.000003,0.894663,0.000354,0.104914,428.263788,431.298456,546145282,30,0,99985,100897,32043392
29.166669,0.894114,0.000354,0.105463,428.226728,431.151615,545810377,26,0,99987,100876,32210856
29.333334,0.893564,0.000354,0.106012,428.169723,431.041442,545474705,36,0,99982,100853,32378701
29.500001,0.893017,0.000354,0.106559,428.179456,430.998014,545140529,24,0,99988,100851,32545793
29.666667,0.892472,0.000354,0.107104,428.167563,430.962432,544807629,24,0,99988,100845,32712246
29.833334,0.891923,0.000354,0.107652,428.123955,430.855197,544473017,24,0,99988,100823,32879563
30.000000,0.891377,0.000354,0.108198,428.096682,430.844959,544139726,34,0,99983,100815,33046210
30.166667,0.890831,0.000354,0.108744,428.049410,430.691278,543806046,32,0,99984,100790,33213063
30.333334,0.890288,0.000354,0.109286,428.040702,430.565631,543474763,24,0,99988,100781,33378711
30.500000,0.889744,0.000354,0.109830,427.980033,430.451136,543142421,32,0,99984,100755,33544893
30.666669,0.889198,0.000354,0.110376,427.927115,430.257241,542809082,28,0,99986,100726,33711578
30.833333,0.888655,0.000354,0.110919,427.868428,430.119837,542477725,36,0,99982,100701,33877267
31.000000,0.888115,0.000354,0.111458,427.858818,430.072108,542148438,34,0,99983,100695,34041914
31.166667,0.887574,0.000354,0.111999,427.851491,430.028810,541817904,30,0,99985,100689,34207185
31.333334,0.887034,0.000354,0.112538,427.823138,429.974382,541488502,34,0,99983,100677,34371891
31.500000,0.886495,0.000354,0.113077,427.786078,429.786862,541159363,30,0,99985,100656,34536472
31.666667,0.885958,0.000353,0.113614,427.727993,429.566112,540831400,34,0,99983,100629,34700466
31.833335,0.885418,0.000353,0.114154,427.712135,429.530201,540501586,34,0,99983,100621,34865377
32.000001,0.884879,0.000353,0.114692,427.716701,429.522541,540172736,30,0,99985,100621,35029803
32.166669,0.884341,0.000353,0.115230,427.680119,429.467840,539844494,36,0,99982,100606,35193930
32.333333,0.883806,0.000353,0.115765,427.636812,429.301247,539517462,34,0,99983,100583,35357458
32.500002,0.883271,0.000353,0.116299,427.632369,429.193800,539191399,24,0,99988,100575,35520496
32.666667,0.882736,0.000353,0.116834,427.614529,429.138445,538864692,24,0,99988,100566,35683854
32.833334,0.882201,0.000353,0.117369,427.613750,429.097684,538537853,16,0,99992,100561,35847278
33.000000,0.881667,0.000353,0.117902,427.572301,429.050872,538211985,28,0,99986,100547,36010216
33.166668,0.881134,0.000353,0.118435,427.560408,429.020699,537886441,28,0,99986,100541,36172991
33.333334,0.880599,0.000353,0.118970,427.542268,428.993178,537560054,30,0,99985,100533,36336188
33.500004,0.880066,0.000353,0.119502,427.523826,428.967773,537234795,34,0,99983,100526,36498820
33.666671,0.879535,0.000353,0.120033,427.505986,428.912394,536910600,34,0,99983,100517,36660922
33.833337,0.879005,0.000353,0.120563,427.523348,428.904666,536586854,24,0,99988,100520,36822796
34.000000,0.878474,0.000353,0.121093,427.530498,428.886467,536262805,16,0,99992,100519,36984823
34.166668,0.877943,0.000353,0.121624,427.499261,428.870318,535938544,26,0,99987,100509,37146956
34.333334,0.877414,0.000353,0.122153,427.477757,428.799687,535615471,24,0,99988,100497,37308499
34.500000,0.876886,0.000353,0.122680,427.438592,428.735214,535293568,34,0,99983,100483,37469455
34.666668,0.876356,0.000353,0.123210,427.447423,428.727536,534970094,28,0,99986,100484,37631193
34.833334,0.875828,0.000353,0.123737,427.445441,428.724649,534647747,28,0,99986,100483,37792367
35.000001,0.875301,0.000353,0.124264,427.453971,428.724605,534325973,24,0,99988,100485,37953254
35.166667,0.874774,0.000353,0.124790,427.426999,428.699227,534004418,32,0,99984,100476,38114034
35.333333,0.874251,0.000353,0.125314,427.423937,428.663195,533684836,26,0,99987,100471,38273829
35.500000,0.873727,0.000353,0.125837,427.414026,428.641404,533364947,26,0,99987,100466,38433776
35.666667,0.873203,0.000353,0.126361,427.382010,428.551353,533045225,28,0,99986,100451,38593644
35.833338,0.872679,0.000353,0.126884,427.344225,428.534424,532725367,42,0,99979,100440,38753575
36.000001,0.872159,0.000353,0.127404,427.360808,428.489600,532407710,24,0,99988,100438,38912409
36.166667,0.871637,0.000353,0.127926,427.319359,428.455574,532089098,36,0,99982,100424,39071719
36.333334,0.871115,0.000353,0.128448,427.339304,428.435477,531770319,22,0,99989,100426,39231111
36.500001,0.870594,0.000353,0.128968,427.299838,428.398816,531452534,34,0,99983,100413,39390007
36.666669,0.870074,0.000353,0.129488,427.281998,428.343385,531134989,34,0,99983,100404,39548784
36.833334,0.869554,0.000353,0.130007,427.286564,428.337569,530817835,30,0,99985,100404,39707362
37.000003,0.869034,0.000353,0.130527,427.240672,428.197806,530500242,32,0,99984,100382,39866169
37.166667,0.868516,0.000353,0.131044,427.227877,428.197856,530184274,38,0,99981,100379,40024153
37.333333,0.868001,0.000353,0.131560,427.202409,428.114006,529869589,36,0,99982,100365,40181503
37.500001,0.867483,0.000353,0.132077,427.216408,428.077889,529553355,22,0,99989,100364,40339624
37.666671,0.866966,0.000353,0.132594,427.184870,428.067468,529237652,34,0,99983,100355,40497477
37.833333,0.866450,0.000353,0.133110,427.189436,428.061653,528922798,30,0,99985,100355,40654905
38.000003,0.865933,0.000353,0.133626,427.187755,428.051123,528607129,28,0,99986,100353,40812741
38.166667,0.865419,0.000353,0.134140,427.177543,428.040624,528293290,30,0,99985,100349,40969662
38.333334,0.864904,0.000353,0.134655,427.167632,428.020645,527978883,30,0,99985,100344,41126868
38.500000,0.864392,0.000353,0.135167,427.157119,428.017783,527666198,34,0,99983,100341,41283211
38.666667,0.863879,0.000353,0.135679,427.155739,427.995934,527353253,30,0,99985,100338,41439686
38.833335,0.863367,0.000353,0.136191,427.160906,427.960125,527040519,22,0,99989,100336,41596056
39.000000,0.862856,0.000353,0.136701,427.131351,427.952586,526728761,34,0,99983,100328,41751936
39.166667,0.862345,0.000353,0.137212,427.147332,427.928559,526417092,20,0,99990,100328,41907774
39.333334,0.861834,0.000353,0.137723,427.130572,427.920976,526104736,26,0,99987,100323,42063953
39.500001,0.861324,0.000353,0.138232,427.137421,427.910417,525793577,20,0,99990,100323,42219534
39.666668,0.860814,0.000353,0.138742,427.112130,427.902860,525482161,30,0,99985,100316,42375243
39.833337,0.860305,0.000353,0.139251,427.087441,427.881863,525171585,36,0,99982,100307,42530534
40.000000,0.859798,0.000353,0.139757,427.098255,427.878929,524862194,30,0,99985,100309,42685230
40.166668,0.859291,0.000353,0.140264,427.090025,427.873156,524552430,32,0,99984,100306,42840113
40.333334,0.858783,0.000353,0.140771,427.092609,427.858930,524242667,28,0,99986,100305,42994996
40.500000,0.858276,0.000353,0.141279,427.082096,427.856063,523932848,32,0,99984,100302,43149906
40.666667,0.857768,0.000353,0.141786,427.109971,427.853076,523623051,18,0,99991,100308,43304805
40.833334,0.857264,0.000353,0.142290,427.071885,427.847396,523315213,34,0,99983,100298,43458725
41.000000,0.856760,0.000353,0.142793,427.034701,427.804070,523007845,44,0,99978,100285,43612413
41.166668,0.856256,0.000353,0.143297,427.082220,427.788649,522699735,18,0,99991,100294,43766470
41.333334,0.855753,0.000353,0.143799,427.037886,427.774561,522393124,36,0,99982,100282,43919777
41.500002,0.855252,0.000353,0.144300,427.045337,427.735839,522086991,26,0,99987,100280,44072847
41.666667,0.854751,0.000353,0.144801,427.044859,427.680020,521780916,16,0,99992,100274,44225890
41.833334,0.854250,0.000353,0.145302,427.023533,427.680078,521475078,26,0,99987,100269,44378809
42.000002,0.853749,0.000353,0.145802,427.036328,427.680043,521169738,20,0,99990,100272,44531479
42.166667,0.853248,0.000353,0.146303,427.034346,427.677149,520863391,20,0,99990,100271,44684653
42.333333,0.852748,0.000353,0.146803,426.994579,427.655394,520558176,34,0,99983,100259,44837263
42.500000,0.852248,0.000353,0.147302,427.024736,427.647674,520253154,18,0,99991,100265,44989775
42.666667,0.851750,0.000353,0.147800,426.993800,427.609051,519949405,26,0,99987,100254,45141653
42.833334,0.851251,0.000353,0.148299,426.964244,427.603325,519644307,38,0,99981,100246,45294203
43.000001,0.850752,0.000353,0.148798,426.996384,427.600343,519339890,22,0,99989,100253,45446412
43.166669,0.850257,0.000353,0.149292,426.980225,427.571940,519037888,24,0,99988,100246,45597416
43.333334,0.849760,0.000353,0.149789,426.959501,427.558549,518734488,30,0,99985,100239,45749118
43.500001,0.849266,0.000353,0.150282,426.926883,427.513056,518433032,36,0,99982,100226,45899851
43.666669,0.848771,0.000353,0.150778,426.936015,427.495911,518130386,28,0,99986,100226,46051176
43.833334,0.848274,0.000353,0.151274,426.920158,427.456175,517827312,28,0,99986,100218,46202717
44.000001,0.847779,0.000353,0.151769,426.893787,427.417240,517525065,32,0,99984,100207,46353845
44.166668,0.847284,0.000353,0.152263,426.896371,427.403010,517222918,28,0,99986,100206,46504920
44.333333,0.846794,0.000353,0.152753,426.894389,427.400113,516923837,28,0,99986,100205,46654461
44.500001,0.846302,0.000353,0.153245,426.890124,427.400122,516623415,30,0,99985,100204,46804672
44.666668,0.845811,0.000353,0.153735,426.909468,427.397181,516323886,20,0,99990,100208,46954437
44.833334,0.845319,0.000353,0.154226,426.865134,427.383046,516023697,38,0,99981,100196,47104533
45.000000,0.844829,0.000353,0.154716,426.869700,427.375394,515724605,34,0,99983,100196,47254080
45.166674,0.844338,0.000353,0.155208,426.881115,427.355344,515424394,24,0,99988,100196,47404188
45.333334,0.843847,0.000353,0.155698,426.864054,427.355377,515124754,32,0,99984,100192,47554008
45.500001,0.843358,0.000353,0.156187,426.839967,427.282228,514826182,34,0,99983,100181,47703299
45.666667,0.842870,0.000353,0.156674,426.846515,427.279315,514528675,30,0,99985,100182,47852053
45.833335,0.842382,0.000353,0.157162,426.813296,427.250918,514230699,40,0,99980,100171,48001044
46.000003,0.841895,0.000353,0.157648,426.838887,427.250875,513933497,28,0,99986,100177,48149645
46.166669,0.841409,0.000353,0.158134,426.830357,427.250889,513636637,32,0,99984,100175,48298075
46.333335,0.840924,0.000353,0.158619,426.830357,427.250889,513340261,32,0,99984,100175,48446263
46.500001,0.840438,0.000353,0.159104,426.855948,427.250845,513044047,20,0,99990,100181,48594370
46.666667,0.839955,0.000353,0.159587,426.809933,427.205898,512749013,36,0,99982,100167,48741890
46.833334,0.839472,0.000353,0.160070,426.839790,427.205850,512453995,22,0,99989,100174,48889399
47.000002,0.838989,0.000353,0.160553,426.814199,427.205891,512159083,34,0,99983,100168,49036855
47.166670,0.838505,0.000353,0.161036,426.806270,427.188775,511864097,34,0,99983,100164,49184350
47.333334,0.838023,0.000353,0.161518,426.821649,427.180047,511569482,24,0,99988,100166,49331659
