Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
3.83334,0.017331,0.982653,38985.7,76567.8,3468824,30,18,999985,195527270
4,0.0180589,0.981934,38957.2,76523.2,3614506,24,10,999988,195383303
4.16667,0.0188198,0.98116,38926.5,76478.3,3766803,34,20,999983,195228438
4.33333,0.0195617,0.980405,38896.5,76439.7,3915299,42,28,999979,195077246
4.5,0.020351,0.979617,38865.3,76387.8,4073263,28,19,999986,194919577
4.66667,0.0211006,0.97888,38836,76339.1,4223299,26,17,999987,194771963
4.83333,0.0218206,0.978166,38807.7,76294.2,4367416,26,17,999987,194629134
5,0.0225415,0.977436,38778.7,76250.9,4511696,34,24,999983,194482940
5.16667,0.0233054,0.976681,38748.8,76197.1,4664604,30,17,999985,194331920
5.33334,0.0240529,0.975937,38719.2,76149,4814206,26,16,999987,194182963
5.5,0.0247647,0.975207,38690.3,76102.7,4956686,42,27,999979,194036945
5.66667,0.025509,0.97447,38661,76048.3,5105655,26,17,999987,193889307
5.83334,0.02624,0.973747,38632.4,76005.4,5251953,26,12,999987,193744703
6,0.0269697,0.97302,38603.5,75957.5,5398015,28,18,999986,193599133
6.16667,0.0277166,0.972269,38573.7,75902,5547512,20,9,999990,193448819
6.33333,0.0284664,0.971514,38543.8,75854.3,5697576,26,15,999987,193297703
6.5,0.0292528,0.970717,38512.2,75797.8,5854966,32,24,999984,193138206
6.66667,0.0299741,0.970007,38484,75746.7,5999352,22,16,999989,192996108
6.83333,0.0307193,0.969265,38454.6,75698.7,6148502,36,20,999982,192847650
7,0.0314266,0.968555,38426.4,75656.5,6290065,26,16,999987,192705521
7.16667,0.0321466,0.96784,38398,75619.1,6434163,24,13,999988,192562292
7.33333,0.0328857,0.967107,38368.9,75575.7,6582105,28,18,999986,192415574
7.5,0.0336008,0.966392,38340.5,75527.8,6725225,16,9,999992,192272438
7.66667,0.0343482,0.965633,38310.4,75480.5,6874823,26,16,999987,192120543
7.83333,0.0350681,0.964923,38282.3,75438.3,7018909,28,17,999986,191978582
8,0.035826,0.964163,38252.1,75386.5,7170611,24,13,999988,191826403
8.16667,0.0365512,0.963433,38223.2,75337.1,7315753,26,16,999987,191680304
8.33333,0.0373191,0.962661,38192.5,75289.5,7469451,26,17,999987,191525727
8.5,0.0380389,0.961948,38164.2,75246.6,7613519,32,18,999984,191383065
8.66667,0.0387637,0.961223,38135.5,75197.8,7758595,30,16,999985,191237865
8.83334,0.0395158,0.96046,38105.2,75146.6,7909122,32,21,999984,191085184
9,0.0402587,0.959719,38075.8,75096.7,8057813,30,15,999985,190936934
9.16667,0.0409839,0.958999,38047.3,75046.5,8202975,32,21,999984,190792863
9.33333,0.0417169,0.958271,38018.4,74999.6,8349677,26,16,999987,190647116
9.5,0.0424352,0.957555,37990,74958.2,8493452,28,12,999986,190503785
9.66667,0.0431906,0.956796,37959.8,74904.9,8644646,20,15,999990,190351829
9.83334,0.0438811,0.956107,37932.5,74860.8,8782841,24,10,999988,190214043
10,0.0445583,0.955424,37905.4,74819.3,8918392,32,21,999984,190077208
10.1667,0.0452811,0.954699,37876.7,74776.8,9063050,30,21,999985,189932190
10.3333,0.046021,0.953948,37846.8,74718.7,9211144,44,27,999978,189781765
10.5,0.0467319,0.953252,37819.2,74670.3,9353443,30,20,999985,189642474
10.6667,0.0474258,0.952562,37791.9,74627.3,9492317,24,17,999988,189504481
10.8333,0.0481349,0.951835,37763,74579.8,9634245,32,19,999984,189358952
11,0.0488273,0.951166,37736.5,74532.6,9772837,26,15,999987,189225126
11.1667,0.0495406,0.950453,37708.2,74489.4,9915591,26,12,999987,189082299
11.3333,0.0503078,0.949673,37677.3,74438.9,10069159,26,19,999987,188926250
11.5,0.0510333,0.94895,37648.5,74392.3,10214367,28,19,999986,188781412
11.6667,0.0517809,0.948202,37618.9,74341.3,10364004,32,17,999984,188631731
11.8333,0.0525223,0.947469,37589.8,74296.5,10512381,24,11,999988,188485068
12,0.0532084,0.946778,37562.4,74256.9,10649717,22,17,999989,188346680
12.1667,0.0539588,0.946037,37533,74210.2,10799912,20,12,999990,188198404
12.3333,0.0546677,0.945328,37504.9,74165.7,10941782,16,8,999992,188056588
12.5,0.0553909,0.944594,37475.8,74122.7,11086537,28,20,999986,187909665
12.6667,0.0561128,0.943869,37447,74075.8,11231021,30,17,999985,187764578
12.8333,0.0568301,0.943155,37418.7,74031.8,11374603,26,18,999987,187621620
13,0.0575234,0.942468,37391.4,73987,11513364,22,11,999989,187484177
13.1667,0.058254,0.941727,37362,73938.5,11659592,40,21,999980,187335764
13.3333,0.0589637,0.941011,37333.6,73891.2,11801636,32,20,999984,187192580
13.5,0.0596544,0.940329,37306.6,73846.1,11939878,28,16,999986,187056075
13.6667,0.0603465,0.939639,37279.2,73804.6,12078409,20,14,999990,186917862
13.8333,0.061028,0.938954,37252,73763.6,12214820,24,17,999988,186780868
14,0.0617278,0.938254,37224.2,73721.7,12354879,30,20,999985,186640736
14.1667,0.0624359,0.937554,37196.4,73683,12496604,22,13,999989,186500570
14.3333,0.0631677,0.936816,37167.2,73641.7,12643080,28,17,999986,186352833
14.5,0.0638835,0.936093,37138.5,73594.5,12786346,42,28,999979,186208067
14.6667,0.0645686,0.935413,37111.5,73557.1,12923465,28,18,999986,186072118
14.8333,0.0653194,0.934669,37082,73503.1,13073738,28,17,999986,185923113
15,0.0659738,0.934006,37055.7,73459.6,13204711,28,16,999986,185790372
15.1667,0.0667056,0.933281,37026.9,73414,13351183,26,14,999987,185645384
15.3333,0.0674272,0.932564,36998.5,73369.4,13495626,28,18,999986,185501800
15.5,0.0681356,0.931855,36970.3,73319,13637404,16,8,999992,185359952
15.6667,0.0688193,0.931162,36942.9,73273.7,13774251,32,17,999984,185221260
15.8333,0.0695067,0.930485,36916,73235.5,13911828,28,14,999986,185085691
16,0.0702175,0.929758,36887.2,73181.1,14054094,28,19,999986,184940282
16.1667,0.0709185,0.929064,36859.6,73141,14194414,32,23,999984,184801309
16.3333,0.071671,0.9283,36829.3,73086.7,14345020,30,22,999985,184648283
16.5,0.0723839,0.927599,36801.5,73043.4,14487704,24,13,999988,184508081
16.6667,0.0731204,0.926869,36772.5,73000.5,14635114,28,13,999986,184362017
16.8333,0.0738392,0.92615,36744,72954,14778980,22,13,999989,184218063
17,0.0745116,0.925466,36716.9,72912.8,14913562,28,18,999986,184081163
17.1667,0.0752186,0.924772,36689.3,72862.4,15055069,32,18,999984,183942227
17.3333,0.0759051,0.924066,36661.3,72808.6,15192473,36,26,999982,183800879
17.5,0.0766139,0.923367,36633.6,72758.6,15334336,40,24,999980,183661077
17.6667,0.0773231,0.922665,36605.7,72713.3,15476299,26,13,999987,183520568
17.8333,0.0780666,0.92191,36575.8,72659.5,15625107,28,18,999986,183369354
18,0.0787818,0.92121,36548,72621,15768252,20,11,999990,183229249
18.1667,0.0794879,0.920491,36519.5,72580.1,15909578,32,19,999984,183085422
18.3333,0.0801936,0.919801,36492.1,72534.8,16050831,22,12,999989,182947206
18.5,0.0808746,0.919106,36464.5,72495.2,16187133,28,17,999986,182808098
18.6667,0.0815304,0.918456,36438.8,72459.9,16318381,30,18,999985,182678104
18.8333,0.082206,0.917774,36411.7,72411,16453609,30,19,999985,182541555
19,0.0829097,0.917081,36384.2,72367.8,16594460,30,18,999985,182402789
19.1667,0.0836242,0.916366,36355.8,72323.3,16737460,26,10,999987,182259823
19.3333,0.0843207,0.91566,36327.8,72279.9,16876875,30,14,999985,182118535
19.5,0.0850097,0.914986,36301.1,72238.7,17014773,12,4,999994,181983582
19.6667,0.0856745,0.91431,36274.2,72191.9,17147822,28,16,999986,181848180
19.8333,0.0863869,0.913601,36246.1,72146.4,17290413,32,19,999984,181706314
20,0.0870894,0.912892,36218,72108,17431015,32,23,999984,181564554
20.1667,0.0877388,0.912235,36191.9,72069.6,17561004,30,22,999985,181432981
20.3333,0.0883845,0.911602,36166.8,72033.3,17690239,34,16,999983,181306295
20.5,0.0891332,0.910845,36136.8,71986.5,17840101,32,23,999984,181154706
20.6667,0.0898222,0.910151,36109.2,71939,17977990,34,22,999983,181015807
20.8333,0.0905011,0.90949,36083,71897.6,18113879,16,11,999992,180883487
21,0.0911816,0.908798,36055.6,71855.1,18250082,30,16,999985,180745080
21.1667,0.0918813,0.908091,36027.5,71807,18390136,36,26,999982,180603493
21.3333,0.0925799,0.907404,36000.3,71764.1,18529957,28,18,999986,180466004
21.5,0.0932712,0.90672,35973.1,71721.9,18668324,18,14,999991,180329093
21.6667,0.0939548,0.906032,35945.9,71677,18805140,28,15,999986,180191513
21.8333,0.0946392,0.905353,35918.9,71631.9,18942128,20,9,999990,180055545
22,0.0953373,0.904638,35890.6,71593,19081858,34,22,999983,179912504
22.1667,0.0960038,0.903983,35864.6,71554.4,19215253,30,17,999985,179781328
22.3333,0.0966977,0.903281,35836.7,71511.2,19354144,28,17,999986,179640811
22.5,0.0973943,0.902594,35809.4,71465.8,19493562,26,17,999987,179503312
22.6667,0.0980874,0.901895,35781.7,71418.1,19632278,34,22,999983,179363483
22.8333,0.0987574,0.901236,35755.6,71371.2,19766378,20,10,999990,179231452
23,0.0994868,0.900496,35726.2,71322.6,19912370,28,20,999986,179083355
23.1667,0.100129,0.899857,35700.9,71285.2,20040925,28,17,999986,178955546
23.3333,0.100782,0.899198,35674.7,71249.5,20171550,28,15,999986,178823532
23.5,0.101431,0.898556,35649.2,71205.5,20301469,30,19,999985,178695140
23.6667,0.102135,0.897846,35621.1,71159.2,20442447,30,17,999985,178552893
23.8333,0.102821,0.89717,35594.2,71115,20579818,18,11,999991,178417582
24,0.103507,0.896482,35566.9,71075.5,20717013,18,10,999991,178279944
24.1667,0.104178,0.895813,35540.4,71038.2,20851311,18,12,999991,178146028
24.3333,0.104825,0.895161,35514.6,70998.8,20980911,24,12,999988,178015649
24.5,0.105538,0.89445,35486.3,70957.9,21123462,30,17,999985,177873289
24.6667,0.106182,0.893809,35460.9,70911.8,21252473,22,12,999989,177744922
24.8333,0.10685,0.89312,35433.6,70863.5,21386157,30,24,999985,177607092
25,0.107511,0.892479,35408.1,70821.3,21518376,24,15,999988,177478734
25.1667,0.108195,0.891782,35380.5,70776.9,21655286,36,24,999982,177339195
25.3333,0.108854,0.891136,35354.9,70744.5,21787170,28,13,999986,177209937
25.5,0.109532,0.890455,35327.8,70700.9,21922897,28,16,999986,177073620
25.6667,0.110207,0.889786,35301.3,70661.9,22058025,24,16,999988,176939714
25.8333,0.110874,0.889119,35274.8,70617.4,22191490,24,10,999988,176806200
26,0.111517,0.888465,35248.9,70577.6,22320306,28,19,999986,176675336
26.1667,0.112208,0.887761,35220.9,70534.3,22458607,32,23,999984,176534419
26.3333,0.11287,0.887125,35195.7,70497.4,22590961,28,10,999986,176407162
26.5,0.113518,0.886474,35169.9,70457.9,22720665,26,15,999987,176276860
26.6667,0.114198,0.885788,35142.7,70419.6,22856878,30,18,999985,176139515
26.8333,0.114853,0.885143,35117.1,70380.7,22987900,18,6,999991,176010533
27,0.11553,0.884455,35089.8,70339.7,23123369,28,16,999986,175872772
27.1667,0.116209,0.883779,35063,70300.5,23259280,24,16,999988,175737557
27.3333,0.116903,0.883081,35035.3,70258,23398263,30,19,999985,175597674
27.5,0.117585,0.882386,35007.7,70213.1,23534720,32,20,999984,175458669
27.6667,0.118268,0.881714,34981,70173.9,23671418,36,26,999982,175324135
27.8333,0.118942,0.881046,34954.6,70134.5,23806320,26,13,999987,175190509
28,0.11958,0.880396,34928.8,70099.6,23934010,38,22,999981,175060435
28.1667,0.120223,0.879763,34903.6,70058.1,24062765,28,16,999986,174933621
28.3333,0.120868,0.879123,34878.2,70019.8,24191794,22,9,999989,174805484
28.5,0.121497,0.878487,34853,69979.6,24317752,28,16,999986,174678204
28.6667,0.122118,0.877855,34827.9,69941.5,24441989,36,25,999982,174551695
28.8333,0.122804,0.877187,34801.4,69893.4,24579413,22,13,999989,174418021
29,0.123478,0.876506,34774.4,69851.8,24714207,28,17,999986,174281827
29.1667,0.124162,0.875831,34747.6,69811.7,24851224,20,12,999990,174146651
29.3333,0.124815,0.875166,34721.3,69766.1,24981876,28,17,999986,174013501
29.5,0.125463,0.874527,34695.9,69731.9,25111605,26,14,999987,173885637
29.6667,0.126113,0.873874,34670,69693.2,25241674,26,16,999987,173755019
29.8333,0.126755,0.873237,34644.7,69645.1,25370077,22,15,999989,173627387
30,0.127428,0.872553,34617.6,69600.2,25504916,20,11,999990,173490523
30.1667,0.128143,0.871848,34589.6,69555.7,25647972,20,12,999990,173349443
30.3333,0.128787,0.871189,34563.5,69516.5,25776901,38,23,999981,173217650
30.5,0.129464,0.870517,34536.8,69473.7,25912390,28,14,999986,173083024
30.6667,0.130157,0.869821,34509.2,69424.3,26051071,28,20,999986,172943724
30.8333,0.130842,0.869147,34482.5,69386.9,26188145,20,9,999990,172808767
31,0.131512,0.868466,34455.5,69337.7,26322218,28,17,999986,172672568
