Time (min),Monomer Conversion,Polymer Wt Fraction,Mn (g/mol),Mw (g/mol),# Monomers,# Radical Chains RR,# Radical Chains BS,# Intact Chains,# Bonds
11.8333,0.0466845,0.953306,28373.3,56133.7,7009747,14,8,999993,141988499
12,0.0473282,0.952661,28354.1,56103.6,7106396,20,13,999990,141891651
12.1667,0.0479953,0.951995,28334.2,56073.8,7206559,16,10,999992,141791571
12.3333,0.0486272,0.951366,28315.5,56049.9,7301441,12,7,999994,141697180
12.5,0.0492704,0.950715,28296.1,56019.9,7398017,24,13,999988,141599436
12.6667,0.0499007,0.950093,28277.6,55993.4,7492661,16,8,999992,141506060
12.8333,0.0504949,0.949497,28259.9,55964.1,7581878,16,9,999992,141416517
13,0.0511526,0.948842,28240.4,55930.8,7680640,18,6,999991,141318232
13.1667,0.0517782,0.948214,28221.7,55902.2,7774566,18,10,999991,141223899
13.3333,0.0524507,0.947542,28201.7,55868.7,7875538,20,10,999990,141122935
13.5,0.0530684,0.946917,28183.1,55841.8,7968297,22,14,999989,141029124
13.6667,0.0537044,0.946285,28164.3,55808.6,8063795,18,10,999991,140934231
13.8333,0.0543438,0.945648,28145.3,55778.6,8159796,20,8,999990,140838661
14,0.0549787,0.945014,28126.5,55748.9,8255134,18,9,999991,140743395
14.1667,0.0556013,0.944389,28107.8,55716.4,8348608,24,14,999988,140649510
14.3333,0.0562257,0.943764,28089.3,55688.1,8442369,24,9,999988,140555793
14.5,0.0568755,0.943109,28069.8,55657.8,8539930,24,13,999988,140457414
14.6667,0.057507,0.942484,28051.2,55626.1,8634758,24,12,999988,140363550
14.8333,0.05812,0.941869,28032.8,55598.5,8726801,18,11,999991,140271153
15,0.0587527,0.941237,28014.1,55570.8,8821801,20,8,999990,140176348
15.1667,0.0593966,0.940589,27994.8,55534.9,8918487,22,14,999989,140079031
15.3333,0.0600465,0.939943,27975.5,55499.6,9016070,24,13,999988,139981924
15.5,0.0606794,0.939308,27956.6,55471.1,9111089,24,17,999988,139886586
15.6667,0.0612754,0.938711,27938.8,55443.9,9200590,20,14,999990,139796929
15.8333,0.0619111,0.938083,27920.2,55416.9,9296039,14,7,999993,139702760
16,0.0625424,0.93745,27901.3,55390.3,9390827,22,9,999989,139607721
16.1667,0.063167,0.936825,27882.7,55358.8,9484606,12,7,999994,139513874
16.3333,0.0637999,0.936196,27864,55330.6,9579644,18,9,999991,139419336
16.5,0.0644445,0.935554,27844.9,55298.8,9676428,14,6,999993,139322907
16.6667,0.0650732,0.934917,27825.9,55270,9770837,20,9,999990,139227301
16.8333,0.0656554,0.934335,27808.6,55245.2,9858248,16,7,999992,139140006
17,0.0662576,0.933726,27790.5,55218.1,9948671,28,13,999986,139048427
17.1667,0.0669137,0.933071,27771,55188.8,10047177,24,13,999988,138950188
17.3333,0.0675469,0.932437,27752.1,55155,10142266,26,19,999987,138854994
17.5,0.0681784,0.931815,27733.6,55126.7,10237081,20,11,999990,138761615
17.6667,0.0688085,0.931188,27714.9,55095.8,10331683,14,7,999993,138667339
17.8334,0.0694525,0.930546,27695.8,55065.8,10428382,12,3,999994,138570942
18,0.0700322,0.929964,27678.5,55040.3,10515432,22,9,999989,138483650
18.1667,0.0706776,0.929316,27659.2,55011.4,10612336,14,8,999993,138386385
18.3333,0.0712908,0.928704,27641,54987.7,10704417,20,8,999990,138294416
18.5,0.0718575,0.928136,27624.1,54962,10789500,28,10,999986,138209217
18.6667,0.0724707,0.927526,27606,54931.2,10881572,14,6,999993,138117516
18.8333,0.0731363,0.926851,27585.9,54897.2,10981518,28,17,999986,138016222
19,0.0737494,0.926241,27567.7,54869.5,11073579,28,15,999986,137924594
19.1667,0.0743908,0.925596,27548.5,54837.3,11169878,14,10,999993,137827831
19.3333,0.075033,0.924958,27529.5,54807.4,11266305,18,9,999991,137731966
19.5,0.0756258,0.924363,27511.8,54783,11355319,24,12,999988,137642583
19.6667,0.0762308,0.923764,27494,54753.9,11446162,12,6,999994,137552618
19.8333,0.0768605,0.923131,27475.2,54721.4,11540715,16,8,999992,137457701
20,0.0775129,0.922478,27455.7,54690.3,11638671,24,11,999988,137359575
20.1667,0.0781295,0.921864,27437.4,54668.1,11731245,16,6,999992,137267362
20.3333,0.0787635,0.921223,27418.4,54635.9,11826449,26,13,999987,137171090
20.5,0.0794099,0.920575,27399.1,54604.3,11923501,24,12,999988,137073882
20.6667,0.0800455,0.919942,27380.2,54577.9,12018941,28,16,999986,136978748
20.8333,0.080691,0.919296,27361,54541.2,12115867,20,13,999990,136881794
21,0.0813211,0.918676,27342.5,54514.1,12210480,12,5,999994,136788643
21.1667,0.0819048,0.918084,27324.9,54487.8,12298116,18,10,999991,136699870
21.3333,0.082513,0.917473,27306.7,54460.7,12389441,16,11,999992,136608030
21.5,0.0831159,0.916871,27288.8,54435,12479968,24,12,999988,136517669
21.6667,0.0836717,0.916319,27272.4,54408,12563427,20,13,999990,136434770
21.8333,0.0842722,0.915718,27254.5,54380,12653582,20,10,999990,136344597
22,0.0848719,0.91512,27236.7,54355,12743632,24,8,999988,136254761
22.1667,0.0854689,0.914519,27218.8,54324.9,12833277,28,16,999986,136164533
22.3333,0.08608,0.913909,27200.7,54298.9,12925024,22,16,999989,136072946
22.5,0.0867064,0.913286,27182.1,54269.4,13019082,18,12,999991,135979452
22.6667,0.087322,0.912668,27163.7,54241.5,13111522,24,10,999988,135886607
22.8333,0.0879232,0.912069,27145.9,54216.1,13201791,18,7,999991,135796731
23,0.0885325,0.911454,27127.6,54190,13293276,22,13,999989,135704309
23.1667,0.089151,0.910835,27109.2,54162.2,13386152,28,20,999986,135611449
23.3333,0.0897436,0.910249,27091.8,54134.7,13475122,22,9,999989,135523469
23.5,0.0903259,0.909662,27074.3,54108.2,13562557,10,6,999995,135435211
23.6667,0.0909037,0.909084,27057.1,54080.7,13649319,26,13,999987,135348424
23.8333,0.0914875,0.9085,27039.7,54054.4,13736972,24,14,999988,135260829
24,0.0920849,0.907901,27021.9,54029.7,13826669,24,12,999988,135170809
24.1667,0.0927157,0.907279,27003.4,54001.6,13921390,22,6,999989,135077508
24.3333,0.0933476,0.906649,26984.6,53966.7,14016271,14,6,999993,134982863
24.5,0.0939291,0.906063,26967.1,53937,14103587,16,10,999992,134894822
24.6667,0.0944985,0.905485,26949.9,53913.5,14189077,20,11,999990,134808006
24.8333,0.0950962,0.904899,26932.5,53887.8,14278828,16,6,999992,134720025
25,0.0957247,0.90426,26913.5,53859.2,14373189,22,13,999989,134624116
25.1667,0.0963319,0.903657,26895.5,53832.3,14464365,16,6,999992,134533601
25.3333,0.0969224,0.903066,26878,53809.4,14553030,28,16,999986,134444923
25.5,0.0975462,0.902442,26859.4,53777.8,14646701,28,20,999986,134351241
25.6667,0.0981586,0.901833,26841.3,53751.1,14738643,26,11,999987,134259726
25.8333,0.0988377,0.901143,26820.7,53719.9,14840620,16,12,999992,134156063
26,0.0994175,0.90057,26803.7,53693.6,14927674,20,13,999990,134070069
26.1667,0.10002,0.899969,26785.8,53665.6,15018091,22,11,999989,133979870
26.3333,0.100594,0.899397,26768.8,53640.9,15104331,28,12,999986,133893929
26.5,0.101172,0.898819,26751.5,53617.3,15191181,22,11,999989,133807108
26.6667,0.10174,0.898252,26734.7,53590.9,15276462,12,6,999994,133721954
26.8333,0.102322,0.897669,26717.3,53562.5,15363830,22,13,999989,133634560
27,0.102905,0.897079,26699.8,53538.1,15451357,22,16,999989,133545975
27.1667,0.103498,0.896494,26682.3,53514,15540319,18,8,999991,133457988
27.3333,0.104089,0.895896,26664.6,53488.5,15629065,26,17,999987,133368314
27.5,0.104672,0.89532,26647.4,53465,15716577,16,7,999992,133281811
27.6667,0.105279,0.894711,26629.3,53436.6,15807812,16,10,999992,133190272
27.8333,0.105868,0.894127,26611.9,53412.9,15896294,14,8,999993,133102716
28,0.106448,0.893544,26594.5,53385.3,15983261,20,14,999990,133015042
28.1667,0.107023,0.892965,26577.3,53360.5,16069633,14,10,999993,132928139
28.3333,0.107595,0.892399,26560.5,53336.3,16155535,18,9,999991,132843121
28.5,0.108165,0.89183,26543.6,53310.8,16241065,12,5,999994,132757819
28.6667,0.108737,0.891253,26526.4,53280.7,16327015,16,10,999992,132671063
28.8333,0.109318,0.89067,26509,53254.5,16414322,28,21,999986,132583654
29,0.109878,0.890112,26492.4,53230.7,16498338,20,9,999990,132499724
29.1667,0.110472,0.889518,26474.7,53204.5,16587544,18,9,999991,132410647
29.3333,0.11104,0.888958,26458.1,53176.9,16672808,18,4,999991,132326505
29.5,0.111631,0.888361,26440.3,53146.2,16761598,14,8,999993,132236943
29.6667,0.112223,0.887762,26422.5,53120.3,16850436,16,9,999992,132146916
29.8333,0.112789,0.887193,26405.5,53094.5,16935402,20,15,999990,132061442
30,0.113369,0.886625,26388.6,53067.3,17022524,18,7,999991,131976279
30.1667,0.113964,0.886031,26370.9,53042.1,17111913,16,9,999992,131886983
30.3333,0.114584,0.885405,26352.3,53019,17204928,26,14,999987,131793082
30.5,0.115167,0.884813,26334.7,52993.9,17292498,22,13,999989,131704137
30.6667,0.115704,0.884288,26319.1,52973.4,17373072,22,10,999989,131625332
30.8333,0.116289,0.883698,26301.5,52945.2,17460945,24,12,999988,131536727
31,0.11688,0.883109,26284,52915.8,17549755,22,12,999989,131448307
